[1.26-2.14] 哈喽大家好
[1043.58-1046.74] 所以你在美国一定能想方设法留下来
[1046.74-1049.20] 如果在美国想方设法留下来很难
[1049.20-1050.10] 那你就来加拿大
[1050.10-1051.12] 总会有办法的
[1051.12-1052.92] 天无绝人之路啊
[1052.92-1053.54] 老王你好
[1053.54-1054.12] 下一位啊
[1054.12-1054.82] 老王你好
[1054.82-1057.02] 刚看了您重甄沙园这期
[1057.02-1057.70] 有几个感觉
[1057.70-1058.82] 一造反有理
[1058.82-1063.18] 革命无罪的那片土壤不配拥有你这样经过市场经济洗礼的资本精英啊
[1063.18-1063.66] 谢谢啊
[1063.66-1064.66] 我也觉得是
[1064.66-1065.10] 二
[1065.10-1066.90] 源起于西方的股份公司股票交易
[1066.90-1068.02] 它的土壤是私有制
[1068.02-1069.60] 而我们的土壤是公有的
[1069.60-1071.40] 私有制的土壤开出的花果
[1071.40-1073.02] 在公有制土壤没法生存
[1073.02-1074.04] 即使生存下来
[1074.04-1075.14] 变了基因变了模样
[1075.14-1078.38] 试问中华大地股市里那些神操作
[1078.38-1080.50] 如果讲给拥有股票始祖的西方经济学家
[1080.50-1081.80] 他们恐怕闻所未闻
[1081.80-1082.94] 自叹才说学浅
[1082.94-1083.84] 哎
[1083.84-1084.86] 那你这话就不对了
[1084.86-1085.94] 嗯
[1085.94-1089.00] 中国的股票交易是源于私有制
[1089.00-1090.72] 但是中华大地可不是公有制
[1090.72-1092.70] 中华大地是封建制
[1092.70-1093.40] 啊
[1093.40-1093.96] 呃
[1093.96-1095.08] 其实是一种
[1095.08-1095.60] 奴隶制
[1095.60-1096.14] 啊
[1096.14-1098.02] 封建制的都有分封的猎猴
[1098.02-1099.34] 现在连分封猎猴都没有了
[1099.34-1101.12] 它是一种裙带
[1101.12-1102.02] 哎
[1102.02-1103.82] 关系下的这样一个封建
[1103.82-1104.76] 奴隶制
[1104.76-1106.16] 奴隶封建制吧
[1106.16-1109.04] 所以它是建筑和费拉的关系
[1109.04-1109.42] 啊
[1109.42-1110.52] 可不是公有制
[1110.52-1111.70] 哪有公有制啊
[1111.70-1113.12] 你告诉我什么东西是公家的呀
[1113.12-1114.12] 哪有公家的
[1114.12-1115.30] 那么都是习家的呀
[1115.30-1118.08] 都是共产党那些家族的
[1118.08-1119.40] 它不是公有制
[1119.40-1121.60] 如果造反有理
[1121.60-1123.42] 革命无罪的幽灵不回来
[1123.42-1124.42] 如您一样的
[1125.08-1127.12] 各路精英继续在中华大地开花结果
[1127.12-1129.94] 相信中国一定会在全球化的浪潮里乘风不浪
[1129.94-1130.64] 一无路无敌
[1130.64-1132.52] 最终会列于文明国家行列
[1132.52-1133.22] 呃
[1133.22-1134.76] 然而没有然而是啊
[1134.76-1135.64] 那你说的不错呀
[1135.64-1137.10] 如果要是不胡来的话
[1137.10-1139.40] 按照中美公制的这个道路发展的话
[1139.40-1141.74] 其实中国GDP超过美国只是时间问题
[1141.74-1145.00] 而且美国的体制已经不是大家想象的那种啊
[1145.00-1146.14] 老大不会允许你的
[1146.14-1147.20] 会给你发动战争的
[1147.20-1148.74] 那你们就太不了解美国了
[1148.74-1152.14] 美国不是一个能轻易发动起来战争的国家
[1152.14-1154.06] 你想它全面对日本宣战
[1154.06-1154.78] 对德国宣战
[1154.78-1157.12] 都要罗斯福那样的强大的总统
[1157.12-1158.72] 而且在他朝气蓬勃
[1158.72-1160.34] 武德充沛的上升起
[1160.34-1161.34] 国运最强气
[1161.34-1163.80] 他他得弄珍珠港那样的阴谋事件
[1163.80-1164.82] 他才能团结起来
[1164.82-1168.76] 国家像像一个他的贸易伙伴宣战
[1168.76-1169.24] 呃
[1169.24-1171.34] 那你想跟中国宣战的话
[1171.34-1175.02] 你像今天这种美国国力和今天这种美国国内形势的话
[1175.02-1176.08] 那谈何容易啊
[1176.08-1179.50] 如果你只是在G2公制模式下发展你的经济的话
[1179.50-1183.40] 美国人民也不会答应美国任何一任总统去发起战争
[1183.40-1184.54] 他也没有这个可能性
[1184.54-1184.74] 因为他
[1184.74-1185.46] 他团结不起来
[1185.46-1186.90] 他不是独裁国家
[1186.90-1187.32] 呃
[1187.32-1189.24] 所以就是美国国运下去了
[1189.24-1190.26] 再走下坡路
[1190.26-1190.56] 呃
[1190.56-1191.82] 中国要是不胡闹的话
[1191.82-1193.24] 其实是可以躺赢
[1193.24-1196.44] 当时我在北京跟纪连海吃饭的时候
[1196.44-1196.98] 呃
[1196.98-1198.12] 老G呃
[1198.12-1199.44] 说听说我从国外回来
[1199.44-1200.86] 又回去的时候跟他吃饭
[1200.86-1202.44] 他说那你觉得中国和美国谁能赢
[1202.44-1203.94] 我说其实中国只要不折腾
[1203.94-1204.96] 中国就能打败美国
[1204.96-1205.76] 他说用什么策略
[1205.76-1206.50] 我说用两个字
[1206.50-1207.30] 你不是讲历史吗
[1207.30-1208.14] 百家讲谈吗
[1208.14-1208.90] 熬拜
[1208.90-1209.64] 他说怎么叫熬拜
[1209.64-1211.34] 我说你熬着他就败了
[1211.34-1212.72] 你熬着熬着就把他熬拜了
[1212.72-1215.12] 然后老G就因为这个老G可高兴了
[1215.12-1216.20] 说我能不能用你这个思路
[1216.20-1216.98] 我说可以啊
[1216.98-1218.76] 后来老G还做了一期专题节目
[1218.76-1220.04] 就讲熬拜
[1220.04-1220.76] 中国熬拜美国
[1220.76-1222.26] 那个时候是2012 13
[1222.26-1223.28] 中国最好的时候嘛
[1223.28-1224.78] 那现在是他折腾了
[1224.78-1225.80] 他不熬拜呀
[1225.80-1226.52] 他等不及啊
[1226.52-1229.00] 所以咱们就下一位了啊
[1229.00-1229.72] 呃
[1229.72-1230.58] 王老师您好
[1230.58-1233.10] 本人王某来自北京95年生人
[1233.10-1234.56] 北航博士在读博士
[1234.56-1236.22] 985本硕博一路上来
[1236.22-1237.20] 这位是学霸啊
[1237.20-1238.06] 看了您的视频
[1238.06-1239.10] 顿感相见恨晚
[1239.10-1239.90] 感觉很洒脱
[1239.90-1240.70] 十分欣赏
[1240.70-1241.66] 我目前十分纠结
[1241.66-1242.82] 麻烦跟您请教一下
[1242.82-1243.90] 因为临近博士毕业
[1243.90-1245.38] 我在考虑未来的职业规划
[1245.38-1247.26] 目前收到了一个运营商的offer
[1247.26-1247.46] 呃
[1247.46-1249.08] 给到了55万
[1249.08-1250.42] 其实还挺超预期的
[1250.42-1252.94] 但是我心里一直有个润的理想或者愿望
[1252.94-1254.18] 我是一路卷上来的
[1254.18-1255.44] 父母为自己付出了很多
[1255.44-1257.60] 其实我也经历了中国社会中的很多糟粕
[1257.60-1258.40] 老师势利眼
[1258.40-1259.20] 亲戚之间
[1259.20-1260.34] 由于畸形的社会发展
[1260.34-1262.36] 导致畸形的人和人之间的关系等等
[1262.36-1264.72] 所以我也想着申请一个发达国家的博士后
[1264.72-1265.76] 关注江大很久了
[1265.76-1267.14] 通过考拉爸知道您的视频
[1267.14-1268.04] 博后的话
[1268.04-1268.84] 反正也是工作
[1268.84-1269.82] 我就可以直接出去了
[1269.82-1270.36] 还有薪水
[1270.36-1271.70] 然后说下我家里
[1271.70-1272.88] 我父母没出过国
[1272.88-1274.48] 我去过日本澳大利亚新加坡
[1274.48-1276.30] 我也挺希望把他们带出来的
[1276.30-1277.54] 我女朋友也很优秀
[1277.54-1280.36] 国内985硕士金融类的国企
[1280.36-1282.38] 到手能有30万不到一年
[1282.38-1284.80] 但是他昨天破天荒的跟我说了
[1284.80-1286.10] 他对于我想认的支持
[1286.10-1287.90] 之前他的态度是任我选择
[1287.90-1289.26] 我也觉得他收入不错
[1289.26-1291.76] 其实出去不不一定能有国内的收入高
[1291.76-1293.98] 但是他和我真的每天挺累的
[1293.98-1295.12] 我的来源
[1295.12-1295.62] 呃
[1295.62-1295.74] 累
[1295.74-1296.98] 来自于毕业压力
[1296.98-1298.80] 可能国内工作后会好一点
[1298.80-1299.40] 也不一定
[1299.40-1301.14] 他的累源于傻逼领导
[1301.14-1302.60] 但是我深知只要在国内
[1302.60-1303.96] 怎么都有个傻逼领导
[1303.96-1304.68] 永远存在
[1304.68-1304.92] 哈哈
[1304.92-1307.00] 还有就是我是搞web三区块链的
[1307.00-1309.12] 所以这个东西在国内是不可能被允许的
[1309.12-1311.62] 币圈的共识是2024年牛市开启
[1311.62-1313.20] 我也说服家里卖房投资
[1313.20-1314.66] 但是如果长期在国内搞这个
[1314.66-1316.14] 我感觉风险还是很高的
[1316.14-1317.54] 所以从这个角度来说
[1317.54-1318.36] 我也想着出去
[1318.36-1319.80] 呃
[1319.80-1320.82] 还有就是我目前的房子
[1320.82-1322.62] 从630万调整到了519万
[1322.62-1324.72] 我付费找了专业的卖房顾问
[1324.72-1325.90] 他让我别再降价了
[1325.90-1326.32] 呃
[1326.32-1327.30] 明年还有小阳春
[1327.30-1328.40] 但是我还是挺着急的
[1328.40-1330.04] 因为我知道跑不了就是跑不了
[1330.04-1331.94] 阳春可能不会理到我
[1331.94-1332.60] 呃
[1332.60-1333.20] 综上所述
[1333.20-1335.46] 本人在事业发展及未来的财产规划上很苦恼
[1335.46-1336.72] 期待王老师对我的指点
[1336.72-1337.46] 打扰您了
[1337.46-1338.72] 这样吧
[1338.72-1339.54] 你是博士后
[1339.54-1341.02] 而且你是北航毕业的
[1341.02-1342.26] 我觉得你去美国可能性不大
[1342.26-1345.38] 因为美国是不如把咱们北理工北航都给办了嘛
[1345.38-1346.34] 所以呃
[1346.34-1347.64] 加拿大这个现在还没办
[1347.64-1348.00] 所以呢
[1348.00-1350.14] 你来加拿大这个方向肯定是对的
[1350.14-1350.76] 呃
[1350.76-1353.04] 那你申请这边的一个博士后应该也不难吧
[1353.04-1354.60] 像你跟你老婆这种呃
[1354.60-1355.40] 高级知识分子
[1355.40-1356.90] 你们做技术移民
[1356.90-1359.16] 或者你们做博士后也都非常容易
[1359.16-1359.80] 呃
[1359.80-1361.50] 来这儿可以说一点难度都没有
[1361.50-1362.48] 加拿大最欢迎你们
[1362.48-1363.24] 你没有那么年轻
[1363.24-1367.00] 你老婆虽然是30万人民币
[1367.00-1367.68] 但是来加拿大
[1367.68-1370.44] 我估计她挣到相等于30万人民币
[1370.44-1372.10] 6万加币的年薪还是很容易的
[1372.10-1373.18] 因为她学金融的
[1373.18-1374.88] 她又是985的
[1374.88-1377.40] 那她来这边就考一个会计师的license啊
[1377.40-1379.60] 或者在这边再学一个college啊
[1379.60-1379.78] 呃
[1379.78-1380.00] 那
[1380.00-1381.34] 她找工作是非常容易的
[1381.34-1382.34] 你们两口子在这边
[1382.34-1383.84] 如果两个人都有工作的话
[1383.84-1385.50] 第一这边工作不累啊
[1385.50-1386.94] 既是身体既不累
[1386.94-1388.30] 不像中国那么卷啊
[1388.30-1389.76] 没有傻逼领导这边呃
[1389.76-1391.54] 这边的傻逼领导一到周末啊
[1391.54-1393.00] 自己先去烤肉出海了
[1393.00-1394.74] 不会追着你去呃
[1394.74-1396.00] 叫什么呃
[1396.00-1399.86] 九呃什么七天什么11个小时呃
[1399.86-1401.70] 365天不停的连周转
[1401.70-1404.76] 那中国那套东西这边是绝对不会有的
[1404.76-1405.04] 呃
[1405.04-1407.34] 再有一个就是这边的输入其实也不低
[1407.34-1409.04] 而且呢也没有什么花费啊
[1409.04-1409.64] 因为孩子
[1409.64-1410.68] 孩子教育啊
[1410.68-1411.50] 呃
[1411.50-1413.24] 医生病啊医疗啊都是免费的
[1413.24-1415.48] 所以你这边呃高福利社会
[1415.48-1417.28] 你这边挣的钱主要是就是在
[1417.28-1419.64] 呃温哥华多伦多这种大城市买一套房子
[1419.64-1422.20] 像你们两口子这种收入水平买一个别墅
[1422.64-1423.50] 易如反掌
[1423.50-1425.64] 何况你们在中国还有一百万
[1425.64-1427.18] 家园的这样的一个家底
[1427.70-1428.50] 呃太容易了
[1428.50-1430.50] 所以你不用困惑你困惑什么玩意
[1430.50-1431.70] 你赶紧把你博士毕业了
[1431.70-1433.88] 然后你就按部就班的过来吧
[1433.88-1434.90] 申请吧呃
[1435.80-1436.88] 趁着他打台湾之前
[1436.88-1438.40] 你就把这个事办了不就得了吗
[1439.64-1441.78] 呃至于房子你就听中介的吧
[1441.78-1443.20] 因为市场不会是这样的
[1443.20-1444.54] 所有的市场都是这样的
[1444.64-1447.04] 无论是上涨还是下跌他都是波浪型的
[1447.08-1448.34] 所以你不要再呃
[1449.14-1450.40] 上赶这不是买卖
[1450.48-1452.18] 不要着急卖房子
[1452.18-1453.74] 卖房子这事不是着急的事
[1453.74-1456.34] 除非你马上有钱要有要用钱
[1456.40-1457.58] 你又不是马上要用钱
[1457.58-1460.20] 那你非得抢着去
[1460.68-1461.78] 夺门而出干嘛呢
[1461.78-1462.60] 你等一等吧
[1462.60-1464.64] 不是你的总不是你的呃
[1465.00-1466.14] 你在北京的房子
[1466.28-1468.00] 好歹他还是有点支撑位的
[1468.10-1468.94] 所以你熬一熬
[1468.94-1469.64] 等这劲过去
[1469.70-1471.60] 然后你再卖听专业顾问的吧啊
[1471.60-1472.50] 我不如他们
[1472.60-1474.70] 他们在市场上更更敏感一些
[1476.00-1476.78] 王哥您好
[1476.78-1479.08] 您的粉丝每期节目都看也很有意思
[1479.20-1480.70] 说的话我全都明白
[1480.70-1482.40] 因为跟您经历相似
[1482.50-1483.98] 但没忒牛逼
[1484.14-1486.50] 您说的中值的事情20%是对的
[1486.50-1487.58] 这是一位中值的
[1487.74-1488.64] 把他炸出来的
[1488.64-1490.24] 他说我中值20%对就说
[1490.68-1491.54] 就胡说八道呗
[1491.64-1492.68] 其余的都不太对
[1492.88-1493.28] 呵呵
[1493.28-1495.00] 因为我就是跟谢总第一批
[1495.00-1496.60] 到北京的创业人员之一
[1496.74-1498.94] 和王伟我们都是一批的一个战壕的哥们
[1498.94-1500.64] 当年你卖给谢总的公司
[1500.64-1502.14] 还是我在信托派人去的
[1502.14-1503.34] 我们见过一面
[1503.80-1505.34] 只不过你也不记得
[1505.54-1506.74] 因为我很匆忙
[1507.00-1508.24] 呃就离开了
[1508.24-1511.18] 不过我15年就离开了中荣信托
[1511.34-1512.28] 自己做了私募
[1512.28-1513.60] 做些屁相关的投资
[1513.90-1514.84] 谢总是个好老板
[1514.84-1515.68] 感应年轻人
[1515.84-1517.34] 我们那批其实都是80后
[1517.44-1518.44] 都是年轻的小孩
[1518.44-1520.08] 但是王伟没在信托多久
[1520.24-1522.24] 就被调去中职集团给老谢当秘书了
[1522.34-1524.34] 信托的原班人马还是靠着刘洋
[1524.34-1525.48] 高兴山范涛
[1525.60-1526.80] 一大批人干起来了
[1526.94-1528.20] 让路有了
[1528.54-1528.94] 然后
[1529.24-1530.30] 有了四大财富
[1530.40-1531.20] 现在都抓了
[1531.20-1532.14] 我算是离开的早
[1532.14-1533.28] 不然也是其中之一
[1533.40-1535.24] 我们全家正在办理加拿大移民
[1535.38-1537.38] 希望以后在温哥华能和您见面喝茶
[1537.38-1538.08] 谈天说地
[1538.14-1539.04] 很喜欢您的节目
[1539.04-1539.80] 希望越做越好
[1539.80-1540.18] 谢谢啊
[1540.18-1542.00] 那你来温哥华到时候跟我联系
[1542.00-1543.08] 咱们就喝茶
[1543.20-1544.98] 呃喝酒聊天好吧
[1545.94-1547.74] 呃我兴趣能回忆起来咱们俩
[1547.78-1549.38] 见面的那那一个场面啊
[1549.78-1551.94] 那个尊敬的王大哥您好
[1552.14-1554.28] 我叫萨木尔90年男
[1554.50-1555.84] 大陆互联网行业从业人员
[1555.84-1557.78] 现在做 ai 相关创业
[1558.00-1558.54] 本科毕业
[1558.54-1560.20] 就在北京荡马农
[1560.30-1561.20] 打工巅峰时期
[1561.20-1563.20] 管着两个城市200多开发人员
[1563.38-1564.94] 当时一年到头来回飞
[1565.08-1566.84] 四处餐会有点小飘
[1567.04-1569.54] 但是后期总感觉所处行业并不落地
[1569.64-1570.74] 泡沫带太大
[1570.98-1573.54] 呃实际生产价值不与支出匹配
[1573.58-1575.30] 再加上老板和我理念不合
[1575.30-1576.54] 公司内耗过于严重
[1576.64-1578.74] 导致我心理问题重病一次
[1579.24-1580.10] 便离职
[1580.24-1581.38] 去年开始自己创业
[1581.38-1582.68] 目前创业情况不咋地
[1582.80-1584.00] 但幸好靠同学帮忙
[1584.00-1585.68] 做了几个给国企定制的高利润项目
[1585.68-1586.82] 勉强养活的团队
[1587.08-1588.74] 哎呀那肯定啊你现在这个
[1589.02-1590.18] 现在是秋天呀
[1590.32-1591.54] 肃杀的气氛冬天
[1591.54-1592.88] 那你创业不就相当于
[1593.08-1594.82] 做自己的企业不相当于播种吗
[1594.82-1595.52] 那你肯定
[1596.08-1598.74] 大概率的是说你是你企业是经营不好的
[1599.88-1602.24] 呃昨天上班路上听王大哥聊抑郁症
[1602.24-1603.48] 两期受很大触动
[1603.62-1605.62] 尤其老王对作自己的说法
[1605.74-1606.88] 感到了很大的共鸣
[1607.04-1609.04] 犹如一位前辈给两句点播
[1609.04-1610.82] 让晚辈毛色顿开
[1610.94-1612.58] 我自本科毕业后薪资就不低
[1612.58-1613.88] 再加上没有经济压力
[1614.18-1615.54] 呃阔胡家里从事
[1615.54-1617.48] 传统行业有自己的公司小企业
[1617.60-1618.34] 年收入
[1618.50-1619.78] 个百亿自从
[1619.88-1621.74] 啊年营业收入个百亿也不是利润
[1621.84-1623.34] 自从遇到了事业瓶领期
[1623.34-1624.84] 看不到更大的提升方式时
[1624.94-1626.00] 我就陷入深深的迷茫
[1626.00-1627.24] 做什么都觉得没意思
[1627.34-1628.74] 只有接触新的刺激的环境
[1628.74-1629.88] 认识新的有趣的人
[1630.08-1632.64] 或者了解了解到有前景的赚钱方向
[1632.88-1633.88] 才能让我提起兴趣
[1633.88-1635.84] 但是刺激越多自己的预值就越高
[1636.44-1638.64] 越来越难以让自己开心起来后来
[1638.98-1640.84] 我让自己感觉自己愿意活下去的方式
[1640.84-1642.14] 就是折磨自己健身
[1642.14-1644.18] 我开始疯狂的关注自己的体质
[1644.28-1644.98] 肌肉量
[1645.04-1647.48] 我每天撸铁全身酸疼
[1647.60-1649.90] 吃白水煮鸡胸给自己注射搞酮食
[1649.90-1651.38] 才感觉自己存在着
[1651.38-1652.38] 我就这么作自己
[1652.38-1655.30] 让我度过了最近心理上最苦难的几年
[1656.00-1657.94] 你这个心理问题应该跟这个
[1658.00-1659.18] 疫情可能也有关系吧
[1659.18-1661.34] 这几年大家过得都不舒服
[1661.38-1662.98] 但是好歹你也找到了
[1663.34-1664.78] 呃一个解决方法
[1664.78-1666.54] 呃没有走牛牛鸡脚尖
[1667.04-1668.60] 这也是好事
[1668.64-1670.60] 你就属于那种呃
[1670.78-1671.38] 见骨头
[1671.38-1672.10] 身在福中
[1672.10-1672.14] 不得了
[1672.14-1672.84] 不知福
[1672.98-1673.84] 得一个贱人
[1673.94-1676.24] 所以你就心里有了问题
[1676.28-1677.38] 我这边也有个好朋友
[1677.38-1677.80] 我好朋友
[1677.80-1680.60] 那他爸爸就是中国改革开放第一代企业家
[1680.70-1682.20] 那个跟鲁冠球他们是一个
[1682.20-1684.28] 一个时代的柳传志之前的
[1684.34-1686.00] 呃你想到现在还在
[1686.20-1686.90] 大企业家
[1687.64-1688.84] 然后你说他有这样的爸爸
[1688.84-1690.48] 这一路就是可能跟你一样顺
[1690.48-1691.84] 或者比你还顺啊
[1691.84-1693.20] 在北京读最好的中学
[1693.20-1693.98] 读最好的大学
[1693.98-1695.40] 然后来加拿大移民
[1695.40-1697.00] 这都爸爸安排好家族安排好
[1697.10-1697.98] 然后他抑郁症
[1698.10-1699.10] 哈哈他抑郁症
[1699.10-1700.18] 他说他羡慕我的人生
[1700.18-1701.28] 我操我心里说
[1701.28-1702.58] 咱俩能不能换一下爸爸
[1702.58-1704.68] 卧槽咱俩一块做实时间机器飞
[1704.78-1706.98] 飞回去我太愿意给你换人生了
[1707.22-1708.82] 就是就是这人就是这样
[1708.94-1710.74] 你根本不知道上帝给了你多少好东西
[1710.74-1711.98] 所以人特别 balance
[1712.18-1714.24] 特别平衡人这东西是特别平衡的
[1714.28-1716.68] 你知道吧就是你左手拿把的钱
[1716.88-1718.62] 呃的时候这个幸运的时候
[1718.62-1720.84] 你们你右手一定要自己给自己割几刀
[1721.14-1721.92] 就是贱吧
[1721.92-1722.78] 所以就是抑郁症吗
[1722.78-1724.44] 所以这个跳楼啊自杀啊
[1724.44-1725.58] 卫东啊不都这样了
[1726.32-1727.14] 所以这个就是
[1727.48-1728.74] 呃我们要作自己
[1728.74-1729.98] 要科学的作自己
[1730.42-1731.24] 你一旦认识到
[1731.24-1733.30] 一点就是左手有机会有金钱有美女
[1733.38-1735.04] 右手你一定要作自己啊
[1735.04-1736.94] 就是你这种作呢可别瞎作
[1736.94-1738.08] 就是别他妈去去
[1738.14-1740.74] 去滑雪的话跳钻石道去那你被作死了
[1740.74-1743.28] 我呃玩机械运动那不行
[1743.30-1744.80] 就是你像你撸铁就可以
[1744.80-1746.04] 撸铁作不死自己吧
[1747.24-1749.38] 你还可以考虑考虑别的作法啊
[1750.10-1752.04] 我一会告诉你我年轻的时候的作法
[1752.08-1753.38] 但是我又遇到我下一个问题
[1753.38-1755.30] 这就是我为什么要给你写这封信的原因
[1755.34-1757.00] 希望老王大哥再给我点拨一二
[1757.00-1758.08] 拯救我于水火
[1758.08-1760.70] 那就是女人本人已婚
[1760.84-1761.14] 但是
[1761.14-1762.44] 工作后开始有个嫖的习惯
[1762.44-1764.08] 一开始也就是去洗浴中心
[1764.20-1765.50] 偶尔享受享受管车服务
[1765.50-1766.38] 后来不满足
[1766.48-1767.68] 就开始找兼职的小姑娘
[1767.68-1769.24] 有时候一次找多个啊
[1769.24-1771.10] 你是真正的一男对一女一男对多女
[1771.44-1773.00] 呃后来又在叉叉的过程中
[1773.10-1774.30] 越来越换上多
[1774.68-1777.04] 近一两年我开始追求感情上的需要
[1777.24-1779.20] 需要女孩能够提供情绪价值
[1779.38-1780.88] 呕呕叉叉已经不能让我开心
[1780.88-1782.94] 只有双方有感情交流的呕呕叉叉
[1783.04-1784.04] 才能让我兴奋
[1784.70-1787.20] 但是自从遇到一个让我上头的女孩完了
[1787.20-1787.84] 真爱了
[1787.84-1790.00] 呃她开始出轨别的女生和男生
[1790.00-1791.98] 我操这个女生玩的够够花的呀
[1791.98-1792.90] 我操一女对
[1793.30-1795.94] 对一男一女对多男一女对
[1796.88-1798.50] 一女对一女一女对多女
[1798.84-1800.44] 呃对我开始忽冷忽热
[1800.44-1801.84] 让我难受至极
[1801.98-1803.14] 每天无法控制
[1803.38-1805.24] 的关注他所有平台的动态
[1805.44-1806.54] 疯狂的联络他
[1806.64-1808.24] 有时候好几天睡不着觉
[1808.30-1809.90] 后来我哥们给我介绍了别的姑娘
[1809.90-1811.78] 才让我慢慢走出了这段难受期
[1811.94-1812.54] 我不信
[1812.94-1814.38] 你给我写这封信我不信
[1814.38-1815.58] 你应该没走出来
[1815.70-1817.08] 老王哥我是个正直的人
[1817.92-1819.02] 工作上极度认真负责
[1819.02-1819.94] 从大四到现在
[1820.04-1821.64] 我没有休息过超过5天的假
[1821.72-1823.22] 永远24乘7安靠
[1823.34-1824.98] 但是我目前感觉我人生卡在这里了
[1824.98-1825.82] 我想请教您
[1825.92-1827.98] 您是怎么看待性与爱情还有家庭的
[1828.02-1829.58] ps我的儿子刚出生哦
[1830.24-1832.82] 我操什么情况你结婚了你还这么玩
[1832.82-1833.54] 我操好吧
[1833.74-1834.62] 你是这个啊
[1834.62-1836.34] 简直是你无耻的样子
[1836.34-1838.08] 很有我年轻时的三妹啊
[1839.02-1840.62] 咱们面对性与爱情的诱惑是
[1840.62-1841.54] 你是怎么处理的
[1841.58-1843.28] 或者您周围的人是怎么处理的
[1843.34-1845.28] 呃我希望多听听您与您周围的人
[1845.28-1847.04] 这方面的知识和处理方式
[1847.34-1848.68] 虽然嫂子也会看您视频
[1848.68-1850.72] 但是我还是希望您讲讲您的真实感受
[1851.18-1853.58] ps我希望您多点稀获
[1853.72-1855.02] 干货其实一点用没有
[1855.18-1857.02] 专业不是靠听相声能学会的
[1857.08-1858.78] 能变现的专业知识是需要
[1858.88-1860.98] 很难懂的专业知识加实战才能获得的
[1860.98-1863.42] 哎我太同意你小伙子你的观点了
[1863.42-1864.78] 我希望老王来了频道
[1864.78-1866.78] 今后多一些日常分享和对生活与
[1866.88-1867.78] 生命的心得体会
[1867.78-1868.72] 再次感谢您
[1868.78-1871.14] 陪伴我的好多个上下班开车的时间
[1871.78-1873.98] 哎你说的这个方向正是我频道发展方向
[1874.08-1876.22] 我才不会什么有人在私信里面建议我
[1876.22-1877.08] 什么升级啊
[1877.18-1878.38] 呃要什么找助理啊
[1878.38-1879.62] 要搞商业化呀
[1879.62-1880.88] 要多继位啊操
[1881.18-1884.72] 做什么呃呃外边什么体外什么呃
[1884.94-1886.22] 收入来源的引流啊
[1886.22-1888.18] 去你妈那不是我的目的我操
[1888.24-1889.54] 那他妈开群什么的吗
[1889.54-1891.22] 那是宅宅英那个穷逼的
[1891.72-1893.74] 破产的玩意你才能干的事
[1893.84-1896.52] 我现在就是呃就就是一个
[1896.78-1898.08] 其实我也是
[1898.38-1899.22] 当你们的树洞
[1899.22-1901.42] 同时我也把你们当成我的树洞啊
[1902.28-1904.38] 呃就是一种其实挺好玩的事
[1904.58-1905.32] 我做这个事
[1905.54-1906.92] 那你说这个爱情
[1906.92-1907.86] 和性
[1908.22-1910.16] 就是摆在所有男人身上的这个
[1910.36-1912.06] 尤其是像你这样的优秀的男人
[1912.12-1914.08] 上帝又给了你那么多的初始值
[1914.28-1915.32] 呃那你就
[1915.32-1917.56] 你看你现在就是完全就是处于我那个哥
[1917.56-1918.32] 们这个状态
[1918.42-1920.92] 我那个哥们遇到的问题就是他是他跟我
[1920.92-1921.62] 差不多年龄
[1921.76-1924.46] 他是大你二三十岁的这么一二十岁的
[1924.46-1925.18] 这么一个你
[1925.58-1927.52] 就是你看到他今天你就知道你如果不改
[1927.52-1929.68] 变的话你的明天了就是他妈的抑郁症
[1929.92-1931.72] 然后你迟早有一天就撸不动铁了
[1931.78-1932.78] 当你孩子长大的时候
[1932.78-1934.56] 你他妈变成一个特别俗的男人之后
[1934.58-1936.48] 你当爹的时候你又他妈不甘心
[1936.58-1936.88] 说白了
[1936.94-1937.78] 根上在哪
[1937.88-1939.58] 解决问题一定要解决他哥哥在哪
[1939.58-1940.38] 你不爱你老婆
[1941.32-1943.12] 我不知道你开车的时候是不是跟你
[1943.12-1944.22] 老婆一块开兄弟
[1944.22-1946.34] 如果说跟你老婆一块开
[1946.34-1948.62] 你现在就可以关掉我的视频了
[1948.78-1950.48] 就是换一个时间再听
[1950.68-1952.34] 就是你一定你不爱你老婆
[1952.62-1953.74] 你跟你老婆的婚姻
[1953.84-1954.98] 要么是家庭的安排
[1954.98-1956.24] 要么是门当户对的安排
[1956.24-1957.24] 要么是命运的
[1957.48-1959.68] 呃促成前世的姻缘
[1959.68-1961.14] 但你本是你并不爱他
[1961.34-1963.32] 至少在操逼这件事在性这个方面
[1963.32-1964.32] 欧叉叉这个方面
[1964.44-1966.44] 你老婆完全不是你爱的型
[1966.64-1966.84] 嗯
[1967.14-1968.94] 你在他身上不能发挥
[1969.14-1970.84] 你在他身上不能做到一个小时
[1970.98-1973.68] 那你所以你现在就必须找出口
[1973.72-1975.58] 你现在的状态叫找出口
[1975.78-1977.52] 必然的这是因为这是你
[1977.52-1978.74] 这是你在自我调解
[1978.74-1979.48] 你也在作
[1979.68-1981.02] 因为你不找出口
[1981.08-1982.08] 你就要跟你老婆离婚
[1982.08-1983.04] 你儿子就要没爹了
[1983.04-1983.98] 就是也不是没爹吧
[1983.98-1984.94] 咱们不要那么传统
[1984.98-1986.72] 就是你儿子就要经受一个
