[1.90-2.88] 哈喽大家好
[1294.04-1298.40] 母亲是父亲都是70后的家里边给他安排了
[1298.66-1301.48] 他呢可以去上海税务局
[1301.98-1305.32] 弟弟的可以去上海的派出所或者学校当老师
[1305.56-1307.62] 问我是这样好还是
[1307.88-1309.16] 润出来好
[1309.66-1310.94] 我觉得是这样好
[1311.46-1313.76] 真的体制内永远是一个很好的选择
[1314.32-1317.14] 即使是在matrix这个电影里面
[1317.40-1320.20] 大家也可以看到其实matrix里面有很多人
[1320.46-1320.98] 已经觉醒了
[1321.24-1323.28] 但这些人并不会去加入西安
[1323.54-1325.08] 因为什么因为西安很苦
[1326.10-1327.64] 阶级下行是一定的
[1327.88-1330.70] 就是你像我就是一个明显的阶级下行
[1330.96-1332.50] 就你看我穿如此的衣服
[1332.76-1333.52] 干这个事
[1333.78-1338.64] 和我在中国当时那个脑满肠肥做投资银行投资银行家的那个状态
[1338.90-1341.46] 那你说不是阶级下行吗
[1341.72-1344.02] 那是我自欺欺人其实就是阶级下行
[1344.32-1347.40] 因为加拿大和美国不是没有银行家呀
[1347.90-1349.96] 他们在纽约应该是在什么状态
[1350.20-1353.28] 因为我是个中国的文化我进不了那个层次
[1353.54-1354.82] 因为我已经50岁了
[1355.08-1358.66] 我希望进那个层次只能是寄希望有儿子或者孙子
[1358.92-1361.22] 所以你润出来其实是有代价的
[1362.24-1363.78] 这个代价你能不能接受
[1364.28-1365.32] 这个是一个关键
[1365.56-1368.90] 就是自由对你来说有多重要这是一个关键
[1369.40-1370.94] 通过你这封信的描述
[1371.46-1373.76] 我认为自由对你的家庭并不重要
[1374.32-1377.14] 对不起这个孩子这个孩子叫小秋秋天的秋
[1377.90-1380.98] 小秋虽然我不认识你但是你和你的弟弟
[1381.24-1383.02] 在你们家这样一个家庭里面
[1383.28-1384.30] 你们是出不来的
[1384.56-1386.86] 你们是你们父母的蛋
[1387.12-1388.66] 你们父母是共产党的
[1388.92-1389.94] 这个体制的蛋
[1390.44-1391.48] 在这个蛋里面呢
[1391.72-1395.06] 得到了好处所以并不觉得这个蛋有多么可恶
[1395.32-1399.40] 所以你在这样的一个家庭背景和你这样的一个三观背景下呢
[1399.66-1401.72] 你即使翻墙看了油管
[1401.96-1403.76] 也是大小姐逛窑子
[1404.32-1407.64] 乐呵乐呵千万别大小姐真的进窑子里边当鸡去
[1407.90-1410.20] 所以你这个事呢你就没有必要那么投入
[1410.72-1414.82] 因为咱们客观站在月球看地球
[1415.32-1416.86] 中国不是
[1417.12-1419.42] 海外民运分子说的那么不堪
[1420.20-1421.98] 美国也不是
[1422.24-1424.54] 海外民运分子讲的那么的完美
[1425.06-1427.10] 这两个国家都有各自的问题
[1427.62-1429.40] 其实咱们中国在
[1429.92-1433.76] 在2017年之前
[1433.76-1435.80] 或者在2012年之前
[1436.32-1439.90] 中国的那个政治局面还有它的社会发展
[1440.42-1441.44] 节奏以及
[1441.70-1442.20] 趋势
[1442.46-1444.52] 我个人觉得是比美国强的
[1444.76-1445.80] 因为美国他是在走
[1446.04-1446.56] 下坡路
[1446.82-1448.60] 中国那时候在走上坡路
[1448.86-1451.42] 中国的法治化民主化
[1451.68-1455.78] 如果能够一直的走下去政治体制改革跟上
[1456.28-1459.62] 中国实际上是可以走得非常漂亮的
[1459.88-1461.40] 上海又是中国最有魅力
[1461.66-1463.72] 最有生命力的一个大的城市
[1464.02-1468.12] 所以其实世界是什么样的大家需要
[1468.36-1469.90] 三思三思再三思
[1470.42-1472.20] 不要搞得那么极端
[1472.46-1475.28] 那你如果要是一个民营企业的小企业主
[1475.54-1476.30] 还年轻
[1476.82-1478.10] 你当然应该认出来
[1478.36-1479.88] 因为未来的二三十年
[1480.14-1481.42] 跟你一点关系都没有了
[1481.68-1484.76] 真的跟你一点不够关系 全是体制内龙骑兵的地区
[1485.26-1489.10] 而上海无论是税务局还是上海的
[1489.36-1491.92] 公办老师还是上海的
[1492.18-1493.20] 派出所警察
[1493.46-1495.50] 毫无疑问就是龙骑兵本身
[1496.02-1498.84] 即使在1980年代1970年代
[1499.08-1501.40] 北京和上海那样极端的状态下
[1501.64-1502.68] 北京和上海的
[1502.92-1504.46] 大型的国有单位
[1504.72-1507.02] 那还是过得很滋润的
[1507.28-1509.58] 我当时在国家体改委参加工作的时候
[1509.84-1510.60] 扫课了我一下
[1511.38-1512.66] 因为我的老爷
[1513.16-1514.96] 是60年饿死的
[1515.72-1519.06] 所以当我们谈到在国家体改委
[1519.32-1521.36] 那时候很年轻21 20岁刚大还毕业
[1521.62-1523.16] 跟我的司局长谈到60年
[1523.46-1525.76] 50年挨饿的时候他们很多人是
[1526.02-1527.30] 民主党派的
[1528.58-1532.42] 领导的孩子在国家体改委那样的地方当司局级领导
[1532.68-1533.96] 就像孙维那样的家庭
[1535.74-1540.36] 其中有一个姓廖的司长他是外事司司长他跟我说了一段话
[1540.60-1541.64] 发自内心的真诚的说的
[1541.88-1542.66] 他说58年
[1542.92-1544.44] 60年真的好苦
[1544.96-1546.50] 我们家都没有蜂蜜了
[1547.00-1548.80] 你想我当时吃面包
[1549.06-1551.36] 没有蜂蜜抹都只能抹卵磷脂
[1551.62-1552.90] 太苦了这个日子
[1553.46-1556.02] 我再重复一遍只能抹卵磷脂
[1556.52-1559.08] 都没有蜂蜜抹面包了早餐
[1559.34-1559.86] 太苦了
[1562.68-1564.46] 他丝毫没有意识到他说这句话
[1565.24-1567.02] 21岁的我当时在他
[1567.28-1568.04] 身边
[1568.30-1570.60] 心潮澎湃恶向胆边生
[1571.12-1573.42] 知道我们之间的阶级差距
[1573.68-1574.44] 有多可怕
[1575.22-1575.98] 我老爷饿死
[1576.50-1577.26] 他的
[1577.52-1579.32] 苦是没有蜂蜜抹面包
[1580.60-1581.88] 这是事实啊
[1582.38-1583.16] 所以
[1583.46-1586.28] 如果你是他们那样的人的话
[1587.30-1588.58] 你有什么理由
[1589.08-1589.86] 移民出来呢
[1590.36-1591.90] 除非是政治斗争你死我活
[1592.16-1596.00] 但是如果你只是私局级政治斗争也到不到你头上
[1596.76-1597.80] 所以
[1598.56-1601.88] 我们能看得到大量的红三代红二代
[1602.40-1604.70] 他们在美国即是受了最好的教育
[1605.48-1610.34] 除了像拨呱呱呱这样爸爸被干死他才往外跑
[1610.60-1612.12] 否则这些人都会回北京
[1612.38-1613.92] 都会回上海为什么就是这个原因
[1614.94-1618.00] 当他们学到了人世间的真正的知识
[1618.26-1619.28] 认识到人间
[1619.54-1622.10] 70%是坏蛋即使在美国也是一样
[1622.62-1624.92] 美国的坏蛋比例可能稍微低一点
[1625.18-1625.68] 但是
[1625.94-1627.22] 坏人也是大部分
[1628.00-1628.76] 那么
[1629.02-1630.30] 五浊乱世
[1630.56-1633.62] 佛祖讲人世是五浊乱世真的是五浊乱世
[1634.40-1635.68] 所以呢就是
[1636.18-1640.02] 大家会觉得在五浊乱世那就是利己才是最好的
[1640.28-1641.56] 就是马基雅维利
[1641.82-1642.58] 就回去了
[1642.84-1644.12] 大部分人都是这样想的
[1644.64-1647.20] 我相信我的观众也是大部分人
[1647.70-1648.98] 真正能够做到
[1649.24-1649.76] 觉醒
[1650.00-1651.04] 并且站起来
[1651.54-1652.82] 去惠及天下的
[1653.34-1654.36] 微乎其微
[1654.88-1655.64] 首先我都不是
[1657.18-1658.96] 就是因为你没有那个能力
[1659.48-1661.78] 那怎么办就是保持清醒的同时
[1662.30-1663.84] 尽可能的传善念
[1664.34-1666.14] 即使你进了上海的派出所
[1666.64-1668.18] 你也可以做一个好警察
[1669.20-1669.98] 你也可以在
[1670.48-1671.52] 去绑架别人
[1671.82-1673.86] 打别人的时候不要那么穷凶极恶
[1674.38-1675.40] 枪口抬高一寸
[1675.92-1676.68] 这样就是善人
[1676.94-1678.98] 那你当上海的功利老师的时候
[1679.24-1680.00] 你也可以像
[1680.26-1681.04] 天津那个老师一样
[1681.54-1682.56] 把这些种子
[1683.08-1684.10] 这些叛逆的种子
[1684.36-1687.18] 正义的种子埋到你的孩子们的心里面
[1687.44-1688.20] 不要让那个
[1688.46-1691.52] 像真傻逼老师似的让孩子变得那么的现实
[1691.78-1693.58] 让孩子变得那么的无耻
[1693.84-1694.60] 无耻到这个
[1695.12-1696.64] 理所应当
[1696.90-1697.68] 告诉孩子们
[1697.92-1700.48] 这个世界虽然不公平虽然坏人多
[1700.74-1701.52] 但是但行好事
[1701.82-1703.36] 莫问前程之后最后
[1703.60-1704.88] 以足够长的时间
[1705.14-1705.92] 去测算
[1706.16-1707.20] 好人还是占便宜
[1707.70-1708.48] 好人
[1708.98-1709.76] 真的是
[1710.26-1711.28] 到最后你会赢
[1711.80-1713.84] 因为上帝设计这个人类的局面
[1714.10-1715.38] 设计这个人类的
[1715.64-1716.16] 游戏
[1716.92-1718.20] 一定让好人最后赢
[1718.46-1720.24] 否则人类一定是灭绝的下场
[1720.50-1722.80] 无论多乱如果是坏人最后赢
[1723.58-1727.16] 多次样本重复概率重复时间拉到足够长
[1727.42-1729.46] 重复次数足够多最后是坏人赢
[1729.72-1731.26] 人类作为这个族群就
[1731.82-1733.36] 变不成多行星生物
[1733.86-1735.66] 那一定是最后就是灭绝
[1736.16-1737.44] 就像以前那些
[1737.70-1739.76] 五浊乱世的文明灭绝是一样的
[1740.00-1740.52] 那
[1740.78-1742.56] 真正能够突破星际
[1742.82-1743.60] 局处
[1743.84-1744.36] 局处
[1744.62-1745.38] 飞行到
[1745.64-1746.66] 另一个行星去
[1746.92-1747.94] 并且在那扎根
[1748.20-1752.30] 遍布到全宇宙的文明之后这样的文明一定不是黑暗森林
[1752.80-1756.14] 所以这就是刘慈欣一派胡言的地方刘慈欣是个大傻逼
[1756.64-1757.68] 就是刘慈欣的
[1757.92-1758.44] 文章
[1758.70-1760.74] 刘慈欣的小说一派胡言
[1760.74-1763.82] 利益就是错的无论他的过程多么精彩
[1764.32-1765.10] 多么精美
[1765.86-1766.88] 但是刘慈欣
[1767.14-1767.90] 他的
[1768.16-1771.74] 整个黑暗森林体系根本在逻辑上行不通
[1772.00-1773.54] 如果这个文明是黑暗的
[1774.06-1774.82] 是腹黑的
[1775.08-1776.86] 这个文明根本走不出自己的墙堡
[1777.12-1778.40] 自己就把自己给弄死了
[1779.42-1781.22] 用不着在宇宙深处
[1781.48-1782.76] 去狩猎别的文明
[1783.52-1785.32] 他自己扔核弹就把自己给炸没了
[1786.08-1787.36] 所以我们要相信
[1788.38-1789.16] 耶稣基督
[1789.42-1790.70] 和释迦摩尼这种
[1791.00-1791.76] 伟大的宗教
[1792.02-1794.58] 他最后他根上一定是教我们向善
[1795.10-1797.66] 因为这些伟大的宗教一定有使命
[1798.42-1800.22] 一定他不会是凭空出来的
[1800.46-1802.00] 凭空出来玩不了那么大的
[1802.52-1804.82] 他的使命为什么一定是教人向善
[1805.08-1807.90] 明明我们看到有些时候你做好事会吃亏
[1808.14-1810.20] 但为什么你一定要坚持做好事
[1810.46-1813.02] 其实就是无限的水滴无数的水滴
[1813.26-1814.80] 每个水滴都向善的时候
[1815.06-1816.86] 这个大海呈现的就是一个美景
[1818.14-1818.64] 否则的话
[1818.90-1819.92] 就是个臭水塘
[1820.18-1820.70] 这个
[1821.00-1821.76] 这个星就死了
[1822.54-1823.56] 所以这个
[1823.82-1824.58] 小秋
[1824.84-1826.62] 你可以选择不离开上海
[1826.88-1827.90] 因为上海
[1828.16-1829.44] 也不都是坏人
[1829.70-1832.26] 共产党9000万个党员也不都是坏人
[1832.78-1836.36] 大家如果都觉醒每个人都发自内心的有了善
[1836.62-1839.42] 那可能就是齐奥塞斯库那一幕就会真的出现
[1839.94-1841.22] 就忽然一瞬之间
[1841.48-1842.24] 借着国际大
[1842.50-1843.52] 趋势天就变了
[1844.30-1848.64] Felix希望您说说法轮功的事再说吧我他们一说就
[1849.16-1851.20] 就献我的流
[1851.46-1852.74] 这个
[1853.00-1854.02] 我想想啊
[1854.78-1856.06] 三万粉对我来说
[1856.32-1859.90] 是不是我的目标如果三万粉已经达到目标我无所谓了
[1860.16-1861.18] 我就说
[1861.70-1862.72] Larry老张
[1863.24-1864.76] 骂清华骂得好
[1865.02-1866.04] 最近一期看过了
[1866.30-1868.86] 您对朱令岸清华的冷漠说得非常到位
[1869.12-1871.68] 张总多伦多张总啊他就是
[1871.94-1872.44] 清华的
[1872.96-1875.26] 92级的不过他们班也不全是无情之人
[1875.52-1877.82] 至少有一位男生童雨峰站出来了对
[1877.82-1880.64] 我有一个评论里边的网友说清华那个
[1880.90-1881.40] 华尔班
[1881.66-1883.20] 物华尔班不全是冷血
[1883.46-1884.22] 他们班31个人
[1884.48-1886.78] 有一个童雨峰站出来了所以
[1887.04-1889.08] 冷血率只有97%
[1889.34-1894.98] 太精确了97%的王八蛋3%的热血汉子
[1895.22-1896.50] 97%的冷血麻木人
[1897.78-1901.88] 他还设童雨峰还设立了最早的救助积令租赁基金
[1902.14-1903.68] 和帮助租赁微博
[1903.94-1905.46] 并把他核实过的信息
[1905.72-1906.74] 造了一个网站
[1907.00-1907.78] 发在这个网站
[1908.08-1909.10] HTTP
[1909.86-1911.40] woodinwind
[1911.66-1912.68] 就是风中之木
[1912.94-1917.54] woodinwind.wordpress.com
[1917.80-1921.90] 我会把这个网址打在我下面的字幕和做今天的
[1922.42-1923.18] 观众总结
[1923.44-1926.50] 风中的木头这个网站非常非常重要
[1926.76-1930.60] 如今是一个特别浮躁的抖音时代
[1931.12-1932.14] TikTok时代
[1932.90-1937.26] 说实在大家知道老粉知道我当年2001
[1937.52-1940.58] 200几年在中国玩博客
[1941.62-1942.38] 我写博客
[1942.90-1946.22] 认认真真的经营博客我那时候红了
[1946.48-1949.54] 真的我的粉丝比夏合可能还多
[1950.06-1953.14] 但是就像夏合桑说的那样就是干红
[1953.64-1954.66] 干红
[1954.92-1956.98] 没有任何变现的渠道
[1957.48-1960.30] 就那个年代写博客的人无论是潘石屹
[1960.56-1961.84] 还是冯伦
[1962.10-1964.66] 还是姚晨还是韩寒
[1964.90-1967.22] 李大眼李承鹏薛蛮子我
[1967.52-1968.28] 写博客的人
[1968.54-1969.82] 没有办法变现
[1970.08-1973.14] 新浪博客一分钱的稿酬都不给我们
[1974.68-1975.96] 为什么我还要写
[1976.48-1976.98] 有成就感
[1978.26-1980.32] 当你把你的思想提炼成文字
[1980.58-1984.66] 长篇大论的那我那一篇博客都是上千字几千字的
[1984.92-1986.46] 甚至有123连载的
[1986.72-1989.78] 最长的博客都是有近万字的八九千字的
[1990.04-1993.12] 你形成这样的几乎是短篇小说的这种模式之后
[1993.38-1995.42] 你实际上也在提升自己的思维
[1995.94-1997.22] 所以我老王的
[1997.52-1999.82] 人生如果说有进步的话
[2000.08-2001.36] 我就认为
[2001.62-2004.94] 系统性的学习知识大段大段的写文章
[2005.70-2006.98] 大段大段的
[2007.24-2009.04] 系统性的去查资料
[2009.30-2011.34] 然后彻底形成自己的东西以后
[2011.86-2014.66] 才是人生知识和境界的真正
[2014.92-2015.44] 提升
[2016.20-2019.28] 当你完成了这个能力之后你能从毫无掩盖的
[2019.54-2020.30] 知识库里
[2020.56-2022.86] 抓住知识形成自己的脉络之后
[2023.12-2026.70] 并且形成体系能写出来能给别人讲的时候你就真懂了
[2026.96-2027.72] 真的骗不了你了
[2028.50-2030.28] 如果每个人都能完成这样的
[2030.54-2032.58] 历练的话这个世界不会是今天这个样的
[2032.84-2034.38] 傻逼这么多绝对不会的
[2034.64-2036.94] 方舟子的粉丝这么多绝对不会的
[2037.70-2039.24] 但是很可悲
[2039.76-2042.58] 就是从2010年11年之后
[2042.82-2044.88] 出现了微博也许更早
[2045.14-2047.44] 我说错了微博本身就是几十个字
[2047.70-2049.22] 我当时我不开微博的
[2049.48-2050.50] 我很恨微博
[2051.02-2053.32] 因为几十个字无法说清楚
[2053.84-2055.88] 任何有意义的信息
[2055.88-2058.70] 几十个字只能说什么只能叫哗众取宠
[2059.20-2060.74] 就什么狠什么毒
[2061.00-2062.80] 什么着眼球说什么
[2063.82-2066.64] Anyway这样也还算还可以
[2067.14-2070.22] 还好毕竟是文字最后后来变成了小视频
[2070.48-2070.98] 天呐
[2071.24-2074.56] 5秒钟10秒钟的一个小视频传递
[2074.82-2075.34] 知识
[2075.84-2077.12] 我们家的两个孩子
[2077.64-2078.16] 小孩子
[2080.40-2083.22] 通过YouTube TikTok学知识
[2083.72-2086.04] 我作为这个父亲我非常的气愤
[2086.28-2087.32] 我只能是禁止他
[2087.62-2088.12] 他们在看
[2088.38-2090.68] 只能看网飞Netflix或者迪斯尼的
[2091.46-2092.22] 大电影
[2092.74-2095.56] 两个小时我可以让你看但两分钟的我不让你看
[2096.06-2096.58] 为什么
[2096.84-2099.90] 你不要学会这种浮躁的学习知识方法
[2100.16-2101.96] 最后就是什么都不懂
[2102.20-2104.26] 什么都是他妈听风就是雨
[2104.76-2106.82] 就是那种可恶的凡人大多数
[2107.08-2108.86] 这是特别特别可恶的
[2109.38-2112.20] 我告诉大家方舟子是个骗子
[2112.44-2113.72] 方舟子在胡说八道
[2113.98-2115.26] 方舟子就是
[2116.04-2117.32] 抹黑被指称
[2117.62-2118.90] 他拿没拿朱令的钱
[2119.16-2120.94] 拿没拿孙维佳的钱我没有证据
[2121.46-2123.00] 但是我高度怀疑他拿的钱
[2123.50-2124.28] 这就是我的结论
[2124.52-2125.80] 为什么我经过
[2126.32-2128.12] 深入的跟踪
[2128.36-2130.92] 第一朱令是我们的当时统一时代的大学生
[2131.18-2134.52] 而且在这个过程中天涯必比S我们都是老用户
[2134.76-2136.56] 我眼看着孙维
[2137.08-2137.84] 穿着马甲
[2138.10-2140.14] 在那洗白自己接受什么
[2140.40-2142.44] 专访我眼看着孙维的
[2142.70-2143.98] email邮箱
[2144.50-2146.54] 被黑客攻破把他所有的
[2146.80-2147.32] 跟他
[2147.62-2152.74] 攻守同盟进亚什么王旗之类的email包括用英语写的贴到网上
[2153.50-2156.58] 然后孙维从此之后惊弓之鸟再也不出来
[2156.84-2159.40] 改自己名字改自己的身份证号
[2159.64-2164.00] 在北京集成别墅买别墅住在那然后进外启诺街
[2164.26-2165.28] 我们每一步都
[2165.80-2167.84] 目测然后直到突然有一天
[2168.10-2168.60] 突然有一天
[2168.86-2170.40] 方舟子说被志诚干的
[2170.92-2172.70] 然后拿出来很多的
[2173.48-2174.50] 精心准备的材料
[2174.76-2177.06] 我在此再补充那一天不是方舟子
[2177.62-2179.16] 只知方舟子现在还在跳
[2179.40-2180.68] 其他的人不跳了
[2180.94-2182.22] 方舟子当时是一党
[2183.24-2184.28] 这一党就是在
[2184.52-2189.64] 同时那几天同时穿出来之前对于孙维朱令的事根本没有一个字没提过
[2190.16-2192.20] 包括方舟子一个字都没提过这几个人是谁
[2192.72-2193.48] 司马南
[2194.00-2195.02] 司马南记住啊
[2195.28-2196.30] 吴法天
[2196.56-2197.08] 吴法天
[2197.58-2199.12] 还有
[2199.64-2200.66] 还有一个臭名昭著的
[2201.42-2205.26] 司马南吴法天之前压根就没提过朱令案
[2205.52-2207.06] 然后突然就说贝志诚
[2207.36-2208.12] 我怀疑最大
[2208.38-2209.66] 说的话都一模一样
[2209.92-2213.24] 发的那个文章跟方舟子只不差24个小时
[2214.02-2216.32] 当然这些人的口碑
[2216.84-2219.64] 那个时候也就是那个谁没周小平没红
[2219.90-2220.92] 如果周小平红了
[2221.18-2223.24] 那个孙家肯定也会搞定周小平
[2223.48-2224.76] 周小平也会说同样的
[2225.02-2226.30] 我想起来了那个人是谁
[2226.56-2227.84] 是他妈胡锡进
[2228.60-2230.66] 胡锡进司马南吴法天
[2230.92-2234.50] 这种人跟他妈的方舟子一唱一和当时是这么个四人帮
[2235.00-2235.78] 说出来的
[2236.28-2237.32] 你说说这个东西
[2237.62-2239.66] 不是人为在后面在操作在买媒体
[2239.92-2241.46] 在做舆情公关吗
[2242.22-2243.50] 四个人个个
[2243.76-2245.80] 臭名昭著个个不是好人
[2246.32-2248.12] 个个都是他妈的肉喇叭
[2248.36-2250.42] 然后突然就都说贝志诚
[2250.68-2251.70] 这在某种程度上
[2251.96-2253.74] 也是在给贝志诚洗白
[2254.26-2255.80] 为什么因为他们四个都不是好人
[2256.82-2257.32] 所以
[2257.58-2258.36] 我们
[2258.86-2259.88] 看到这些
[2260.40-2261.94] 信息慢慢的
[2262.20-2267.06] 沉入到咽海中因为我说的这四人帮出来一晃又十多年了
[2267.62-2270.44] 他们是20一几年说的吗又十多年了
[2270.94-2272.48] 那说完了之后
[2272.74-2275.04] 现在年轻人对这个事感兴趣
[2275.30-2278.62] 成长起来的这二三十岁的年轻人那个时候还是小学生
[2278.88-2280.16] 小屁孩什么都不知道呢
[2280.42-2282.46] 所以他们就不知道这些历史
[2283.24-2286.56] 那他们看到抖音看到方舟子看到这种
[2286.82-2289.38] 他妈的这种浮躁的信息世界
[2289.64-2291.42] 他们就会真的认为是贝志诚
[2291.68-2292.20] 干的
[2292.44-2294.76] 就会是现在甚至有人认为
[2295.00-2296.54] 是童雨风干的
[2297.62-2300.44] 为什么就童雨风说贝志诚好
[2300.94-2302.22] 所以就是童雨风
[2302.74-2304.02] 投毒的
[2304.28-2306.84] 所以事实就这么一点一点的歪曲
[2307.08-2309.40] 最后如果我们这样的人不站出来说
[2309.64-2311.44] 这一点我要表扬王菊花
[2311.70-2315.54] 王菊居然在这个里面说了真话可能孙家没给他钱
[2316.30-2318.86] 所以王菊花在朱令案中说的是真的
[2319.12-2321.42] 包括王菊花捧红那个二爷故事会
[2321.68-2323.98] 我看了对于朱令的描述非常客观
[2324.50-2325.78] 非常客观就是事实
[2326.04-2327.32] 老刑警那个
[2327.62-2328.90] 二爷他也是老刑警
[2329.16-2330.18] 他说这个东西是有道理的
[2331.20-2335.80] 这个原始材料就在这个网站上就在风中的木头这个网站上大家一定要
[2336.32-2337.08] 沉下心来
[2337.34-2340.92] 沁润到这个网站这个网站的信息之多足够你看一个礼拜
[2341.44-2341.70] 出不来
[2341.96-2344.26] 你看完你自然知道真凶是谁
[2344.52-2345.02] 好吧
[2346.04-2347.84] 自己去看看原始材料
[2348.36-2350.40] 翻原始材料原始卷宗不要
[2350.92-2352.70] 包括不要信我的一面之词
[2352.96-2353.72] 不要在网上信
[2353.98-2355.26] 轻信任何人的一面之词
[2355.52-2357.32] 自己扎到原始文献堆里面
[2357.62-2358.38] 沉入进去
[2358.64-2359.92] 看一个星期出来
[2360.68-2362.74] 告诉我告诉你的良心谁是答案
[2363.24-2363.76] 谁是凶手
[2365.80-2370.68] 另外我对清华大学在朱令一案中的责任进行过长达一年的调查信义良透
[2370.92-2374.00] 实在不了解每个个体都善良的清华工作人员
[2374.26-2378.36] 组成成为一个机构竟然能这样冷血无情几十年入一日
[2378.60-2383.22] 每个官员都为了维护所谓的校方荣誉对个体遭受的痛苦和不公
[2383.48-2384.24] 视而不见
[2384.50-2387.32] 这种组织结构性的毒性比起他言的分子结构
[2387.62-2388.64] 结构来说丝毫不弱
[2388.90-2391.96] 附上我10年前的一份调查报告顾您参考
[2392.48-2394.78] 我会把您的调查报告附在这个
[2395.04-2396.06] 技术总结里面
[2396.58-2400.16] 现在的清华只是天朝又一个衙门已不配叫做大学
[2400.42-2402.72] 把清华在朱令一案中的丑恶
[2402.98-2406.30] 刻在石碑上放进清华园是我今生的心愿
[2406.56-2410.14] 只有被定死在耻辱柱上清华才有悔改的可能
[2410.40-2412.70] 不过这件事可能还要再等个几十年
[2412.96-2415.26] 我得开开心心的活着等着那一天的到来
[2416.04-2416.54] 老张
[2416.80-2417.32] 我们一起等
[2418.12-2420.18] 我相信老张咱俩同龄人
[2420.44-2422.48] 我们好好的玩好好的活着
[2422.74-2424.02] 好好的养生
[2424.28-2425.80] 补充各种微量元素
[2426.06-2428.62] 让妈妈再也不用为我们的身体
[2428.88-2429.90] 健康成长发育
[2430.16-2430.68] 发愁
[2430.92-2432.20] 我们一定要活到那一天
[2432.72-2434.00] 把他们定在耻辱柱上
[2434.26-2434.76] 真正
[2435.02-2436.82] 让大学成为大学
[2438.36-2438.86] 再见
[2439.38-2439.88] 点赞支持
[2440.66-2441.68] 再见听老王瞎比比
[2442.20-2442.70] 清醒
[2442.96-2443.48] 一整天
[2443.72-2444.24] 拜拜
