[1.36-3.36] 哈喽 大家好
[3.36-4.44] 大家好
[1270.75-1271.43] 平贵杰
[1271.43-1273.03] 就是后来丘陵的实际控制人
[1273.03-1274.31] 平贵杰小平
[1274.51-1276.83] 就是高德邯郸的代理
[1276.83-1278.35] 去把疫情做万物生
[1278.35-1280.71] 他们自己就是疏导胡孙散
[1280.71-1281.71] 到处找老大
[1281.71-1282.87] 我不就也收了他
[1283.15-1285.03] 我就趁机收了张卫星几个
[1285.31-1285.91] 对不对
[1285.95-1287.51] 平贵杰就是我们那么收过来了
[1288.19-1288.83] 这是后话
[1289.39-1290.55] 丘陵等我以后再讲
[1292.39-1293.15] 好了
[1293.35-1294.59] 电子盘资金盘
[1294.59-1297.35] 我们给它定义中国发展的三个阶段
[1297.47-1298.75] 你们现在就清楚了
[1299.23-1300.23] 第一个阶段
[1300.79-1302.11] 就是寡头阶段
[1302.27-1303.31] 也就是说
[1303.43-1304.55] 跟庄阶段
[1304.83-1305.47] 跟什么庄
[1305.87-1307.63] 跟国际金商的庄
[1307.99-1308.27] 跟着国际金商的庄
[1308.27-1308.31] 跟着国际金商的庄
[1308.31-1310.19] 跟着国际黄金价格
[1310.23-1312.67] 甭管你这接不接交易数据
[1312.83-1315.55] 但是你行情数据
[1315.55-1318.07] 是从人家伦敦金交所接过来的
[1318.67-1320.95] 是伦敦的五大金商做盘
[1320.99-1322.75] 操盘接来的数据
[1323.23-1324.11] 这是第一阶段
[1324.11-1325.23] 2008年之前
[1325.23-1327.07] 中国所有的资金盘
[1327.11-1328.91] 都是跟国际庄阶段
[1330.31-1331.23] 第二阶段
[1331.67-1332.99] 叫放羊阶段
[1332.99-1334.75] 为什么昆沙死了
[1335.15-1337.43] 独销的小弟都变成小独销了
[1337.43-1338.23] 张卫星死了
[1338.23-1341.55] 赤稷黄金的张勇也被抓起来了
[1341.55-1342.95] 张勇膨胀了
[1342.95-1343.67] 也有点飘
[1343.67-1345.03] 他虽然没有去香港
[1345.23-1346.71] 跟杨寿成做对赌
[1346.75-1348.91] 但是这孙子拿着他保证金
[1348.91-1349.67] 几十个亿
[1349.87-1351.99] 在前塘江南岸
[1352.03-1353.59] 买了个大写字楼
[1353.59-1354.75] 晚上弄大霓虹灯
[1354.75-1356.03] 叫世纪大厦
[1357.11-1359.75] 当时浙江领导
[1360.31-1361.67] 过前塘江桥
[1361.67-1362.39] 人家下飞机
[1362.39-1363.55] 从萧山电厂回来
[1363.59-1364.39] 看这大厦
[1364.39-1365.31] 那是谁的
[1366.15-1367.03] 这么有钱
[1367.31-1368.11] 你说马云也没
[1368.11-1368.95] 那么有钱
[1369.63-1370.87] 小张勇
[1370.91-1371.95] 世纪黄金
[1371.99-1373.03] 什么张勇
[1373.43-1374.07] 什么背景
[1374.07-1374.75] 一查没有背景
[1374.75-1375.95] 是普通老百姓孩子
[1376.55-1378.71] 黄金
[1378.71-1379.67] 他做什么黄金
[1379.67-1380.75] 他有什么黄金
[1381.31-1382.59] 插上一插完之后
[1382.59-1383.43] 抓起来了
[1384.63-1385.47] 现在也没出来
[1386.07-1387.07] 所以张勇的钱
[1387.07-1388.19] 就直接被人端走了
[1388.19-1388.99] 被谁家端走了
[1388.99-1390.15] 我就不提了
[1390.15-1390.79] 我操
[1392.11-1393.35] 这张卫星一出事
[1393.35-1394.03] 张勇一出事
[1394.03-1395.03] 这不就群龙无首
[1395.03-1396.07] 昆沙没了吗
[1396.11-1398.07] 所有的几十号
[1398.11-1402.43] 小弟们出来做了几十家电子盘
[1402.79-1404.79] 都是克隆MP4
[1404.79-1407.35] 最后自己添加性开发软件
[1407.39-1409.95] 自己去这什么横什么
[1409.95-1417.18] 忘了杭州的自己开发小软件
[1417.46-1419.82] 自己在那搞小电子盘
[1420.30-1421.58] 这是12年之前
[1422.90-1424.86] 第三阶段的到关键时候了
[1425.58-1428.26] 你等于是经验已经传播出去了
[1428.26-1429.34] 黄埔军校
[1429.34-1432.22] 已经把军事种子传播到全中国去了
[1432.26-1433.58] 第三个阶段就到了
[1433.58-1434.98] 第三个阶段坏了菜了
[1434.98-1435.98] 这事就大了
[1436.26-1438.02] 第三个阶段就是老王说
[1438.02-1441.30] 李克强是个昏庸无能的宰相的原因所在
[1441.42-1443.86] 李克强当时上台信心满满
[1443.86-1445.26] 做什么克强经济学
[1445.26-1446.42] 他他哪懂经济
[1446.78-1448.90] 搞万众创新全民创业
[1448.90-1449.94] 当时刚移民不久
[1449.94-1450.78] 我回国
[1451.10-1454.14] 我发现满街都开着看似银行
[1454.26-1456.98] 但又不是银行的那种小门脸
[1456.98-1458.34] 每个小区楼底下都有
[1458.34-1459.30] 我操作是什么东西
[1459.34-1461.14] 说这叫P2P
[1461.90-1462.74] 什么叫P2P
[1462.74-1463.54] 我听不懂
[1463.66-1468.02] 我只听过B2C B2B C2C
[1468.02-1469.90] 我没有听说过P2P
[1469.94-1471.42] 说P2P给我一解释
[1471.94-1473.54] 我当时第一句话就是
[1473.70-1475.54] 这他妈不是非法集资吗
[1475.74-1476.70] 这是要判刑的
[1477.46-1478.42] 怎么合法了
[1478.86-1481.58] 加上互联网金融前提定语
[1482.14-1484.26] 你非法集资就被变成P2P了
[1484.26-1485.54] 这不是胡来吗
[1485.54-1486.98] 因为这些都是王八蛋
[1487.62-1488.62] 这些都是毒枭
[1488.74-1489.30] 你他妈给了
[1489.30-1490.78] 他们互联网的能量
[1490.78-1492.54] 又给了他这种烧房保健
[1492.54-1493.94] 他们会开到每一个小区
[1493.94-1495.02] 骗老太太的钱
[1495.06-1496.66] 拿着月饼拿着鸡蛋
[1496.66-1498.46] 就把人退休金骗了
[1498.78-1499.66] 我当时在北京
[1499.66-1501.02] 我们漂亮的写字楼里
[1501.06-1502.42] 那个电梯间里
[1502.42-1503.70] 竟是老头老太太
[1503.74-1505.38] 跟我父母同岁的
[1505.42-1506.54] 又旁边有两个
[1506.54-1508.30] 带西装领带的小伙子
[1508.30-1510.14] 帮人家拿着鸡蛋上楼下楼
[1510.18-1512.10] 听投资说明会
[1512.34-1513.98] 我就经常在电梯里说
[1514.34-1516.50] 大娘投了多少钱
[1516.78-1517.94] 大家说不多10万
[1518.26-1519.14] 我说10万没了
[1519.14-1519.26] 我
[1519.30-1520.06] 经常在这事
[1520.06-1521.02] 我看不下去
[1522.62-1523.54] 这么玩
[1523.58-1525.18] 就是第三阶段开始了
[1525.58-1526.38] 第三阶段
[1526.38-1529.74] 他们干脆连行情网线都拔掉了
[1530.74-1531.50] 又进化
[1531.50-1532.14] 为什么
[1533.02-1534.02] 就像我说的
[1534.22-1535.82] 你如果电子盘里边
[1535.82-1536.98] 你这个盘子里边
[1537.10-1538.58] 有1万人在玩
[1538.62-1540.22] 不用1万几千人就够
[1540.42-1542.42] 他们自我会形成市场
[1542.62-1543.66] 你不要忘了
[1543.66-1544.94] 他有服务器的
[1544.98-1545.98] 你那个服务器
[1545.98-1547.42] 你躲在服务器端
[1547.46-1548.66] 你那个技术员工
[1548.66-1549.26] 是可以
[1549.26-1549.30] 看得到的
[1549.30-1550.94] 看到每一个人的交易数据
[1550.94-1552.38] 并且进行归纳总结的
[1554.12-1555.28] 多少人买涨
[1555.52-1556.72] 多少人买跌
[1556.76-1559.44] 多少人价位成本线在哪
[1560.00-1560.76] 好了
[1562.80-1564.00] 既然这样的话
[1564.72-1566.04] 黄金就不好玩了
[1566.08-1566.80] 为什么
[1566.84-1568.52] 黄金是五大金上说了算
[1568.52-1569.12] 你想让它跌
[1569.12-1569.64] 它不跌
[1569.64-1570.20] 你想让它涨
[1570.20-1570.92] 它不涨
[1570.92-1572.56] 你只能跟着人家的节奏走
[1572.56-1573.28] 怎么办
[1574.04-1575.88] 自己生成数据
[1577.40-1578.60] 到关键点了
[1578.88-1580.32] 翟山英怎么骗你们
[1580.36-1581.24] BS 云和
[1581.24-1582.24] SEC SEA
[1582.24-1583.12] 是怎么回事
[1583.16-1584.12] 要来了
[1585.68-1586.60] 怎么生成数据
[1586.60-1587.48] 生成什么数据
[1587.48-1589.44] 黄金世界上只有一种行情
[1590.76-1591.68] 李克强跟你说了
[1592.52-1593.88] 全民创新
[1593.92-1594.80] 互联网金融
[1596.20-1597.84] 大家发区块链
[1598.56-1600.24] 做比特币
[1600.28-1601.92] 加比特币2
[1601.92-1603.20] 比特币3.0
[1604.08-1605.60] 什么他妈比特币3.0
[1606.28-1607.72] 比特币
[1608.48-1611.80] 以太坊的关键是去中心化
[1611.80-1614.08] 区块链的关键技术节点
[1614.08-1615.44] 在于去中心化
[1615.44-1618.36] 也就是说它根本没有服务器
[1618.36-1620.52] 它就像一个原生动物一样
[1620.52-1621.84] 它没有大脑
[1622.04-1625.00] 它全是对等的小神经元组成的
[1625.00-1626.36] 那个叫区块链
[1626.36-1627.60] 人家那是真的
[1627.60-1630.72] 它行情是很难做装的
[1630.72-1632.32] 只能是大量的资金涌入
[1632.32-1633.56] 大量的资金退出
[1633.56-1636.36] 不可能有人在服务器后边给你操盘
[1637.44-1640.56] 但是这帮王八蛋全是有中心服务器的
[1640.56-1641.56] 只不过
[1641.80-1645.16] 原来我们第一代1.0张卫星
[1645.16-1645.84] 这一版
[1645.84-1650.32] 他中心服务器的数据是通过布伦伯格路透
[1650.32-1652.40] 接的伦敦金交所的数据
[1652.40-1654.24] 现在这帮王八蛋自己起个名
[1654.24-1655.56] 叫SECB
[1655.56-1656.76] BSCB
[1656.76-1659.32] 他就能在后台自己生成数据
[1660.56-1661.76] 开始宅山英不懂
[1662.04-1663.64] 因为他不是一个币圈的人
[1663.64-1667.04] 开始这些人都是这种黄金盘出来的人
[1667.04-1668.48] 贵金属盘出来的人
[1668.48-1670.56] 所以他们弄出这种假币来
[1670.56-1671.76] 号称是比特币
[1671.80-1673.32] 但是自己给自己起名
[1673.32-1676.24] 在后边有操盘手的操盘手
[1676.24-1678.48] 就是看老百姓都在买涨
[1678.48-1680.12] 他就让他跌全赔了
[1680.12-1681.16] 看老百姓都在买跌
[1681.16-1681.96] 他就让他涨
[1682.20-1683.52] 记得老王说
[1683.88-1686.92] 那两个兄弟在草原上开
[1687.64-1688.84] 国泰军安分布
[1688.84-1692.32] 那挣了钱的人贪婪所致
[1692.32-1693.80] 那个钱还不拿走
[1693.80-1695.60] 赔了钱的人就不来了
[1695.60-1696.72] 怎么让他赔钱
[1696.72-1698.44] 怎么就是你庄家挣钱吗
[1698.68-1699.32] 这样的话
[1699.32-1701.40] 他操盘手只要上下涨跌
[1701.40-1701.76] 1元
[1701.80-1703.64] 你只要要做反了
[1703.64-1705.36] 你就血本无归
[1705.36-1707.96] 这时候你要么补投更多的钱进来
[1707.96-1709.12] 叫补足保证金
[1709.12-1711.20] 要么就给你强制平仓了
[1711.20-1712.92] 币圈也是这样的道理
[1713.40-1715.24] 所以他们所谓的
[1715.32-1718.00] 币根本是骗局
[1718.00-1720.44] 没有区块链的任何痕迹
[1720.44-1723.32] 它就是游戏的点币是token
[1724.44-1727.80] 在后边偷偷的人为在画k线
[1727.88-1729.24] 骗你的钱
[1729.24-1730.72] 因为你一定会输
[1730.72-1731.76] 为什么一定会输
[1731.80-1734.08] 这就是赌场的大树定理
[1734.08-1735.20] 中型曲线
[1735.48-1737.08] 80%的人的选择
[1737.08-1739.64] 会落在一个极其狭窄的区间里
[1739.64-1742.92] 而20%的人会落在比较外面
[1742.92-1743.56] 什么意思
[1743.76-1744.92] 想象一棵树
[1745.52-1746.24] 秋天了
[1746.36-1747.64] 树叶纷纷落下
[1747.64-1749.40] 风一吹落的满地都是
[1749.40-1751.20] 但是你会奇怪的发现
[1751.20-1753.80] 80%的树叶落的范围之内
[1754.24-1755.52] 就是那么一个小圆
[1755.80-1758.20] 剩下也许能飘到很远的地方的树叶
[1758.20-1759.32] 不到20%
[1759.32-1761.64] 所以庄家只要逮你这80%
[1761.64-1762.28] 就行了
[1762.40-1765.52] 他不用在乎那20%人逃脱了
[1765.52-1766.40] 挣了钱了
[1766.40-1767.96] 他只要逮住你这80%
[1767.96-1771.56] 他永远到年底能挣40%到50%的纯利润
[1773.42-1774.50] 听懂了吗
[1775.06-1776.82] 我们再开一个玩笑
[1776.82-1777.74] 你们猜
[1778.18-1780.90] 姚明的小弟弟有多长
[1781.18-1784.30] 因为姚明是一个巨大无比的大汉
[1784.50-1784.86] 好了
[1784.86-1785.50] 大家一起猜
[1785.86-1786.66] 背后写数
[1786.66-1788.94] 你会发现90%的人
[1788.94-1792.58] 80%的人写那个数都在15厘米到
[1792.58-1792.74] 40厘米
[1792.74-1792.94] 写那个数都在15厘米到40厘米到40厘米
[1792.94-1792.98] 写那个数都在15厘米到40厘米
[1792.98-1793.86] 之间
[1794.10-1796.86] 我估计没有人会写姚明的小弟弟有2厘米长
[1796.86-1800.02] 更没有人会说姚明的小弟弟有2厘米长
[1800.14-1801.22] 这就是大树原理
[1802.54-1804.34] 每个人都觉得自己是理性的
[1804.90-1806.18] 都在做理性的投资
[1806.18-1807.26] 都在判断
[1807.26-1808.66] 你就掉到坑里了
[1808.66-1810.34] 他根本不让你判断
[1810.38-1812.14] 他逮的是你大树原理
[1813.34-1814.22] 这个就是
[1814.54-1817.62] 第三阶段2012年以后
[1817.62-1818.98] 李克强当了总理之后
[1818.98-1820.62] 全民创新万众创业
[1820.62-1822.18] 互联网金融之后
[1822.18-1825.46] 资金盘币圈的骗局主流
[1825.46-1826.78] 直到今天都是这样
[1827.14-1829.14] 翟副主席在跑出来
[1829.14-1829.94] 润出来之后
[1829.94-1830.74] 做节目的时候
[1830.74-1832.82] 有一天他吐露嘴了
[1833.06-1834.46] 他说共产党迫害我
[1834.46-1835.34] 把我的服务器
[1835.34-1836.90] 把我普华的服务器关了
[1838.26-1839.38] 你说吐露嘴了
[1839.38-1840.90] 又他妈吃了
[1840.94-1842.02] 你他妈是区块链
[1842.02-1842.74] 你哪有服务器
[1842.94-1844.34] 共产党怎么能迫害你
[1844.34-1845.54] 把服务器关了呢
[1845.54-1849.26] 正是因为他必须需要一个极其稳定的服务器
[1849.42-1852.10] 他在国外租了连昂贵的服务器
[1852.10-1855.66] 然后这样他还才能保证他曲线的连贯性
[1855.66-1856.82] 及系统的可靠性
[1856.82-1859.10] 大家在里边赌博的时候才好开心
[1859.14-1860.82] 所以给他服务器关了
[1860.82-1861.62] 他就傻逼了
[1862.18-1863.74] 如果真的是比特币
[1864.26-1865.18] 以太坊
[1865.34-1866.90] 关服务器有一个耽用
[1867.58-1868.86] FBI也关不了服务器
[1869.02-1869.98] CIA也关不了服务器
[1869.98-1870.98] 因为没有服务器
[1871.74-1875.10] 所以这个就是这些骗子的根本原因
[1875.10-1876.86] 他一定是割韭菜
[1877.22-1878.86] 他绝对不会让你们挣钱
[1878.86-1879.50] 怎么可能
[1879.50-1881.34] 因为他是跟你们对赌的庄家
[1881.34-1882.10] 你们都挣了钱
[1882.10-1882.90] 他挣什么
[1883.86-1884.98] 他给你们加了杠杆
[1884.98-1886.18] 不就是让你们爆仓的吗
[1886.18-1887.54] 你们这帮脑残粉
[1887.54-1888.66] 你们快别骂我了
[1888.66-1889.78] 我看你们20万
[1889.78-1891.26] 你们18万纯脑残粉
[1891.26-1892.90] 你们快买他那个币盒去吧
[1892.90-1894.78] 一年之内你们去骗假不存
[1898.12-1901.24] 这就是中国投资币圈
[1901.60-1903.68] 从2004年
[1904.00-1907.56] 到2023年19年的进化史
[1907.80-1910.32] 所有的币圈骗局
[1910.32-1912.48] 莫过于这么几个关键词
[1912.52-1913.32] 第一
[1913.52-1914.52] 某个币
[1914.52-1917.24] 必须有很强的人站台
[1917.28-1919.12] 要么是翟教授
[1919.12-1920.20] 经济学家
[1920.20-1923.56] 要么是郭总统灭供洗币
[1924.72-1926.92] 总之要有个噱头
[1926.92-1928.52] 才能把人吸来
[1929.08-1930.44] 我们叫marketing
[1930.84-1931.24] 对不对
[1931.24-1932.00] 销售
[1932.00-1933.80] 2000人就是干这的
[1934.04-1935.76] 2000人还不算大了
[1935.80-1936.40] 5000人
[1936.40-1937.40] 1万人的都有
[1937.76-1938.84] 全恶地招待礼
[1940.12-1940.80] 第二
[1941.56-1943.04] 要有操盘手
[1943.04-1947.63] 在后台看所有的人数据
[1947.63-1949.95] 他好让那个币涨还是跌
[1951.35-1952.27] 第三
[1952.27-1954.91] 要有一个稳定可靠的服务器
[1954.91-1955.79] 不能今儿断电
[1955.79-1956.59] 别人断电
[1956.59-1958.43] 要有规则内行
[1959.99-1961.11] 三个关键点
[1961.15-1962.51] 翟副主席现在都懂
[1963.19-1964.95] 在迪拜等着收您韭菜
[1966.85-1968.41] 看老王视频
[1968.41-1969.77] 长金融知识
[1970.25-1971.93] 行行脑提提神
[1972.49-1975.05] 防骗开启民智
[1975.05-1977.81] 真正的民智开了
[1977.81-1979.97] 才能有什么反共
[1980.25-1982.37] 才能有什么法治
[1982.41-1984.65] 才能有什么民主自由
[1985.13-1987.73] 否则就是一帮暴民脑残
[1987.77-1988.97] 什么都不可能有
[1990.61-1991.29] 再见
[1992.53-1993.57] 记得点赞
[1993.61-1994.41] 订阅
[1994.65-1995.61] 小铃铛
[1995.97-1998.33] 突破共产党对我的封锁和围堵
