[0.00-1.36] 哈喽大家好
[1282.32-1285.68] 因为他们也从小玩到大就胡尿泥的关系
[1285.68-1288.32] 所以他也就是学小眼儿
[1288.32-1294.68] 这个呃有的时候就会被那个特别敏感的陌生亚裔就会特别的敏感
[1294.68-1297.04] 所以他在学这个的时候吧呃
[1297.04-1298.24] 你说他有多恶毒啊
[1298.24-1299.48] 他可能没恶毒
[1299.48-1301.92] 但是他为什么有的时候就会变成丑闻
[1301.92-1304.24] 因为他们这个小小白人小女孩会想到他就没有啊
[1304.24-1305.72] 然后他就没有
[1305.72-1308.88] 林青你是在youtube上出来
[1310.28-1312.36] 你不是在班里跟你那个亚裔小闺蜜
[1312.36-1313.96] 你们俩爱怎么学怎么学
[1313.96-1315.32] 他学你你学他的
[1315.32-1316.96] 所以youtube就容易出问题
[1316.96-1317.92] 也出过问题啊
[1317.92-1319.52] 确实也出过问题
[1319.52-1320.44] 比划这个
[1320.44-1321.92] 然后youtube给他关了嘛
[1321.92-1324.60] 那是全部都在谴责他
[1324.60-1326.76] 那个时候你再看绝对呃
[1326.76-1328.76] 西方一如果一旦出现这种情况
[1328.76-1331.44] 比如说王志安在那模仿啊残疾人
[1331.44-1334.24] 如果他是在西方电视节目上绝不会出现
[1334.24-1336.44] 现在在华语媒体世界里面
[1336.44-1339.04] 居然尤其是在中国大陆翻出来的人里面
[1339.04-1340.60] 居然还在保护他
[1340.60-1343.28] 绝对不可能几乎是铁板一块在说的啊
[1343.28-1345.00] 就就这个事本身啊
[1345.00-1347.76] 绝对是你就没有什么好说的
[1347.76-1349.84] 而且你个道歉必须非常诚恳
[1349.84-1351.32] 绝对不能是他这种道歉
[1351.32-1353.44] 犟嘴似的还捆绑在民进党里面
[1353.44-1357.88] 就是就是单纯的就此一事件进行无条件投降道歉
[1357.88-1360.36] 然后在日本的话估计都要下跪磕一下
[1360.36-1362.52] 那个那个这个是西方的这个玩法
[1364.24-1366.00] 这些东西呢在呃
[1366.00-1367.32] 那大家又说呢
[1367.32-1368.32] 那不对啊老王啊
[1368.32-1371.00] 那川普就经常模仿啊
[1371.00-1372.28] 为什么川普能当选
[1372.28-1373.76] 你说你们说到对了
[1373.76-1375.04] 如果川普在加拿大
[1376.12-1378.84] 他根本没有机会当总统
[1378.84-1380.40] 你们相信我的话啊
[1380.40-1382.88] 加拿大为什么加拿大跟美国不一样啊
[1382.88-1385.48] 政治制度西方票选制度不一样
[1385.48-1388.68] 直选总统的只有我知道只有台湾和美国
[1389.88-1392.16] 直选总统加拿大不是
[1392.16-1394.16] 加拿大我们没有办法选特鲁多
[1394.24-1397.56] 就特鲁多当不当总理跟我们没没几把鸟关系
[1397.56-1400.96] 我们只能选我们所在这个选区的议员
[1400.96-1401.96] 国会议员
[1401.96-1404.52] 国会在加拿大这个范围呢
[1404.52-1406.40] 在加拿大大概大数4000万人
[1406.40-1408.12] 呃3000多万人
[1408.12-1410.16] 大概有388个选区
[1410.16-1412.36] 就是大数就是10万人一个选区
[1412.36-1415.08] 就10万人这么在在中国的概念
[1415.08-1416.36] 10万人就是一个乡嘛
[1416.36-1416.72] 对不对
[1416.72-1420.20] 每个乡能选出一个国会议员来
[1420.20-1423.44] 就是每10万人口可以选出一个国会议员
[1423.44-1424.22] 代表你们的选区
[1424.24-1424.90] 这10万人
[1425.96-1430.48] 然后这个国会议员就是你们这10万人里边选的这个国会议员呢
[1430.48-1432.40] 他各个党派的都有
[1432.40-1432.94] 所以呢
[1432.94-1435.28] 你其实就是选一个你看着最顺眼的
[1435.28-1439.34] 他有可能是自由党的就相当于美国民主民主党的就是偏左一点
[1439.34-1440.48] 他可能是保守党的
[1440.48-1442.78] 就是相当于美国共和党偏右一点
[1442.78-1444.52] 然后你只能选你这个地方
[1444.52-1448.18] 你这个村的这个这个乡的这个这两党中的一个代表
[1448.18-1451.68] 然后由他们去国会看谁是多数
[1451.68-1454.08] 如果全国这300多个选区
[1454.24-1455.98] 选完了之后
[1455.98-1457.48] 自由党占多数
[1457.48-1463.12] 那自由党的党魁就是自由党的党主席就自然是加拿大总理
[1463.12-1465.04] 他不需要选举
[1465.04-1467.62] 他就天然指定为加拿大总理
[1467.62-1468.52] 相反
[1468.52-1469.96] 如果是保守党赢了
[1469.96-1472.72] 那保守的党魁就是自然是加拿大总理
[1472.72-1475.50] 加拿大不是只选国家元首
[1475.50-1477.00] 我不过就说错了
[1477.00-1478.30] 国家元首是国王
[1478.30-1480.64] 就是不选国家领导人只选
[1481.90-1482.68] 这个美国不一样
[1482.68-1484.22] 美国是每个人可以直接选总
[1484.24-1485.44] 不懂的
[1485.44-1487.36] 就是出现这种情况之后呢
[1487.36-1489.10] 就所谓的民粹化
[1489.10-1489.88] 出现民粹化
[1489.88-1492.46] 台湾今天正在重复美国的问题
[1492.46-1493.96] 就是民粹化了
[1493.96-1496.24] 那什么叫民粹化
[1496.24-1499.60] 就是你看看互联网上的这种人的变化
[1499.60-1502.84] 就知道温和派不光是中国人
[1502.84-1504.76] 温和派美国人越来越少
[1504.76-1506.86] 中间派美国人越来越少
[1506.86-1508.78] 美国之所以强大
[1508.78-1511.12] 美式民主之所以称霸世界
[1511.12-1512.92] 让成为文明灯塔
[1512.92-1513.88] 正是因为美国
[1513.88-1515.68] 这个国家中间层特别大
[1515.68-1517.66] 它不是金字塔形状的国家
[1517.66-1519.64] 它以前是个枣糊形状
[1519.64-1520.42] 菱形形状
[1520.42-1523.24] 中产阶级的美国人占它大部分
[1523.24-1527.00] 所以中产阶级选出来的民主党和共和党的领导人
[1527.00-1529.00] 看起来都很像
[1529.00-1531.64] 风度翩翩家庭观念非常保守
[1532.84-1535.36] 说的话也都是四平八稳
[1535.36-1538.94] 只是在细微的政策走向上略有区别
[1538.94-1540.46] 甚至很可能
[1540.46-1543.10] 我问你哪个总统是哪一党的
[1543.10-1543.58] 如果他
[1543.88-1545.16] 分不出来
[1545.16-1546.96] 他们是什么形式
[1546.96-1549.52] 这个历史离我们今天还不太远
[1549.52-1552.32] 之前的美国一直是这样
[1552.32-1553.60] 比如说戈尔时代
[1553.60-1554.88] 麦凯恩时代
[1554.88-1558.22] 老布什时代
[1558.22-1561.54] 那个时候的民主党和共和党之间的差异
[1561.54-1563.34] 差异不是那么大
[1563.34-1566.16] 边缘没有
[1566.16-1567.68] 主要都是中间力量
[1567.68-1571.28] 随着网络媒体时代
[1571.28-1573.32] 个人自媒体时代的崛起
[1573.88-1576.44] 自媒体之星就出来了
[1576.44-1581.04] 第一个通过推特来改变美国竞选走势的就是川普总统
[1581.04-1584.38] 所以随着川普的崛起
[1584.38-1586.94] 标志着美国一个新的时代的开始
[1586.94-1590.26] 就是这个时代美国共和和民主两党
[1590.26-1593.60] 他的新兴政治量越来越极端
[1593.60-1595.90] 就他把美国撕裂了
[1595.90-1600.50] 美国以前的民主共和两党看起来像一个党的两个面
[1600.50-1602.80] 但现在两党越走越远
[1602.80-1605.36] 相忍为国的中间派
[1605.36-1607.92] 几乎没有生存的空间
[1607.92-1609.46] 彭斯就是中间派的代表
[1609.46-1611.00] 你看他有位置吗
[1611.00-1612.78] 越走越远
[1612.78-1613.80] 现在
[1613.80-1616.12] 共和党那边的极右势力
[1616.12-1617.40] 多么的猖狂
[1617.40-1619.18] 多么的得贫心
[1619.18-1622.52] 同样民主党这边的极左势力他们就在台上
[1622.52-1624.56] 他们是什么状态大家都看见了
[1624.56-1627.64] 边境都不设防
[1627.64-1629.94] 零元够他们都可以睁只眼闭只眼
[1629.94-1631.48] 就是真的是在讲蓝罚金
[1632.80-1636.12] 为了他们的民主为了他们的这个选票
[1636.12-1637.92] 为他们的政治权利
[1637.92-1643.30] 所以这个美式民主的这个衰弱和堕落就是肉眼可见
[1643.30-1648.68] 这个就是我们在这边看到的这个美国民主的这种变化
[1648.68-1652.76] 不出意外的话川普就又当选了
[1652.76-1654.30] 美国就会从
[1654.30-1658.92] 左翼极左摇摆到极右去
[1658.92-1659.94] 偏右
[1659.94-1660.96] 然后
[1660.96-1662.50] 美国的这个
[1662.50-1663.52] 国民
[1663.52-1668.14] 在川普这竞选的这个过程中会进一步的撕裂撕开
[1668.14-1671.98] 如果感兴趣可以看刘阿姨的论全球化时代的结束
[1671.98-1674.28] 和美国两党政治这两期视频
[1674.28-1677.10] 你看完之后他他比我说的好多了
[1677.10-1680.42] 就刘阿姨是中国历史的这个刘仲敬啊
[1680.42-1681.18] 访谈
[1681.18-1684.00] 找刘仲敬刘仲敬干了这么多年
[1684.00-1688.36] 几百条视频刘仲敬才他妈的四万两千个粉丝
[1688.36-1690.40] 这就是这个世界的荒唐
[1690.40-1691.18] 是吧
[1691.18-1692.46] 呃刘仲敬啊
[1692.50-1693.78] 就如果按历史
[1693.78-1694.80] 来讲的话
[1694.80-1695.58] 那
[1695.58-1697.36] 就是中国这第一嘛
[1697.36-1699.42] 他应该有四十万粉丝四百万粉丝
[1699.42-1700.70] 结果他只有
[1700.70-1703.50] 只有四万粉丝还不如我我都比他多了
[1703.50-1706.58] 这个何德何能所以就是
[1706.58-1710.42] 这个就是如果你想了解美国的两党政治的话
[1710.42-1712.46] 你考虑一下
[1712.46-1714.26] 看一下今天
[1714.26-1716.56] 国际互联网中文国际互联网
[1716.56-1718.36] 以及台湾社会的撕裂
[1718.36-1719.12] 就理解了
[1719.12-1721.68] 他就逐步的变成民粹化
[1721.68-1722.20] 哎呀
[1722.20-1723.22] 绿的越来越绿
[1723.22-1724.76] 蓝的越来越蓝
[1724.76-1726.56] 几乎变成两个国家
[1726.56-1729.62] 所以美国的分裂真的不是没有可能
[1729.62-1730.90] 真的不是没有可能
[1730.90-1733.72] 东升西降真的不是没有可能
[1733.72-1737.04] 以前有国运大师测算过东升西降
[1737.04-1737.82] 就是说
[1737.82-1740.12] 包括我回国的时候
[1740.12-1741.66] 我跟纪连海一起吃饭
[1741.66-1745.24] 陈彤新浪陈彤一起吃饭的时候我说
[1745.24-1746.00] 呃
[1746.00-1747.28] 如果
[1747.28-1748.82] 按照这个趋势发展下去的话
[1748.82-1750.10] 中国是世界第一大国
[1750.10-1750.88] 超级强国
[1750.88-1752.16] 为什么因为美国会分裂成零
[1752.20-1753.74] 两个美国
[1753.74-1755.78] 这是2012年说的
[1755.78-1756.30] 为什么呢
[1756.30-1758.08] 那个时候中国的政策还没有变
[1758.08-1759.12] 还是那个
[1759.12-1760.40] 呃改革开放
[1760.40-1760.90] 呃
[1760.90-1762.18] 借机用人
[1762.18-1763.46] 那是李登辉的
[1763.46-1765.52] 就是绝不出头的那个
[1765.52-1767.56] 呃闷声发大财那个国策
[1767.56-1769.60] 其实你中国的领导人什么都不用干
[1769.60-1770.88] 你就熬着就行了
[1770.88-1772.68] 就美国你就当他爹就行了
[1772.68-1773.44] 呃
[1773.44-1776.00] 爹我让我写作业我就写作业就得了
[1776.00-1777.54] 为什么爹就死了
[1777.54-1779.60] 爹死了你不就上来了吗
[1779.60-1781.38] 你根本不用打你不用折腾啊
[1781.38-1782.16] 你不用去折腾啊
[1782.20-1783.22] 折腾东升西降
[1783.22-1786.04] 东升西降是你坐在那就有人黄袍夹针
[1786.04-1788.08] 因为爹死了爹在内战的时候
[1788.08-1791.42] 两边的这个呃爹爹左和爹右
[1791.42-1795.76] 是都要来拉拉你抱你大腿的都要从你这买武器
[1795.76-1800.12] 买廉价制造的武器的所以你你你折腾个鸡毛毛哎不行
[1800.12-1803.20] 所以我们这就是这个就是这个地球郁闷的地方
[1803.20-1805.24] 那边上来一峰子这边也上来一峰子
[1805.24-1808.82] 而且这个峰子更疯了这个峰子去折腾去了
[1808.82-1809.60] 所以呢
[1809.60-1811.38] 地球走势就乱了
[1811.38-1812.92] 就是下一个怎么走的不知道
[1812.92-1815.22] 哪边飞机先坠毁就不知道了
[1815.22-1817.26] 如果他打台湾估计他先坠毁了
[1817.26-1818.80] 那真的就让刘阿姨给说中了
[1818.80-1820.34] 那就是他妈八分天下
[1820.34-1822.90] 甚至十八分天下天下大乱
[1822.90-1825.72] 所以呢这是改开势力的彻底完结
[1825.72-1828.42] 真的是一种国运的
[1828.42-1830.84] 哎唏嘘吧因为我们毕竟是黄皮嘛
[1830.84-1834.68] 就是如果能够相忍为国
[1834.68-1839.02] 保持一个改开干部的那种温和派中国人的做派的话
[1839.02-1840.56] 其实国运来了
[1840.56-1842.36] 党都挡不住
[1842.36-1844.40] 国运和个人运是一样的
[1844.40-1845.94] 你看多少傻逼有钱呀
[1845.94-1848.24] 多少傻逼有钱呀
[1848.24-1853.36] 他都以为自己牛逼其实他是个傻逼就是财运到他脑袋上了就这么简单
[1853.36-1853.88] 所以
[1853.88-1856.18] 国运也是一样但是你要是
[1856.18-1856.94] 作
[1856.94-1857.72] 那就不行
[1857.72-1860.78] 那么no作no die容易作死
[1860.78-1862.58] 还赶紧下一位啊
[1862.58-1863.60] 王主席您好
[1863.60-1865.64] 刚看了您最新日期
[1865.64-1867.18] 视频提到安倍
[1867.18-1868.98] 是被邪教人士杀害的
[1868.98-1870.00] 可能表述有误
[1870.00-1873.32] 安倍应该是因为与邪教组织的关系而被杀害
[1873.32-1875.88] 凶手其实是在为
[1875.88-1877.94] 日本社会广受同情的
[1877.94-1879.98] 因为他的母亲曾经加入邪教
[1879.98-1883.06] 毁了整个家庭成长的经历和他未来的人生
[1883.06-1885.62] 所以要杀掉曾经为这个邪教站台的安倍
[1885.62-1888.44] 已经有日本的导演为了这个杀手拍了纪录片
[1888.44-1889.46] 不知道
[1889.46-1892.02] 您会不会看到这个邮件供您参考
[1892.02-1894.84] 期待您抽空填上有关日本的问题的坑
[1894.84-1898.16] 顺顺送文奇如月
[1898.16-1899.96] 如月观众啊
[1900.00-1900.52] 对不起
[1900.52-1901.54] 真的是我犯错了
[1901.54-1902.30] 因为我
[1902.30-1904.60] 当时看了撩了一眼的新闻
[1904.60-1907.68] 我没有当回事我就以为这孩子是邪教的
[1907.68-1909.48] 我听说他是个邪教家庭的孩子
[1909.48-1911.52] 但我没想到正好相反
[1911.52-1915.10] 是因为我知道这个他妈妈是个纯纯的邪教分子
[1915.10-1918.68] 而且把家里边钱全都捐给这个邪教了
[1918.68-1921.76] 让这个孩子孤苦伶仃最后失去了社会的立足之地
[1921.76-1923.56] 所以这孩子最后就
[1923.56-1927.64] 走向极端我以为这孩子是成了小邪教没想到这个孩子正是
[1927.64-1929.70] 因为这个邪教不能原谅安倍
[1930.00-1931.28] 这个那我就
[1931.28-1932.04] 给
[1932.04-1933.32] 大家这个
[1933.32-1936.14] 道个歉把这个事澄清一下
[1936.14-1938.96] 那邪教这个话题
[1938.96-1942.28] 也是西方文明的一个沉重的话题
[1942.28-1943.32] 因为他是一个
[1943.32-1944.60] 自由的国家
[1944.60-1949.20] 所以他的邪教的那个土壤可比中国的土壤肥沃多了
[1949.20-1953.56] 因为中国有个最大的邪教在那所以别的邪教是不可能起来的
[1953.56-1956.12] 起不来他跟你掐死了因为共产党
[1956.12-1959.70] 太清楚怎么弄教所以邪教的危害了
[1960.00-1963.84] 三人一城马上给你掐死就不给你长大的机会
[1963.84-1968.20] 所以中国的这个邪教呢其实是没有土壤的
[1968.20-1970.24] 长不大
[1970.24-1973.06] 而西方美国加拿大日本
[1973.06-1974.60] 韩国
[1974.60-1977.16] 你不自由吗他们邪教有的是
[1977.16-1980.74] 就这么讲吧我们中国人可能很难接受法轮功
[1980.74-1983.80] 就说老王你是不是从法轮功那拿钱了
[1983.80-1987.14] 你说法轮功好我说过法轮功好吗
[1987.14-1988.42] 我没有说法轮功好
[1988.42-1989.96] 我不说法轮功不好吗
[1990.00-1994.60] 和我说法轮功好中间是有温和派中国人这个狗大
[1994.60-1996.66] 我是中间温和派中国人
[1996.66-1998.70] 我不说法轮功不好
[1998.70-2001.00] 我也没说法轮功好啊
[2001.00-2004.34] 他那么好吗我肯定不信我家
[2004.34-2006.90] 谁信我跟他搬连对不对我不会说他好
[2006.90-2007.92] 但是我为什么
[2007.92-2009.96] 中间留白呢
[2009.96-2013.80] 就是什么呢你就是当你真正知道一个民主社会的对于
[2013.80-2015.60] 宗教新兴宗教的这种
[2015.60-2017.40] 肥沃土壤的话你就
[2017.40-2019.70] 对法轮功问题瞬间释然
[2019.70-2020.98] 绝不是你死我活
[2020.98-2024.56] 你们认为法轮功是应该是你死我活应该掐死掐光的
[2024.56-2026.62] 全他们被共产党洗脑了
[2026.62-2029.94] 为什么共产党就他们又是新联播每天一个小时
[2029.94-2032.50] 连续洗了你五年十年的脑
[2032.50-2035.32] 你就说不信你心里也信了
[2035.32-2039.42] 肚子里转个小法轮啊不吃药啊什么天安门广场傻到自焚
[2039.42-2040.70] 是不是你们都信了
[2040.70-2042.74] 对不对是真是假都不知道
[2042.74-2047.86] 为什么然后法轮功那边法轮功他也中国人呀所以法轮功在反击共产党的时候
[2047.86-2049.66] 他也会走中国那个极端啊
[2049.70-2051.50] 二元化的方式
[2051.50-2055.58] 新唐人跟他们央视和人民日报长的排版都一样
[2055.58-2057.38] 我估计用的人都一样的
[2057.38-2061.22] 那个新唐人的播音腔都是从央视
[2061.22-2063.02] 邢志斌那出来一个徒弟所以
[2063.02-2065.82] 他反击他也让人作呕就是哎呀什么
[2065.82-2069.16] 三推总人数啊什么死了四个亿啊
[2069.16-2071.72] 就是搞一些荒唐的东西
[2071.72-2075.56] 什么宇宙主佛呀这个就是让中间派中国人
[2075.56-2079.14] 就是我们既不是法轮功也不是共产党我们就觉得很不舒服
[2079.14-2082.72] 但是呢法轮功是弱者我永远站在弱者里面
[2082.72-2086.06] 就这么简单这是先者说的不是我说的
[2086.06-2092.20] 当一个弱者和一个强者碰撞的时候你不要问为什么就你那个基本点脑仁你想不出为什么
[2092.20-2094.76] 你天然站在弱者那边对你有利
[2094.76-2095.78] 别问为什么
[2095.78-2097.06] 你是傻逼因为
[2097.06-2099.88] 你知道吗因为他变了下一个就是你就这么简单
[2099.88-2102.44] 强者不是好东西
[2102.44-2104.22] 尤其是共产党
[2104.22-2106.54] 因为他这强者不下台我操
[2106.54-2108.06] 所以
[2108.06-2109.10] 法轮功
[2109.14-2112.46] 这句话记住悄悄把话重点法轮功
[2112.46-2117.34] 是中华民族在中国960万平方公里那片土地上
[2117.34-2120.92] 能长出来的最不邪的叫了
[2120.92-2128.09] 多的话不说我也不怕得罪法轮功我也不怕得罪反法轮功的智慧人士啊
[2128.09-2130.65] 就是真的是最不行你想想是不是这道理
[2130.65-2133.71] 他们已经不干那些
[2133.71-2138.83] 让你全把钱捐了呀什么让你200个人的性爱大party
[2138.83-2140.89] 他们已经不干大事了
[2140.89-2142.93] 而且他们也没干过那事
[2142.93-2145.25] 他们就是自己不吃药
[2145.25-2148.31] 他不害你呀我操他自己不吃药他害他自己
[2148.31-2151.65] 所以你们要是见过这边的邪教
[2151.65-2153.95] 或者这边的宗教
[2153.95-2159.33] 那才邪性的那你不信不行啊天天上你家来敲门啊
[2159.33-2162.39] 我还真没见过法轮功天天上家敲门了
[2162.39-2165.47] 所以相对来说他的这种侵略性
[2165.47-2168.29] aggressive这个英语叫就是这种
[2168.29-2170.59] 就是逼迫你的这个
[2170.59-2171.87] 这种
[2171.87-2173.67] 侵蚀性
[2173.67-2175.45] 并不是很强
[2175.45-2176.73] 其实我们应该以
[2176.73-2179.03] 包容的心态来看他们的问题
[2179.03-2180.31] 真的是这样啊
[2180.31-2186.21] 所以邪教的问题那你让我再补这个日本的问题
[2186.21-2192.09] 因为我人不在日本所以我不想得罪我的日本观众不想让你们难受
[2192.09-2196.45] 因为还是那句话大财成是靠运靠命靠天
[2196.45-2199.51] 我们个人的无论多聪明都是他们的拿性
[2199.51-2200.55] 但是我就说点拿性的
[2200.59-2203.41] 是日本最大的问题没有一个人说清楚
[2203.41-2207.75] 日本最大的问题根本不是火山地震日本最大的问题是什么
[2207.75-2209.55] 是人祸
[2209.55-2212.11] 特别悲哀的人祸
[2212.11-2213.13] 什么人祸的
[2213.13-2215.69] 就是日本的原子能计划
[2215.69-2219.27] 日本在1960年代的时候迷恋原子能和高科技
[2219.27-2220.05] 那时候他
[2220.05-2221.59] 国家经济腾飞
[2221.59-2225.67] 整个日本迷思在这个人定胜天的狂热当中
[2225.67-2230.03] 他不是那种毛泽东的那种傻逼人定胜天他是科技胜天
[2230.03-2233.35] 你看那个时候原子能时代那个时候你看铁壁丫头墨
[2233.35-2237.71] 他就是在那样一个状态整个日本民族在那个状态
[2237.71-2242.83] 所以1970年的日本的第一台核电战机组就投入了商业运行
[2242.83-2243.85] 1970年
[2243.85-2245.91] 然后发现极其的便宜
[2245.91-2249.23] 核电是解决日本能源短缺的唯一的方式
[2249.23-2251.03] 因为当时日本经济腾飞
[2251.03-2255.11] 太缺电了而日本既没有煤也没有石油
[2255.11-2259.99] 他又是个小岛他怎么办他千里迢迢的拉煤正在打中东战争
[2260.03-2263.11] 煤和石油都弄不过来这一路
[2263.11-2267.19] 这一路他又没有海军护航所以日本是没有办法
[2267.19-2269.51] 支撑他这个经济腾飞所以当时
[2269.51-2272.57] 日本的当权者包括他的老百姓
[2272.57-2274.37] 国民这个叫
[2274.37-2275.39] 工业
[2275.39-2276.67] 就支持
[2276.67-2277.95] 原子能计划
[2277.95-2282.81] 当年1970年代日本的原子能计划是个百年计划到2050年
[2282.81-2286.15] 日本的目标是原子能发电核能发电
[2286.15-2289.99] 占日本的总电力供应的60%到70%
[2290.03-2294.13] 然后他们按着日本人做事细呀日本人做事认真
[2294.13-2295.67] 他们就是按这个计划
[2295.67-2297.97] 就是一步一个脚印往前走
[2297.97-2299.51] 一直到福岛
[2299.51-2300.79] 核电站
[2300.79-2302.07] 出了大问题
[2302.07-2305.13] 才意识到这个问题已经筑成大错
[2305.13-2306.15] 什么问题
[2306.15-2309.99] 大家扩展阅读日本的核电站的分部
[2309.99-2314.35] 现在日本正在运行的核电站大概有50台左右的机组
[2314.35-2315.89] 就50台左右
[2315.89-2318.95] 他环绕日本一圈
[2318.95-2321.25] 全都在海边
[2321.25-2324.33] 为了冷却了全都在海边
[2324.33-2326.11] 几乎是把日本啊
[2326.11-2327.39] 画了个圈
[2327.39-2332.51] 日本经济最发达人口最密集的地方全都被包住
[2332.51-2335.33] 这才是日本真正要命的问题
[2335.33-2337.13] 任何一个国家
[2337.13-2338.67] 任何一个组织
[2338.67-2341.23] 如果跟日本干起来
[2341.23-2342.25] 只要
[2342.25-2344.03] 袭击他的核电厂
[2344.03-2345.83] 只要50枚导弹
[2345.83-2348.65] 就是50次核福岛核爆炸
[2348.95-2350.49] 核电的下场
[2350.49-2353.55] 一个福岛核电已经让日本
[2353.55-2354.83] 成了今天的造影
[2354.83-2356.63] 真的是缓10年
[2356.63-2360.47] 海洋排污啊什么养殖啊什么核辐射食品
[2360.47-2362.01] 国际影响多大
[2362.01-2363.79] 如果是50个呢
[2363.79-2366.35] 日本那个岛还能住人吗
[2366.35-2368.67] 所以这就是日本的问题
[2368.67-2372.51] 但是他又解决不了因为他是民主国家他没有办法解决
[2372.51-2375.57] 他现在也在想各种核能替代计划
[2375.57-2378.13] 但是这个计划呢任重而道远
[2378.13-2378.91] 他一方面在
[2378.95-2383.55] 核能替代计划但是他另一方面又很矛盾在新建更大的
[2383.55-2385.87] 更先进的核电机组
[2385.87-2389.19] 这就是我认为日本最严重的问题
[2389.19-2391.49] 所以中国为什么一点都不怕日本
[2391.49-2394.05] 因为日本第一他没有一个强大的军队自卫
[2394.05-2395.59] 到目前为止他没有军队
[2395.59-2397.63] 他比台湾军队还要弱
[2397.63-2399.17] 自卫队太少了
[2399.17-2400.45] 承平日久
[2400.45-2404.03] 当然这个美国有直接责任美国知道日本可怕
[2404.03-2405.07] 所以美国一直
[2405.07-2407.11] 一直是阉割他去世他
[2407.11-2408.91] 昭和男儿的那个气势在日本
[2408.95-2410.99] 现在是没有了
[2410.99-2412.03] 然后就是什么呢
[2412.03-2412.79] 中国
[2412.79-2415.09] 在大力的发展还有俄罗斯
[2415.09-2417.15] 在大力的发展地震武器
[2417.15-2418.43] 人工地震武器
[2418.43-2420.73] 就是玩红警里面那个地震车
[2420.73-2424.31] 咚咚咚咚吹地然后哇周一都倒了
[2424.31-2430.55] 那个地震车就是给核电站准备了
[2430.55-2432.61] 那个人工地震武器
[2432.61-2434.91] 就是为了毁灭日本
[2434.91-2436.95] 如果要是这些东西
[2436.95-2437.73] 在
[2437.73-2439.25] 研发的话
[2439.25-2440.79] 北朝鲜又有核弹
[2440.79-2441.57] 你说日本是什么东西
[2441.57-2443.11] 是不是微如雷卵
[2443.11-2444.65] 所以就是日本
[2444.65-2445.67] 即使不微如雷卵
[2445.67-2450.27] 日本也无能力去保护台湾
[2450.27-2452.07] 他不是说他不想保护
[2452.07-2453.61] 他是自身难保
[2453.61-2455.91] 尼普萨过河自身难保
[2455.91-2457.95] 但是我说的这一切都是个拿性
[2457.95-2458.73] 为什么
[2458.73-2460.25] 因为最终国运也好
[2460.25-2462.31] 最终的大天下大势也好
[2462.31-2464.87] 还是由上帝和上天来决定
[2464.87-2466.41] 由人类地球供应来决定
[2466.41-2468.45] 这只是我个人的看法
[2468.45-2470.25] 温哥华不是什么好地方啊
[2470.25-2471.53] 洛杉矶那都是大地球
[2471.57-2473.61] 一地震带一地震全完了
[2473.61-2475.93] 那海啸过来都是50米高
[2475.93-2477.71] 那不是摆平一切吗
[2477.71-2478.99] 整个列治文都在
[2478.99-2480.27] 海平面下一米
[2480.27-2481.05] 全靠一个大地
[2481.05-2482.07] 像荷兰那样围着
[2482.07-2483.35] 那基本海啸一来
[2483.35-2484.37] 浮到那海啸一来
[2484.37-2485.65] 列治文还能有个屁
[2485.65-2487.19] 所以温哥华有什么玩意啊
[2487.19-2489.23] 华人在列治文住着几十万
[2489.23-2491.79] 所以这个事就是我的一家之言
[2491.79-2492.57] 就是日本的问题
[2492.57-2493.85] 日本没有任何问题啊
[2493.85-2495.13] 只有这个问题
[2495.13-2496.15] 只有这一个问题
[2496.15-2496.91] 在我眼里
[2496.91-2498.45] 就是日本什么都好
[2498.45-2499.47] 就是什么
[2499.47-2500.75] 就是他的天然地震
[2500.75-2501.53] 以及他敌人
[2501.57-2504.65] 要弄地震武器对付他
[2504.65-2507.45] 他自己又修了那么多核电站
[2507.45-2509.51] 在自己人口最发达的
[2509.51-2510.79] 经济最发达的地方
[2510.79-2512.57] 全都给摆上核电站
[2512.57-2513.61] 你这
[2513.61-2514.63] 你这不无语吗
[2514.63-2515.65] 而且
[2515.65-2517.45] 你还找不到责任人
[2517.45-2519.49] 又不是说找一个人给他枪毙了
[2519.49-2520.25] 让他负责
[2520.25-2522.05] 因为他不是独裁国家
[2522.05-2523.07] 他不是独裁国家
[2523.07-2524.87] 他都按照法律一点一点
[2524.87-2526.65] 一任一任这么推过来了
[2526.65-2527.69] 真没有责任人
[2527.69-2529.21] 这个
[2529.21-2531.01] 就是日本的问题吧
[2531.01-2531.53] 别怪他
[2531.53-2532.05] 这个法庭啊
[2532.05-2533.33] 就是一家之言
[2533.33-2536.13] 这个我先划着料着
[2536.13-2537.67] 不代表
[2537.67-2539.47] 任何正义和真理
[2539.47-2541.01] 只代表我自己的这个
[2541.01-2542.79] 一管之鉴
[2542.79-2543.81] 老王你好
[2543.81-2545.61] 就不占用大家的时间夸你了
[2545.61-2547.15] 虽然我觉得
[2547.15-2549.71] 我肯定夸的比他们清新脱俗
[2549.71-2550.99] 如果你念到这封信
[2550.99-2552.27] 我下次一定专门
[2552.27-2554.57] 写一封把你夸突如皮的肉麻信
[2554.57-2555.85] 这就是我为什么念你
[2555.85-2558.67] 今天写信是觉得有些事值得聊一聊
[2558.67-2561.49] 第一件是你以前说过的脑癌问题
[2561.53-2563.57] 那么多生活优渥的年轻人
[2563.57-2566.65] 却得了脑癌这种非常罕见的疾病为什么呢
