[0.46-1.66] hello大家好
[1403.30-1405.62] 难道要我们台湾回到
[1405.92-1408.22] 高官无法无天都可以贪腐的时代吗
[1408.74-1412.32] 我们台湾有言论新闻自由你们大陆有这种自由吗
[1412.58-1415.64] 难道要我们台湾人民回到万马齐音
[1415.90-1418.46] 尽若寒蝉指鹿为马的年代吗
[1418.72-1419.48] 等等等等
[1420.50-1423.58] 台湾应该出这样的政治家坐下来和大陆谈
[1423.84-1426.40] 并向全大陆人民和全台湾人民
[1426.66-1429.22] 包括全世界人民直播会谈过程
[1429.46-1432.54] 这样的会谈全世界都看见并记录在案
[1432.80-1433.82] 大陆敢吗
[1434.08-1435.62] 如果大陆敢的那就好
[1435.92-1438.74] 那就推动了大陆的全面进步
[1438.98-1440.02] 和与台湾的对等
[1440.52-1443.08] 这样的大一统的中华民族他不香吗
[1443.34-1446.66] 而民进党未必就不能领导全中国
[1446.92-1449.48] 而采用什么样的政体那是可以谈的吗
[1450.00-1452.56] 如果搞台独那就是下下策了
[1452.82-1456.90] 大陆高举民族主义的大旗只要时机成熟力量够大时
[1457.16-1458.96] 随时随地就打下来了
[1459.46-1461.26] 还得
[1462.02-1463.82] 还得到多助冠冕堂皇
[1464.08-1468.18] 老王台湾的粉丝多不妨截屏给台湾的政治家们看看
[1468.42-1471.24] 猛喝一声来提高他们的政治视野和水平
[1473.30-1476.88] 我也不知道我这台湾粉丝多不多但是我就是正式给你念出来了
[1477.38-1478.92] 我觉得你说的真的很有道理
[1479.18-1481.22] 所以呢作为不同的意见或者
[1481.48-1482.76] 一方面的
[1483.02-1486.86] 观点我念出来让大家一起思考
[1487.62-1490.70] 台湾人总是标榜自己的西式民族多么多么好
[1491.22-1492.74] 我想问一下你们台湾
[1493.00-1493.78] 能够成为亚洲人
[1494.08-1494.84] 亚洲这是大陆了
[1495.10-1497.14] 能够这是下一个大陆的
[1497.66-1500.48] 我想问一下你们台湾能够成为亚洲四小龙
[1500.74-1503.04] 是不是靠两蒋时期的东方独裁
[1503.30-1506.62] 台湾的老人家都会承认那个时期才是
[1506.88-1508.16] 台湾的高光时刻
[1508.42-1510.46] 自从搞了西式民主这一套
[1510.72-1512.76] 开放党禁这几十年来
[1513.02-1516.34] 台湾发展的到底怎么样你们心里没个数吗
[1516.60-1520.44] 蓝绿两党如果真的干得那么出色怎么会有柯文哲的机会
[1521.22-1523.78] 西方民主体制在台湾的这几十年时间
[1524.08-1525.86] 完全就是一个反面教材
[1527.92-1529.96] 这是大陆朋友
[1530.22-1533.30] 提出的观点就是两蒋那样的
[1533.54-1536.36] 科学独裁或者说明智独裁
[1536.62-1538.66] 对台湾的经济发展更好
[1539.44-1540.46] 这个我
[1541.22-1543.28] 虽然念出来了但是我不能完全苟同
[1543.54-1544.04] 因为
[1544.30-1546.34] 那个时代他有他的大的时代背景
[1546.60-1549.42] 就是美国当时是发展亚洲四小龙
[1549.94-1550.96] 天晴
[1551.46-1552.50] 和路边有一只狗
[1552.74-1553.52] 同时发生了
[1554.08-1556.38] 但你不能因此挂上因果关系说
[1556.64-1558.94] 因为路边有一只狗所以天才会晴
[1559.20-1561.76] 所以呢我们以后就要路边都要有一只狗
[1562.02-1565.86] 这样我们就天天都有晴天了这两个者之间未必有
[1566.10-1568.92] 关联就是两蒋的高压独裁
[1569.18-1570.20] 白色恐怖
[1570.46-1573.28] 和台湾那段时间的经济高速起飞
[1573.54-1575.84] 这个之间究竟是国际
[1576.10-1578.40] 产业转移的因素大
[1578.66-1579.42] 还是
[1579.94-1583.26] 台湾两蒋的这个高压统治带来了
[1583.82-1585.36] 大家值得去
[1585.62-1586.12] 反思
[1586.38-1587.66] 蒋经国的这个
[1587.92-1589.46] 十大建设啊这个
[1589.70-1590.98] 所谓的开放经济呀他
[1591.24-1592.78] 起到了多大的作用
[1593.04-1596.10] 而国际产业化转移又起到了多大的作用呢
[1596.62-1597.64] 大家可以
[1598.16-1598.66] 反思
[1599.70-1602.00] 独立是要付出流血的代价的
[1602.26-1605.06] 昨晚赖当选后我的心情更是沉重
[1605.32-1608.40] 之前看了老王先生两岸避战的视频一直希望
[1608.66-1611.46] 这次选举能下架民进党缓和两岸关系
[1611.72-1613.26] 我是土生土长上海人
[1613.26-1614.02] 98年
[1614.28-1616.58] 嫁来台湾在这生而立业
[1617.10-1620.18] 非常喜欢和热爱这块土地的人情事物
[1620.68-1622.48] 从没后悔当初的选择
[1622.74-1624.78] 赖就是一个不折不扣的台独
[1625.30-1626.82] 并不能代表目前的民意
[1627.34-1630.92] 维持现状和平发展才是台湾大部分的民意
[1631.18-1633.22] 现在我真的很想润
[1633.74-1635.54] 不想让我儿子成为炮灰
[1637.58-1640.14] 我们温哥华有大量的像你这样的台湾人
[1640.40-1641.68] 这包括我的
[1642.18-1643.22] 银行的
[1643.52-1645.06] 私人银行的这个
[1645.30-1645.82] 经理
[1646.34-1648.38] 他们都是从台北来的
[1648.64-1649.66] 蓝营的
[1650.18-1651.20] 统派
[1651.46-1654.52] 当然他那个统不是中华人民共和国统就跟你一样的是
[1654.78-1655.80] 民国统派
[1656.06-1658.36] 或者是维持现状派
[1658.62-1660.16] 他们这几年就都
[1660.42-1662.98] 纷纷的润来了加拿大
[1663.22-1664.76] 洛杉矶据说也有很多
[1665.54-1668.60] 我猜如果
[1669.12-1669.62] 金尚
[1670.14-1671.94] 最近动手的话或者
[1672.70-1675.02] 会有更多的像你这样的台北人
[1675.52-1677.82] 来温哥华来洛杉矶
[1678.08-1680.14] 进一步推高我们的房价
[1682.72-1684.52] 民进党比共产党好吗
[1685.02-1686.30] 民进党叫绿共
[1686.82-1688.60] 他们学习的对象就是共产党
[1689.12-1690.92] 我们就切实的说一句话
[1691.42-1694.24] 对台湾最好的就是立牌坊当表子
[1694.76-1696.54] 霍胡嘴上绝对统一
[1696.80-1698.34] 绝对承认自己是中国人
[1698.60-1701.16] 然后同时不断接共产党的短
[1701.40-1702.44] 政权不统一括号
[1702.68-1703.20] 结束
[1703.76-1704.52] 为什么这样做
[1704.78-1706.06] 一是能从大陆拿到好处
[1706.32-1706.84] 二是
[1707.34-1708.12] 不受到威胁
[1709.64-1712.72] 他这个括号里面我给大家注意一下他
[1712.98-1714.00] 映射的是国民党
[1714.26-1716.56] 马英九他们就是一方面绝对统一
[1716.82-1718.60] 一方面嘴上绝对承认自己是中国人
[1718.86-1720.66] 但同时不断的接共产党的短
[1720.92-1721.94] 就是蓝营的媒体
[1722.20-1723.48] 蓝营的政治人物
[1723.72-1725.78] 但是一直保持政权的不同意
[1726.04-1727.82] 就这次蓝营侯友一上来他也是这样
[1729.62-1732.68] 为什么这样做一是从大陆拿好处二是不受威胁
[1732.94-1733.72] 你承认
[1734.02-1736.32] 都是中国人然后说共产党不好
[1736.58-1738.62] 大陆人也会理解的也是支持的
[1738.88-1742.20] 你们别觉得共产党真的可以不管民意直接打仗
[1742.46-1743.24] 不现实的
[1743.48-1746.04] 这样共产党真相无统民意上达不到
[1746.56-1748.36] 再从台湾本身出发
[1748.86-1750.40] 经济好像那么高
[1750.66-1752.96] 事实上能打的就一个台积电
[1753.72-1756.28] 开放了竞争台湾那些产业必输
[1756.54-1759.10] 钱没了还想谈什么自由民主
[1759.88-1761.40] 你们还想要健保
[1761.92-1764.48] 你们还好意思说国民党怎么怎么样
[1764.72-1766.26] 他们比你们想的明白
[1766.78-1768.56] 自由民主不是排在首位的
[1769.08-1771.38] 最重要的是让自己最大程度的获利
[1771.64-1772.92] 不是天天喊毒
[1773.18-1776.50] 因为天天自由民主台湾真的会没饭吃
[1777.02-1778.30] 我作为一个中国人
[1778.56-1779.32] 阔乎大陆人
[1779.84-1782.90] 本来对共产党对香港的政策也是不满
[1783.16-1784.70] 但是后面他们要毒
[1784.96-1786.48] 再结合内地人的
[1786.74-1788.80] 再结合对内地人的态度
[1789.04-1790.84] 呵呵我现在的想法就是
[1791.40-1792.42] 共产党做的针对
[1793.20-1797.28] 这毒那毒你们没有想过隐性的一个原因
[1797.54-1801.64] 你们认为以共产党为首的统治阶级是不需要民意的
[1802.16-1804.96] 同时可以将每一个中国人的想法抛着脑后
[1805.22-1806.24] 认为我毒
[1806.50-1808.04] 跟中国人没有关系
[1808.56-1811.88] 殊不知你把对你们有利的民意基础直接扔掉
[1812.14-1816.24] 你们真的天真的认为所有中国人或者绝大部分中国人认为
[1816.48-1817.52] 共产党很好吗
[1818.54-1819.82] 至于民进党
[1820.08-1820.58] 呵呵
[1820.84-1821.36] 民进党
[1821.66-1822.16] 共产党叫什么
[1822.42-1823.20] 叫绿共
[1823.44-1826.52] 现在共产党用的一些手段民进党照样也用
[1827.04-1830.62] 反正对你们来说自由民主台独可以换饭吃
[1830.88-1832.40] 换钱用那就去换
[1832.66-1834.46] 有利的模糊政策不用
[1834.72-1837.52] 自由和民主一定要有良好的经济基础
[1838.04-1841.36] 选民还要有素质高的政策理解和理念
[1841.62-1844.18] 选举要基于政策的把握和理解
[1844.44-1845.98] 不是对人的个人崇拜
[1846.48-1849.82] 自由和民主也可以合法的转化成独裁的
[1851.66-1855.50] 这是一个写繁体字的大陆人开始我以为他是台湾人
[1855.76-1856.52] 他写的
[1856.78-1859.34] 作为一方观点
[1859.60-1860.62] 念出来给大家
[1860.88-1861.90] 思考
[1862.16-1864.72] 也是你说有道理吗当然也有道理
[1864.96-1866.00] 因为他站在大陆
[1866.50-1869.32] 不非共产党那部分大陆民众的角度思考问题
[1869.84-1871.88] 我觉得值得所有的人去参考
[1872.64-1875.20] 这不就是我们这个天涯BBS真正的
[1875.46-1877.26] 民主的意义所在吗
[1877.52-1880.58] 不是一家独大也不是一言堂没有绝对的
[1880.84-1882.12] 个人崇拜
[1883.40-1884.42] 他这些话都是对的
[1885.44-1888.52] 好希望大家多加评论啊
[1888.78-1889.54] 多多评论
[1889.80-1891.84] 我呢明天请一天假
[1892.86-1893.90] 后天我们
[1894.14-1895.18] 24个小时以后
[1895.42-1895.68] 再见
[1895.94-1897.48] 好吧再见拜拜
[1897.74-1898.76] 点赞订阅关注
[1899.02-1899.52] 拜拜
