[1.14-2.10] 哈喽大家好
[1149.21-1151.25] 你要是达到了这种境界的话
[1151.25-1152.21] 人生境界的话
[1152.21-1154.41] 你用享受人生
[1154.41-1157.09] 享受游戏过程的心态
[1157.09-1158.49] 去经历的话
[1159.13-1160.25] 你就不用算命了
[1160.25-1161.93] 你就达到了新的境界
[1161.93-1163.37] 什么叫新的境界呢
[1164.57-1167.89] 为什么有些绝顶的高手
[1167.89-1169.13] 说你不用算命
[1169.13-1171.05] 包括佛祖说神通不敌
[1171.05-1171.73] 叶利
[1172.17-1174.37] 就说你意识到这一点的时候
[1174.41-1176.09] 你就手中
[1176.25-1177.17] 守正
[1177.21-1178.29] 做好事
[1178.45-1179.61] 不要做坏事
[1179.65-1180.81] 你不会坏命的
[1180.81-1182.01] 你不会有坏的命运
[1182.01-1182.97] 有坏的命运
[1182.97-1184.41] 也是你上辈子没做好事
[1184.41-1185.53] 你现在做好事
[1185.53-1186.61] 还来得及
[1186.65-1188.13] 人只要不作茧犯科
[1188.13-1189.25] 就不会有厄运
[1189.25-1190.13] 真的是这样
[1190.17-1191.81] 所以你只要
[1192.17-1193.93] 认认真真把眼前每一步
[1193.93-1194.85] 都做到最好
[1194.85-1196.01] 都做到最善
[1196.13-1197.21] 都做到爱
[1197.33-1199.33] 你的反馈一定是正向的
[1199.33-1201.01] 所以到这个境界之后
[1201.01-1202.41] 你确实不用算命了
[1202.45-1203.57] 你算命也改不了
[1203.57-1205.61] 因为你已经做了最好的选择了
[1205.61-1208.49] 你改也不过就是这样的
[1208.49-1210.77] 因为你的先天是改不了的
[1210.77-1212.33] 你要改只能是改后天的
[1212.61-1213.65] 你先天的格局
[1213.65-1215.13] 如果就是4×4的话
[1215.17-1216.85] 你已经做到完美了
[1216.85-1217.97] 你就是打开4×4
[1217.97-1220.49] 然后下次开就是8×8了
[1220.53-1222.49] 然后16×16
[1222.85-1224.21] 格局越来越大
[1224.25-1227.13] 每次都是做好人做好事
[1227.13-1228.37] 你就不会有波折
[1228.85-1230.53] 老想着作茧犯科
[1230.53-1230.69] 呀
[1230.69-1232.73] 老想着去弄一下别人
[1232.73-1234.13] 老想着去欺负一下别人
[1234.13-1235.89] 老想着去做个走个捷径
[1235.89-1236.73] 害个别人
[1236.73-1237.93] 踩着别人脑袋上去了
[1237.93-1239.21] 你一定会出问题的
[1239.45-1240.45] 你一定会出问题
[1240.49-1241.37] 就是这个道理
[1244.48-1247.72] 然后你提到苏米尔
[1247.76-1250.08] 阴阳从苏米尔传过来
[1250.12-1251.32] 我不知道是不是苏米尔
[1251.32-1252.64] 但一定不是中国
[1253.16-1254.32] 河出图落出书
[1254.32-1256.24] 这个河一定不是黄河
[1256.28-1258.52] 出的图和书
[1258.56-1259.88] 包括阴阳八卦
[1259.88-1260.88] 阴阳理论
[1260.92-1261.64] 它的基础
[1261.64-1263.64] 包括我们天文的基础
[1263.68-1265.96] 一定不是中华民族
[1266.16-1267.44] 一定不是黄河流域
[1267.48-1268.00] 为什么呢
[1268.00-1269.00] 因为我们说汉语
[1269.00-1270.20] 说的语言不能改
[1270.48-1271.76] 有两样东西不能改
[1271.76-1273.04] 就是语言不能改
[1273.08-1274.92] 脸皮肤基因不能改
[1275.08-1276.52] 这个是改不了的
[1276.52-1278.60] 这可能是造主造那天
[1278.60-1279.88] 语言和基因去
[1279.88-1281.12] 神就给你定住了
[1282.12-1283.20] 我为什么敢这么说
[1283.88-1285.04] 我告诉你们一个事
[1285.04-1286.84] 这事是老王第一个发现的
[1286.84-1288.08] 后来网上才有
[1288.08-1290.08] 之前我百度都没有
[1290.08-1291.16] Google都没有
[1291.16-1291.40] 是吧
[1291.40-1291.60] 是吧
[1291.60-1292.08] 这什么呢
[1292.08-1293.96] 就是甲乙丙丁物极更新
[1294.00-1296.08] 和子丑银卯
[1296.12-1297.32] 陈四五味
[1297.36-1298.04] 身有虚骸
[1298.04-1300.56] 就是我们所特别熟悉的天干和地支
[1300.56-1302.48] 在上古是这样的
[1302.52-1304.12] 听我念
[1305.52-1307.48] 甲叫于彭
[1308.16-1310.24] 乙叫同盟
[1311.92-1313.92] 丙叫柔照
[1314.08-1315.60] 丁叫强性
[1315.76-1317.24] 物叫助庸
[1317.72-1319.76] 己叫图为
[1319.88-1321.04] 庚叫上章
[1321.04-1322.32] 心叫崇光
[1324.04-1326.32] 人叫玄精
[1326.36-1327.88] 鬼叫朝阳
[1331.26-1333.10] 子叫困顿
[1333.34-1335.30] 丑叫吃份弱
[1336.14-1337.62] 银叫涉体格
[1338.42-1339.58] 毛叫
[1341.14-1341.90] 瞻语
[1342.78-1344.74] 臣叫知虚
[1345.26-1347.22] 四叫大荒漠
[1347.82-1349.54] 五叫敦
[1350.78-1352.98] 卫叫歇恰
[1353.58-1355.22] 身叫均坦
[1356.02-1357.66] 幽叫作
[1358.10-1359.94] 虚叫淹没
[1360.38-1362.10] 害叫大圆心
[1363.42-1366.14] 你说老老王你是不是又满嘴跑火车呢
[1366.58-1368.74] 你觉得我跑火车能跑得这么溜吗
[1370.14-1371.14] 天干
[1371.42-1372.74] 尔雅是天
[1372.78-1373.70] 史记
[1373.82-1374.62] 隶书
[1374.82-1376.46] 甲于彭
[1377.30-1378.18] 烟缝
[1379.50-1381.10] 于彭烟棚
[1381.14-1382.98] 它是一个词的音译
[1383.18-1384.42] 中国人说的不一样
[1384.42-1385.22] 不同的地方
[1385.42-1386.22] 云捧云捧
[1386.26-1387.42] 大概就这么个发音
[1388.14-1388.86] 以
[1390.30-1391.62] 沾蒙端蒙
[1393.31-1393.95] 饼
[1395.07-1396.19] 柔罩优罩
[1396.23-1397.39] 你柔罩优罩
[1397.43-1398.47] 发音很像
[1398.51-1399.15] 丁
[1399.43-1400.87] 江姓江武
[1404.58-1405.66] 江语江武
[1405.94-1406.46] 这不是
[1407.10-1408.42] sound like
[1408.46-1409.66] 听起来很像
[1409.70-1410.46] 物
[1410.50-1411.38] 照用
[1412.62-1413.26] 突围
[1413.30-1414.22] 其实突涌
[1414.26-1415.98] 他那个是写错了
[1417.18-1417.90] 几
[1417.90-1419.82] 是突围
[1419.86-1420.74] 助力
[1420.78-1423.78] 更上张横伤横
[1423.82-1426.86] 这不是我说的
[1426.90-1429.14] 这是尔雅是天里面说的
[1429.18-1431.90] 给大家看看
[1431.94-1434.70] 这是有文献价值的
[1434.74-1439.62] 子丑阴卯
[1439.66-1442.82] 尘似五味
[1442.86-1445.38] 身有虚害
[1445.42-1447.74] 甲乙丙丁
[1447.78-1450.58] 物几更新人鬼
[1450.58-1453.74] 在古代上古中国
[1453.74-1456.78] 就是天皇五三皇五帝的天皇时代的
[1456.82-1458.74] 中国叫这个名字
[1458.78-1459.66] 有意思吗
[1459.70-1460.66] 太有意思了
[1460.66-1461.30] 是不是
[1461.74-1464.70] 最中国的
[1464.70-1465.86] 甲乙丙丁物几更新
[1465.86-1467.02] 最中国的
[1467.06-1468.98] 居然根上是音译
[1468.98-1470.14] 大哥音译
[1470.82-1471.94] 音译的外国话
[1471.94-1473.14] 哪个外语
[1473.14-1474.18] 哪族外语
[1474.22-1475.46] 是不是苏美尔
[1475.58-1477.02] 不知道
[1477.06-1478.86] 因为没有人会说苏美尔语
[1479.02-1479.50] 现在
[1479.50-1481.42] 7000年以前
[1481.46-1482.58] 12000年以前
[1482.58-1483.42] 人类文明的语言
[1483.42-1485.54] 我们并不能准确的发音
[1485.58-1489.62] 但是他一定不源自黄河
[1489.66-1490.62] 对不对
[1490.66-1492.30] 所以是不是苏美尔
[1492.30-1493.06] 可能是吧
[1493.06-1494.42] 我们就假设它是吧
[1494.46-1496.90] 所以当我们知道这些有趣的东西之后
[1496.90-1498.94] 就会对玄学产生极大的兴趣
[1498.98-1499.66] 再见
