[0.43-1.55] 哈喽大家好
[1226.34-1227.18] 如果你慈悲
[1227.18-1228.34] 你一定下去
[1228.34-1229.30] 所以他们为了权力
[1229.30-1230.18] 绝对不forget
[1230.18-1232.62] 绝对不forgive
[1232.62-1233.66] 我深以为然
[1233.66-1234.74] 虽然我很年幼
[1234.74-1239.38] 但是我相信廖司长
[1239.38-1241.42] 但是我相信廖司长绝对不会骗我
[1241.42-1242.74] 所以我本着这个精神
[1242.74-1243.94] 第一时间通知我的好朋友
[1243.94-1244.94] 我的好朋友不信
[1244.94-1245.78] 母亲不信
[1245.78-1248.02] 后来母亲很惨
[1248.02-1250.38] 然后我们家的邻居
[1250.38-1252.34] 我们家当时住在一个四楼
[1252.34-1253.70] 二一楼的邻居
[1253.70-1254.54] 一家三口
[1254.54-1257.26] 一个妈妈
[1257.26-1257.86] 两个女儿
[1257.86-1258.94] 老公那时候不在了
[1258.94-1260.42] 三个人都练法轮功
[1260.42-1262.50] 当时我们也通知他们别练
[1262.50-1263.02] 也不信
[1263.02-1268.30] 后来就被公安把他们三个人全都抓走
[1268.30-1269.78] 经历了什么不知道
[1269.78-1272.14] 但是人都变得神神叨叨
[1272.14-1273.50] 但是依然坚持练
[1273.50-1274.58] 这法轮功厉害的地方
[1274.58-1275.58] 就是你怎么打
[1275.58-1277.06] 他都打得非常坚强
[1277.06-1278.78] 他一定要把法轮功练下去
[1278.78-1280.30] 也就是说
[1280.30-1282.14] 只有法轮功这样的组织
[1282.14-1283.90] 才能够跟共产党对抗
[1283.90-1284.50] 因为
[1284.54-1287.30] 那个也是never forget never forgive
[1287.30-1288.54] 也是类似的
[1288.54-1289.22] 有信念
[1289.22-1289.98] 有信仰
[1289.98-1292.18] 你要像我们这种世俗的组织
[1292.18-1292.90] 一点不好使
[1292.90-1293.98] 因为我们是为了钱
[1294.50-1295.58] 为了什么权利
[1295.74-1297.22] 就是为了很世俗的东西
[1297.22-1298.74] 团结在一起弄个公司
[1298.74-1300.30] 那共产党打你一打一个准
[1300.30-1301.22] 一下就散了
[1301.22-1302.18] 因为你没有信仰
[1302.18-1303.34] 但是法轮功有信仰
[1304.18-1305.10] 李洪志先生
[1305.54-1306.54] 就甭管他真假
[1306.54-1308.22] 他我想他一定有些功能
[1308.22-1310.14] 就是我说的类似王林这种功能
[1310.14-1311.06] 他一定是有的
[1311.06-1311.74] 否则的话
[1311.74-1313.66] 他开始他推不起来这么大的
[1313.66-1314.50] 也没这么多人
[1314.54-1316.02] 能够直接相信他
[1316.34-1317.70] 但是他怎么去包装
[1317.70-1318.50] 怎么走路子
[1318.50-1320.18] 他的学识见识
[1320.18-1321.74] 那是要比王林高得多的
[1321.74-1324.18] 所以他就能够建立起来这么一个组织
[1324.18-1326.90] 并且活学活用佛教
[1326.90-1329.58] 做了这么一个佛教的
[1329.58-1331.78] 各种佛经的集大成的现代版
[1331.78-1333.66] 就叫转法轮也好
[1333.66-1334.38] 什么各种
[1334.38-1335.46] 寓音放颂也好
[1335.46-1338.02] 总之确实是建立起来了
[1338.02-1339.74] 他们这一个强组织的
[1339.74-1340.74] 并且有信仰
[1341.54-1343.78] 这是他最大的成就
[1343.78-1344.22] 而且他
[1344.22-1344.42] 这个
[1344.42-1345.78] 组织一旦有了信仰
[1345.78-1348.82] 一旦人员超过几万几十万之后
[1348.82-1350.90] 你再想灭他就很难
[1350.90-1352.82] 那江泽民当时犯了一个什么错误呢
[1352.82-1353.62] 咱们客观的讲
[1353.62-1354.78] 站在月球看地球来
[1354.78-1356.38] 江泽民犯最大的错误
[1356.38-1358.82] 就是武力镇压法轮功
[1358.82-1359.86] 为什么呢
[1359.86-1361.06] 这个时候呢
[1361.06-1362.54] 其实最初的李洪志
[1362.54-1365.82] 他们是开做报告报告会
[1365.82-1367.54] 然后收门票钱
[1367.54-1368.66] 然后卖他这个法轮功
[1368.66-1370.66] 这个转法轮的小册子
[1370.66-1373.42] 他还是盈利为目的
[1373.42-1374.10] 他们也没有什么
[1374.10-1375.38] 雄心壮志
[1375.38-1376.86] 推翻共产党
[1376.86-1379.34] 他完全没有这种政治觉悟
[1379.34-1382.06] 其实你当时怀柔他
[1382.06-1385.30] 你看他有这么大的能量和能力之后
[1385.30-1388.02] 你给他一个省政协常委
[1388.02-1392.90] 最高给他一个国家政协委员
[1392.90-1393.82] 全国政协委员
[1393.82-1396.38] 我相信他绝对不会闹
[1396.38-1397.22] 绝对不会闹
[1397.22-1399.22] 那简直是肝脑涂翼
[1399.22-1400.74] 中宫法轮功
[1400.74-1402.70] 相公全部给了
[1402.70-1403.42] 给了之后
[1403.42-1403.78] 你就可以
[1403.78-1404.58] 可以控制他了
[1404.58-1406.78] 然后你啪一控制
[1406.78-1408.62] 那谁能跑
[1408.62-1409.50] 所以第一
[1409.50-1410.94] 你不应该法律镇压
[1410.94-1413.26] 你完全可以用怀柔的方式
[1413.26-1415.78] 来把它融解掉
[1415.78-1418.18] 化解到这个组织政权里面
[1418.18-1418.78] 这是第一
[1418.78-1419.86] 第二
[1419.86-1422.46] 你即使用强力镇压
[1422.46-1423.62] 你不能让人跑了
[1423.62-1427.82] 所以当时江泽民的政权
[1427.82-1429.26] 执行能力是很弱的
[1429.26-1430.14] 执行能力上海人
[1430.14-1431.58] 执行能力并不强
[1431.58-1433.10] 有点像今天的越南
[1433.10-1433.82] 比较开放
[1433.82-1434.74] 比较包容
[1434.74-1438.06] 另一面的意思就是执行力
[1438.06-1439.82] 气卡执行力
[1439.82-1443.46] 强力执行力就是减弱了
[1443.46-1446.26] 所以李洪志他们骨干就都跑了
[1446.26-1447.98] 跑香港跑了
[1447.98-1448.74] 飞走了
[1448.74-1450.34] 一旦到了美国
[1450.34-1452.06] 那你就控制不住了
[1452.06-1454.50] 所以法轮功就日益强大
[1454.50-1457.30] 直到在境外生根发芽
[1457.30-1459.86] 今天可以说是势力非常之大
[1459.86-1461.06] 可以这么讲
[1461.06-1462.10] 除共产党外
[1462.10-1465.54] 整个华人世界最大的政治力量团体
[1465.54-1466.86] 就是法轮功
[1466.86-1468.22] 没有第二
[1468.22-1469.50] 郭总统试图冲击
[1469.50-1471.94] 但是显然没有成功
[1471.94-1473.26] 差得太远
[1473.26-1474.82] 郭总统新中国联邦
[1474.82-1476.38] 无论从人数上
[1476.38-1477.86] 还是从规模上
[1477.86-1479.98] 还是从信仰的忠诚度上
[1479.98-1481.86] 还是从他的资金能力
[1481.86-1484.82] 资金实力上都差得很多
[1484.82-1486.74] 跟美国主流社会
[1486.74-1490.82] 美国白人社会的结合上也差得很多
[1490.82-1491.82] 所以不得不承认人家的财富质量
[1492.10-1494.74] 人家法轮功确实是超级强大
[1494.74-1499.98] 但正如我们小悟空元气弹所讲
[1499.98-1502.26] 人类一旦聚集多了
[1502.26-1504.78] 无论他的创始人有多么的神通
[1504.78-1506.10] 多么的伟大
[1506.10-1508.02] 只要人类一多
[1508.02-1511.02] 必然这个东西就变成人的游戏
[1511.02-1513.06] 而不是神的游戏
[1513.06-1514.74] 一旦有了人的游戏
[1514.74-1517.30] 欲望 权力 性 背叛
[1517.30-1522.05] 这就一定是这个游戏的主轴
[1522.05-1523.73] 那我讲的这些东西
[1523.73-1524.93] 其实都是我亲历的
[1524.93-1527.73] 一步一步的法轮功的发展
[1527.73-1531.13] 从他发展壮大
[1531.13-1533.33] 到他最后围攻中南海
[1533.33-1535.73] 然后引起江泽民的暴怒
[1535.73-1536.97] 然后江泽民围剿
[1536.97-1538.49] 他又逃出升天
[1538.49-1541.09] 然后整个这个过程
[1541.09-1542.05] 在这个过程中
[1542.05-1543.37] 迫害他的过程中
[1543.37-1546.45] 我基本上只说我亲眼见到的
[1546.45-1548.61] 那些中央电视台放的
[1548.61-1550.33] 或者法轮功大纪元放的
[1550.33-1552.17] 这些所谓的事
[1552.17-1553.57] 我没有亲眼见过
[1553.57-1555.37] 我不能做任何见证
[1555.37-1559.37] 那可能都是宣传的形式
[1559.37-1562.13] 因为他们双方都有强力宣传部门
[1562.13-1563.73] 那我所亲眼见的
[1563.73-1566.25] 我给大家讲这么几件事
[1566.25-1568.45] 是我亲历的
[1568.45-1570.53] 我在体改委的时候
[1570.53-1572.85] 当时帮助企业上市
[1572.85-1574.45] 我们有一个三产公司
[1574.45-1576.17] 叫忠哲公司
[1576.17-1577.49] 我讲过哲学的哲
[1577.49-1578.33] 说中途夭折了
[1578.33-1579.77] 但是那时候还没夭折
[1579.77-1581.37] 是我们一个司局长开的
[1581.37-1583.45] 我在这里边给他做
[1583.57-1585.29] 拎包的小弟
[1585.29-1588.29] 我们请江苏的一个企业
[1588.29-1590.05] 代上市公司的企业家
[1590.05-1592.65] 董事长和他的总经理
[1592.65-1594.53] 财务总监到北京来
[1594.53-1596.61] 因为他想上市
[1596.61-1599.13] 当时要去证监会过会了
[1599.13-1602.05] 然后肯定要游览一下北京
[1602.25-1603.29] 就要去天安门
[1603.29-1605.01] 那个时候天安门广场是开放的
[1605.01-1606.21] 天安门也是开放的
[1606.21-1607.29] 可以上去
[1607.29-1608.21] 我记得特别清楚
[1608.21-1609.21] 10块钱一张票
[1609.21-1611.77] 可以上天安门检阅台那个位置
[1611.77-1613.53] 看看天安门广场
[1613.57-1614.33] 可以去那
[1614.33-1616.97] 之前是有安检的
[1616.97-1620.13] 就跟普普通通安检过去一样
[1620.13-1622.13] 那段时间正好镇压法轮功
[1622.13-1624.61] 我记得是五一节日
[1624.61-1625.89] 我们去了之后
[1625.89-1626.89] 春光明媚
[1626.89-1627.73] 天气特别好
[1627.73-1628.81] 依然安检
[1628.81-1632.33] 但是安检就比以前的安检延的多的多
[1632.33-1634.05] 延多到什么程度
[1634.05-1636.61] 每一个安检分了男女
[1636.61-1638.41] 之前的安检怎么会分男女
[1638.41-1639.37] 就是一个安检门
[1639.37-1640.25] 你过去之后
[1640.25-1642.09] 你把你的包从另一个方面过去
[1642.09-1643.53] 然后你们就上去了
[1643.57-1645.45] 但是那天就是多了一
[1645.45-1647.09] 从那以后多了一个安检门
[1647.09-1648.13] 就是一边是男的
[1648.13-1649.01] 一边是女的
[1649.01-1651.05] 女的安检门那边女警察
[1651.05-1653.21] 男的安检门这边是男警察
[1653.21-1655.01] 也就是说他除了让你过安检之后
[1655.01-1656.01] 还要摸一摸
[1656.01-1656.97] 搜搜身
[1657.65-1658.73] 这还没完
[1658.73-1660.37] 过去之后有一个警察
[1660.37-1661.33] 男的那边是个男的
[1661.33-1662.17] 女的那边是个女的
[1662.17-1663.13] 问你一句话
[1663.53-1664.93] 你练不练法轮功
[1665.89-1666.69] 不练
[1667.41-1669.17] 你说一句李洪志是王八
[1669.93-1670.57] 你不练
[1670.57-1671.49] 你就说一句
[1671.49-1672.49] 你就过去了
[1674.92-1675.64] 你都傻了
[1675.64-1677.52] 我完全没有夸张
[1677.52-1681.36] 那是北京天安门广场的派出所警察
[1681.88-1683.80] 平时应该是素质最高的
[1684.36-1685.88] 他居然说你练不练法轮功
[1686.36-1687.20] 你要不练法轮功
[1687.20-1687.76] 你说一句
[1687.76-1688.60] 李洪志是王八
[1688.60-1689.12] 从这过去
[1691.36-1693.36] 我就感觉他怎么这么low
[1693.60-1694.16] 我操
[1694.44-1695.84] 第一我不练法轮功
[1695.84-1699.60] 但是我跟法轮功没冤没仇
[1699.88-1701.04] 我为什么要骂李洪志
[1701.44-1702.96] 你这是什么政权
[1703.40-1704.84] 特别恶心这件事
[1705.32-1706.08] 所有的人
[1706.08-1706.92] 上天安门广场
[1706.92-1708.44] 必须念这一句话
[1708.44-1710.24] 不是说你不念这句话
[1710.24-1711.76] 你就可以走
[1711.76-1712.20] 不是
[1713.00-1714.28] 你不念这句话
[1714.28-1715.76] 就当场就要抓你
[1715.76-1716.52] 为什么
[1716.52-1718.40] 因为说明你是法轮功学员
[1719.28-1721.56] 因为法轮功讲究真善忍
[1721.56-1722.48] 不能撒谎
[1722.48-1723.80] 更不能骂师傅
[1724.12-1726.48] 所以真正不骂李洪志的人
[1726.48-1728.40] 极其有可能是法轮功学员
[1730.00-1732.68] 那一年我父亲从火车站坐火车
[1733.20-1734.08] 他是个老军人
[1734.08-1734.64] 转移干部
[1734.64-1734.88] 吗
[1734.88-1736.36] 也是一样
[1736.36-1738.20] 安检的警察问他
[1738.20-1740.64] 老同志你练法轮功吗
[1740.64-1741.60] 我父亲说不练
[1741.60-1743.24] 那你说一句李洪志
[1743.24-1745.84] 我父亲当时就跟他们火了
[1745.84-1747.24] 我们家王老爷子
[1747.24-1748.80] 这比我强
[1748.80-1750.88] 比我当儿子的资本家强
[1750.88-1752.16] 毛粉就是厉害
[1752.16-1753.32] 我为什么要骂
[1753.32-1755.24] 我干革命干了一辈子
[1755.24-1756.52] 我是老共产党
[1756.52-1758.04] 我从来不这样骂人
[1758.04-1761.44] 把那几个警察给熊住了
[1761.44-1764.20] 那几个警察马上就你过去
[1764.20-1764.64] 你过去
[1764.64-1767.92] 老先生你别骂我们了
[1767.92-1768.88] 我们知道你不练了
[1768.88-1769.60] 走过去了
[1769.60-1771.84] 但是我说的是实事求是
[1771.84-1773.68] 就是发生在99年2000年
[1773.68-1775.68] 中国的事实
[1775.68-1778.04] 后来我亲身去河南经商的时候
[1778.04-1779.16] 在开封
[1780.60-1783.44] 见了开封市当时的市委书记还是市长
[1783.44-1784.84] 他姓梁
[1784.84-1786.32] 就是梁山的梁
[1786.32-1789.04] 他当时正在市长市委书记任上
[1789.04-1790.92] 他特别得意
[1790.92-1792.80] 他说我就比他们强得多
[1792.80-1794.44] 我就是高素质的干部
[1794.44-1796.20] 我们开封从来不干这个事
[1796.20-1797.84] 我是特别的敬佩他
[1797.84-1799.40] 我说这简直太不容易了
[1799.40-1802.56] 他说那我说你怎么去解这个问题的
[1802.56-1803.56] 他说你放心
[1803.56-1804.64] 没有一个法轮功学员
[1804.64-1806.68] 能从我开封坐火车到北京去
[1806.68-1807.76] 为什么
[1807.76-1810.44] 他说我在开封的火车站
[1810.44-1813.00] 做X光机检查
[1813.00-1816.12] 那不是都火车站有一个过安检的安检门吗
[1816.12-1820.40] 我在地下贴了个李洪志的大照片
[1820.40-1822.88] 就在安检门中间
[1822.88-1824.28] 所有练法轮功的
[1824.28-1825.68] 要去北京闹事的
[1825.68-1828.00] 他都不踩李洪志的脸
[1828.00-1829.92] 所以我们警察当场把他拿下
[1829.92-1830.68] 我们不问
[1830.68-1832.80] 我一听原来是这么干
[1832.80-1834.20] 这更坏
[1834.20-1837.60] 这老梁河南开封的市委书记
[1837.60-1840.72] 这更坏
[1840.72-1841.44] 更阴
[1842.60-1846.28] 共产党针对法轮功
[1846.28-1847.12] 收拾法轮功
[1847.12-1849.08] 镇压法轮功是无所不用其极
[1849.08-1851.68] 这是我亲身经历的几件事
[1851.68-1854.24] 所以我证明法轮功确实是
[1854.28-1858.88] 在中国当时受到了不公正的非人道的待遇
[1858.88-1859.64] 跑出来之后
[1859.64-1862.44] 那就逾越龙门
[1862.44-1863.84] 共产党再也抓不住他们了
[1863.84-1865.08] 所以他们在香港闹
[1865.08-1868.00] 又在香港中环 九龙 红刊
[1868.00-1870.04] 支那法轮功的宣传台
[1870.04-1872.24] 别提多热闹
[1872.24-1874.24] 把共产党的裤衩都给骂没了
[1874.24-1876.88] 那时候香港比较一国两制
[1877.12-1878.80] 它还不是后来的状态
[1878.80-1881.04] 所以法轮功非常自由就骂他
[1881.04-1883.56] 然后包括我们加拿大美国一下飞机
[1883.56-1884.16] 法轮功学员
[1884.28-1885.20] 三退 三退
[1885.20-1886.52] 九评 你退党了吗
[1886.52-1887.12] 你退团了吗
[1887.12-1887.72] 你退队了吗
[1887.72-1888.56] 好厉害
[1889.72-1892.04] 然后法轮功退团 退党那个数字
[1892.04-1893.72] 哎呀 整天涨 整天涨
[1893.72-1895.60] 最后涨的都有点离谱了
[1895.60-1897.40] 因为共产党没有那么多人
[1897.40-1899.24] 那三退的数字怎么那么多呢
[1899.24-1900.56] 包括后来
[1900.56-1902.52] 李洪志先生说
[1902.52-1906.92] 法轮功说中国疫情死了四亿人
[1906.92-1909.28] 我这
[1909.28-1911.92] 我也不能说不是死了四亿人
[1911.92-1913.56] 因为我们也不知道他死了多少人
[1913.56-1916.28] 但是好像中国十四亿人
[1916.28-1917.80] 死了四亿
[1917.80-1920.16] 那我们身边几乎每三个人
[1920.16-1921.88] 四个人中就有一个人死了
[1921.88-1922.80] 我没有感觉
[1922.80-1925.96] 所以也不知道这是怎么来的数据
[1925.96-1928.04] 但是他们还真都信
[1928.04-1930.48] 包括文昭都在他这个频道里
[1930.48-1934.32] 这么一个都讲这些知识分子频道讲这些东西
[1934.32-1937.80] 所以确实是可能还是应了那句话
[1937.80-1938.60] 撒旦先生那句话
[1938.60-1939.48] 人一多了
[1939.48-1940.92] 这个故事就变了
[1940.92-1942.40] 味就变了
[1942.40-1943.40] 所以
[1943.40-1945.84] 法轮功的内讧
[1945.84-1947.64] 不用想也知道内讧的结局
[1947.64-1949.72] 因为他的创始人还没有死
[1949.72-1951.28] 创始人还在
[1951.28-1953.16] 当他的创始人没了之后
[1953.16-1955.16] 如果是人类的故事
[1955.16-1956.92] 爱恨情仇在里边编织的故事
[1956.92-1959.40] 权力欲望性和背叛
[1959.40-1960.68] 在里边编织故事
[1960.68-1961.60] 真正热闹
[1961.60-1963.68] 那是创始人没了才叫热闹
[1963.68-1965.32] 你看伊斯兰教
[1965.32-1966.52] 你看基督教
[1966.52-1968.08] 那创始人没了之后
[1968.08-1969.04] 尤其是伊斯兰教
[1969.04-1973.24] 那俩实业派和这个逊尼派的战争
[1973.40-1975.04] 打了快2000年了
[1975.04-1977.64] 你死我活
[1977.64-1980.76] 所以基督教也不是不也是
[1980.76-1981.64] 新教
[1981.64-1983.88] 东正教
[1983.88-1985.52] 天主教
[1985.52-1989.24] 彼此之间互为互喷
[1989.24-1992.60] 甚至上手段打仗
[1992.60-1994.56] 人类都是这样
[1994.56-1998.20] 所以只是在互联网上互相抹抹黑
[1998.20-1999.28] 还说明什么
[1999.28-2001.76] 说明他们的强力组织还不够强力
[2001.76-2003.08] 当他们有了国家
[2003.08-2004.36] 有了军队之后
[2004.36-2007.72] 人类古老的故事会不断的重演
[2007.72-2008.72] 不断的重演
[2008.72-2012.32] 所以咱们还是要实事求是的
[2012.32-2015.40] 咱们反共也不能反成个傻逼二级馆
[2015.40-2017.80] 挺共也不能挺成一个傻逼二级馆
[2017.80-2019.56] 因为我们现在出来之后
[2019.56-2021.68] 我们都是其他国家的国民
[2021.68-2022.92] 其他国家的公民
[2022.92-2024.40] 但是因为我们的血缘也好
[2024.40-2026.72] 我们的族裔也好
[2026.72-2029.28] 我们跟中国或多或少还是有联系的
[2029.28-2031.12] 所以我们关心中国的事
[2031.12-2033.04] 关心华文世界的事
[2033.08-2038.56] 反龙宫作为华文世界除共产党之外的第二大政治组织
[2038.56-2040.76] 和第二大强力组织
[2040.76-2042.80] 我们关心它的新闻也很正常
[2042.80-2044.20] 好吧
[2044.20-2045.56] 今天就聊到这儿
[2045.56-2048.48] 我现在有点偶像包袱了
[2048.48-2051.44] 尤其是触碰这种敏感话题
[2051.44-2053.48] 我们试着尝试一下
[2053.48-2059.44] 看看观众的容忍度和华语油管世界的容忍度
[2059.44-2061.84] 我们也投石问路看看效果
[2061.84-2062.44] 好吧
[2062.44-2062.92] 嗯
[2063.08-2064.20] 今天就这样
[2064.20-2064.72] 再见
[2064.72-2065.84] 大家睡个好觉
[2065.84-2066.72] 做个好梦
