[0.69-2.45] hello 大家好
[2.45-3.53] 又见面了
[1165.77-1167.49] 让你的孩子去完成
[1167.49-1167.61] 孩子
[1167.85-1170.25] 是上帝和神给我们的礼物
[1170.25-1173.01] 而不是我们生出来的副产品
[1173.01-1175.09] 它不是你的attachment
[1175.09-1177.41] 它是上帝给你的gift
[1177.41-1180.01] 你只是替上帝把他养大
[1180.01-1183.61] 你和他之间是完全平等的两个灵魂
[1183.61-1185.29] 他不欠你任何东西
[1185.29-1187.53] 你也不欠他任何东西
[1187.53-1189.29] 你养饲养他
[1189.29-1192.25] 你获得的饲养小孩
[1192.25-1194.29] raising小孩的乐趣
[1194.29-1197.61] 远远的超过他带过来给你的烦恼
[1197.85-1201.61] 所以在这儿父母们记住千万不要打孩子
[1201.61-1203.53] 不光是这样的警察会抓你
[1203.53-1205.97] 不要打孩子一巴掌都不要打
[1205.97-1207.25] 要尊重他
[1207.49-1208.81] 我们中国人觉得
[1208.81-1210.93] 儿不打玉不浊不成器
[1210.93-1212.57] 儿不打不成才
[1213.53-1214.41] 我跟你讲
[1214.45-1215.89] 不打真的成才
[1215.93-1216.69] 你尊重他
[1216.69-1219.25] 他会学会从小自尊
[1219.69-1222.05] 你把他打的连尊严都没有了
[1222.25-1223.61] 他会变得太扭曲
[1223.61-1224.53] 当他长大了以后
[1224.53-1225.53] 他会恨你
[1225.81-1227.81] 他会全部都把这个毒素
[1227.85-1229.97] 加倍的返还给你
[1229.97-1231.33] 他的家庭环境
[1231.37-1233.69] 家庭生活都不会幸福的
[1233.69-1235.37] 因为他心里已经扭曲了
[1235.41-1237.85] 从小被爸爸妈妈打大的孩子
[1237.89-1239.97] 婚姻一定不会幸福
[1239.97-1241.57] 一定会打自己的孩子
[1241.73-1244.01] 大家一定要稳住
[1244.05-1244.93] 淡定
[1245.17-1246.37] 上帝让他来
[1246.37-1248.29] 给你带来了多少乐趣
[1248.41-1251.17] 压制住自己内心的坏水
[1251.37-1254.33] 然后忍10分钟
[1254.33-1255.45] 你就不想打他了
[1255.45-1256.13] 过了10分钟
[1256.13-1257.37] 你会说孩子过来
[1257.37-1258.61] 爸爸跟你说句话
[1258.61-1260.25] 或者妈妈跟你说个事
[1260.25-1261.41] 他们这时候会很乖
[1261.41-1262.65] 因为他们知道你生怒了
[1262.65-1264.37] 乖老老实实
[1264.37-1265.37] 然后你跟他说
[1265.41-1266.77] 说完了效果一样好
[1267.13-1269.29] 我们家的孩子们都特别的健康
[1269.33-1270.53] 特别的友爱
[1270.57-1272.57] 我前两天我过生日
[1272.57-1274.69] 他们给我画的卡
[1274.69-1276.61] 我都藏在我的小钱包里
[1276.73-1278.69] 我大闺女给我画的卡
[1279.17-1281.41] 我都放在钱包里放了10年了
[1281.45-1282.13] 他不知道
[1282.13-1283.17] 他现在不知道
[1283.77-1285.77] 我打算等他结婚那天拿出来
[1285.81-1287.33] 我赌他一定哭的话
[1287.33-1288.33] 哗啦哗啦的
[1288.37-1289.33] 这种感觉多好
[1289.57-1290.45] 对不对
[1290.49-1291.45] 是不是
[1291.49-1292.93] 因为你有爱
[1292.93-1294.09] 你被爱包着
[1294.13-1297.85] 所以你这种感觉真的是会传递给孩子们
[1297.85-1301.33] 这才是我们父母给孩子们最大的遗产
[1301.33-1304.77] 那加拿大和美国的白人是个什么状态呢
[1304.77-1305.89] 我跟你们说说
[1306.89-1310.21] 加拿大和美国的50岁以上的白人
[1310.25-1311.49] 特别好
[1312.21-1313.73] 50岁以下的白人
[1313.73-1314.93] 一般般
[1314.97-1316.37] 20岁左右的
[1316.37-1317.29] 跟他们中国小孩
[1317.33-1317.77] 差不多
[1317.77-1318.69] 都是生瓜蛋
[1318.73-1319.57] 为什么这样呢
[1319.57-1322.93] 除了人的进化成熟之外
[1322.93-1324.45] 还有个很重要的原因
[1325.93-1328.89] 这一代就是50岁以上的这一代
[1328.93-1330.37] 加拿大美国白人
[1330.41-1332.65] 他们是在黄金时代出生的
[1332.77-1335.09] 就是50岁到80岁之间的这一代人
[1335.09-1336.97] 他们是战后婴儿潮出生的
[1337.13-1339.69] 他们是出生在人类最繁华
[1339.69-1342.85] 最文明的时代的罗马城的罗马婴儿
[1344.05-1345.33] 没打过大仗
[1345.37-1346.73] 没受过挫折
[1347.17-1348.17] 就是年轻的时候
[1348.17-1349.57] 都是美国最高峰
[1349.57-1351.05] 你想他们年轻的时候是什么
[1351.05-1352.01] Michael Jackson
[1352.21-1353.09] 麦当娜
[1353.13-1354.73] 80年代里根总统
[1355.09-1356.33] 简直是太好了
[1356.33-1358.33] 所以他们的人生充满了正
[1358.33-1359.85] 充满了喜乐
[1359.89-1361.89] 充满了这种感恩
[1361.93-1363.81] 他们自己也许没意识到这一点
[1363.85-1366.41] 但是当他们到今天以后
[1366.45-1368.01] 他们就非常的包容
[1368.01-1369.25] 他们没有那么恨
[1369.37-1371.01] 所以你刘阿姨给人讲说
[1371.01-1373.45] 这边人要弄集中营
[1373.49-1374.45] 给你放上去
[1374.49-1376.49] 其实我是要给他打一个问号
[1376.49-1377.97] 要减磅
[1378.21-1379.73] 要淡化他的这种威胁
[1379.73-1380.21] 为什么呢
[1380.21-1381.53] 因为人变了
[1382.17-1383.85] 我毫不怀疑他们的爷爷
[1383.85-1385.69] 他们的父亲会把我们送进集中营
[1385.69-1386.73] 但是他们这一代人
[1386.73-1388.25] 他们到50岁到80岁
[1388.29-1389.37] 长了全以后
[1389.41-1391.57] 他们的心里边是不一样的
[1392.01-1393.69] 真的是人的变化特别大
[1393.69-1396.17] 因为人在年轻时候形成你的性格
[1396.21-1397.61] 你看习主席就知道了
[1398.09-1399.89] 他失去外力束缚之后
[1399.93-1401.61] 他发出自我来的时候
[1401.61-1404.61] 他发出来的自我就是他30岁左右
[1404.85-1405.93] 十几岁到30岁左右的人
[1405.93-1407.29] 30岁之间
[1407.45-1410.85] 他人格形成那个时间给他的人生
[1410.89-1412.73] 所以中国的希望在哪
[1413.29-1414.41] 我给你们点希望
[1414.41-1416.09] 上次给你们把希望给打没了
[1416.09-1416.89] 给你点希望
[1417.13-1418.45] 中国的希望
[1418.61-1420.25] 在我们这一代人
[1420.49-1422.25] 80后70后
[1422.29-1424.69] 真正掌权独裁之后
[1424.69-1425.53] 中国有希望了
[1425.53-1427.73] 因为这一代人是改开
[1427.77-1428.77] 下边长大了
[1428.93-1431.33] 他们现在虽然在这入魂入脑
[1431.33-1432.81] 在这装逼在这学
[1432.81-1434.45] 就跟习近平当时学邓小平
[1434.49-1435.37] 和三个代表一样
[1435.37-1436.37] 他是装的
[1436.61-1438.05] 他一旦解放了以后
[1438.09-1442.37] 他会回到他15岁到30岁的青春岁月
[1442.69-1443.25] 我们等着
[1443.49-1444.53] 所以你掐指一算
[1444.69-1445.81] 为什么老王说20年
[1445.81-1447.33] 这把全是有关联的
[1447.33-1448.61] 世界没那么复杂
[1449.17-1450.05] 熬20年
[1450.09-1451.45] 把这拨人熬死了
[1452.01-1453.41] 下一拨人才有希望
[1454.69-1457.93] 跟大家最后再跟大家聊一个话题
[1457.93-1460.21] 就是说很多人让我说实证
[1460.21-1461.01] 我会说
[1461.01-1461.93] 但是我不敢说
[1461.93-1462.29] 为什么
[1462.29-1463.57] 因为这些人还都在
[1463.69-1465.33] 我说他们会真疼
[1465.37-1468.65] 我今天收到YouTube给我发的一封信
[1468.65-1469.77] 说我可以开会员了
[1469.77-1470.93] 别说我太激动了
[1470.93-1472.37] 别人都搞一年才能开会员
[1472.37-1474.77] 我的一个礼拜就让我开会员了
[1475.05-1476.77] 我会开一个会员频道
[1476.81-1477.85] 会员频道里边
[1477.85-1478.89] 咱们约法几章
[1478.89-1480.49] 第一绝对不许搬运
[1480.65-1481.81] 不许给我他们下载
[1481.81-1484.09] 到处去做所谓的粉丝频道去
[1484.09-1484.81] 这个不行
[1484.85-1485.77] 咱们公开频道
[1485.77-1486.57] 你怎么做都行
[1486.57-1487.81] 会员频道绝不可以
[1487.81-1488.17] 为什么
[1488.17-1489.93] 你会给我带来很大的麻烦
[1489.97-1491.01] 你怎么去害我
[1491.53-1492.61] 咱们做人要厚道
[1493.13-1495.21] 第二我会在会员频道里边
[1495.21-1497.73] 评论你们真正想听的那种
[1497.73-1499.77] 老王的所谓的真知灼见也好
[1499.81-1500.85] 一家之言也好
[1501.13-1502.09] 郭总统是怎么回事
[1502.61-1504.53] 什么这个人是怎么回事
[1504.85-1506.37] 那个事是怎么回事
[1507.69-1509.73] 他在后边有藏一些什么东西
[1509.89-1510.97] 我来说这些东西
[1510.97-1513.65] 大家铁粉们进来
[1514.09-1515.85] 我的会员的费用会非常低
[1515.85-1516.73] 就是象征象征的
[1516.73-1518.01] 我不会割你们的韭菜的
[1518.21-1520.21] 但是你们要够对得起我
[1520.65-1522.65] 你们别他妈的给我弄到外上去
[1522.65-1524.09] 我真上了红通了
[1524.09-1524.97] 你惨
[1525.21-1527.33] 我开着会员干啥
[1527.33-1528.05] 我不是浪了吗
[1528.05-1528.73] 对不对
[1529.13-1530.17] 今天就说到这儿
[1530.81-1533.17] 祝大家开开心心快乐一整天
[1533.17-1533.97] 再见
