[2.00-3.28] hello 大家好
[3.28-4.04] 又见面了
[1264.84-1268.40] 郎咸平和方舟子是一类人
[1268.52-1271.56] 玩的事崛起模式是一样的
[1271.56-1273.92] 因为他有这样的脑残粉群体
[1273.96-1275.60] 他有这样的分析能力
[1275.64-1278.32] 他往被制成身上抹脏水的能力
[1278.32-1281.12] 也是普通乌合之众老百姓
[1281.12-1283.08] 根本比你不了的
[1283.24-1284.32] 所以他就咬死了
[1284.36-1285.88] 阴谋论
[1285.92-1287.56] 人性黑暗论
[1287.56-1289.32] 就是你贝止成为什么这么热情
[1289.32-1290.96] 就是因为你干的
[1291.44-1293.32] 你为什么对事情这么了解
[1293.32-1295.24] 就是因为你本人干的
[1295.28-1298.28] 所以你根本就是他妈贼喊捉贼
[1298.92-1300.68] 影响了无数的人
[1300.68-1301.84] 直到今天
[1301.88-1304.28] 还有很多人站在方舟子那边
[1305.16-1307.48] 使得本来有机会
[1307.56-1310.28] 舆论来一波压倒性的舆论
[1310.28-1311.36] 推动官
[1311.40-1313.80] 推动国家领导人重视
[1313.80-1315.56] 让朱令沉冤得雪
[1315.60-1318.12] 这次机会彻底胎死腹中
[1318.36-1320.92] 甚至让贝止成等人
[1320.96-1322.40] 惹一屁股的骚
[1322.40-1324.16] 因为他方舟子狠
[1324.64-1326.84] 直接他妈的跑你贝家祖坟
[1326.84-1328.64] 就说你贝止成是个坏人
[1328.68-1329.92] 是你干的
[1330.40-1331.56] 贼喊捉贼
[1332.84-1334.24] 贝止成有口莫辩
[1334.28-1335.04] 为什么
[1335.08-1336.20] 我跟大家解释一下
[1336.24-1337.60] 因为我也是亲历记
[1337.64-1340.12] 为什么我跟大家解释方舟子这个事
[1340.12-1341.20] 根本就不对
[1341.24-1341.72] 第一
[1341.72-1343.64] 贝止成为什么这么了解这件事
[1343.64-1346.80] 是不是只有凶手才这么了解这件事
[1346.80-1347.40] 错
[1347.84-1348.44] 你比如说我
[1348.44-1350.00] 你说为什么这么了解
[1350.00-1350.92] 某些公司
[1350.92-1352.88] 比如说猛牛的资本运作
[1353.52-1354.52] 国美的资本运作
[1354.52-1355.72] 我是黄光玉吗
[1355.92-1357.20] 我是黄光玉的副总裁吗
[1357.20-1357.80] 不是
[1357.80-1359.16] 我为什么那么了解
[1359.16-1360.24] 因为我是专家
[1361.48-1363.12] 当我非常感兴趣
[1363.12-1364.32] 我又有专业知识的时候
[1364.32-1366.28] 我就可以做到跟他一样了解
[1366.92-1369.28] 在刑事侦查中也是一样的
[1369.52-1371.08] 如果这个人很聪明
[1371.08-1372.04] 冰雪聪明
[1372.88-1373.40] 又有高级的知识
[1373.40-1373.60] 又有高级的知识
[1373.60-1375.48] 认识分子的头脑训练
[1375.48-1379.36] 他全身心的投入这样并不复杂的一次刑事案件
[1379.36-1381.68] 他的效率是超过刑侦警察的
[1382.56-1384.76] 所以贝止成知道所有的过程
[1385.88-1387.88] 你不能说福尔摩斯就是凶手
[1387.88-1388.44] 操你妈
[1388.44-1389.72] 东方快车谋杀案
[1389.72-1391.56] 最后大家指福尔摩斯凶手
[1391.56-1391.84] 为什么
[1391.84-1392.72] 你为什么知道
[1393.68-1394.48] 因为他聪明
[1394.84-1396.04] 他沉浸在其中
[1396.04-1397.28] 他像柯南一样
[1397.60-1398.88] 他就了解了这个过程
[1398.88-1401.24] 那你妈就说柯南是凶手了
[1401.72-1403.36] 那这个就是方舟子的第一个问题
[1403.36-1404.44] 第二个问题
[1404.44-1407.00] 贝止成怎么可能知道所有的事
[1407.00-1408.60] 因为就是我说的那句话
[1408.60-1411.48] 199几年的清华大学化学系
[1411.48-1412.56] 就他们那么几个人
[1412.56-1413.84] 25个学生那班
[1415.90-1418.18] 他们连胡锦涛的闺女都住在那宿舍楼
[1418.18-1419.78] 我们之间的关系进到什么程度
[1419.78-1422.54] 那个年代的大学生之间的距离有多近
[1422.54-1423.34] 我给你们讲一讲
[1423.50-1425.62] 我说一个屋里边住4个人6个人
[1425.62-1426.94] 可能你们没有概念
[1427.42-1428.66] 我们都做小生意
[1429.90-1430.58] 我们都做小生意
[1430.58-1431.62] 在宿舍里做点生意
[1432.02-1432.38] 我告诉你
[1432.78-1434.62] 于敏洪新东方的无限耳机
[1434.62-1434.82] 无限耳机
[1434.82-1438.34] 考雅思托弗的无限耳机
[1438.70-1439.98] 是我王岐手导的
[1440.42-1443.14] 我在北理工所有的水房里刷广告
[1443.14-1445.78] 10块人民币收一个四六级耳机
[1445.78-1447.38] 因为我们考四六级大学生
[1447.38-1448.42] 都会买新耳机
[1448.82-1449.86] 大概二三十块钱
[1449.86-1450.86] 买这么一个新耳机
[1450.86-1452.02] 用这一次四六级考试
[1452.02-1452.86] 不会再用了
[1453.66-1454.54] 我10块钱收购
[1454.94-1456.86] 然后我陌生卖给于敏洪
[1457.22-1459.22] 新东方卖给当时还有个叫实力的
[1459.22-1459.74] 刘兰
[1460.42-1461.54] 17块钱他给我
[1462.06-1463.54] 因为这是半价崭新的
[1464.10-1464.58] 只用过一次
[1464.58-1466.10] 他从市面上买
[1466.10-1466.66] 他35
[1466.66-1467.58] 他17块钱给我
[1467.58-1468.86] 我正差价7块钱
[1468.86-1470.74] 这是我王岐手人生第一桶金
[1470.74-1471.94] 在北理工干这件事
[1472.30-1474.62] 我的收购范围可不及局限于北理工
[1474.62-1476.14] 我考完四六级
[1476.14-1477.10] 我各校去收
[1477.10-1480.98] 我是无限耳机的做事商
[1483.42-1485.30] 胡锦涛的女儿也是92级的
[1485.30-1489.30] 胡锦涛的女儿就住在孙维助令的宿舍楼上
[1489.58-1491.18] 胡锦涛女儿做什么生意
[1491.30-1492.86] 胡锦涛女儿也很清贫
[1492.98-1493.86] 她叫胡海
[1493.86-1494.82] 胡海峰
[1494.82-1495.26] 胡海松
[1496.98-1497.66] 胡海清
[1497.66-1499.94] 她卖牛仔裤
[1499.98-1501.82] 胡锦涛女儿卖牛仔裤
[1501.82-1503.26] 25块钱一条
[1503.38-1504.74] 从冻坯
[1504.74-1505.38] 关坯
[1505.38-1506.46] 倒牛仔裤
[1506.46-1509.34] 回来在清华女生宿舍卖
[1510.14-1512.02] 因为胡锦涛确实很清廉
[1512.86-1513.66] 他那个年代
[1513.66-1514.66] 90年代初
[1514.70-1515.38] 大学是干
[1515.62-1516.46] 肖建华干什么
[1516.46-1517.58] 你们知道吗
[1517.62-1519.26] 肖建华玩的就比我的层次高了
[1519.26-1520.94] 肖建华玩会选
[1520.98-1521.74] 大家都知道
[1521.74-1523.14] 今天你看肖建华是北京大学学生会主席
[1523.14-1523.82] 是北京大学学生会主席
[1523.86-1526.94] 他这学生会主席是10块钱
[1526.94-1527.94] 一板饭票
[1527.94-1530.58] 那个时候北大的饭票是塑料纸印的
[1531.86-1532.82] 塑料饭票
[1532.86-1534.18] 他用饭票
[1534.22-1537.10] 行贿同学们
[1537.14-1538.78] 只要选他当学生会主席
[1538.94-1540.26] 就给你10块钱的饭票
[1540.38-1543.50] 他很快的就买到了足够多的选票
[1543.50-1544.34] 没花多少钱
[1544.34-1545.66] 千百人民币就够了
[1545.66-1547.94] 因为学生的投票率非常低
[1548.14-1549.46] 投票预养非常低
[1549.58-1551.94] 成东盛给他做前客
[1551.98-1553.54] 他自己直接候选
[1553.54-1553.78] 会选
[1553.78-1554.90] 形象不好
[1554.90-1557.14] 成东盛就是明天的常务副总裁
[1557.14-1558.90] 成东盛也是他们宿舍了
[1559.38-1561.02] 法律系的上下铺兄弟
[1561.06-1561.98] 给他会选
[1561.98-1563.10] 他就这么选下来
[1563.10-1564.66] 选上来的学生会主席
[1564.66-1567.02] 他学生会主席为什么要花10块钱
[1567.02-1568.22] 选一张选票
[1568.22-1568.82] 为啥
[1569.10-1576.58] 那个是因为为了学生会承包录像厅和舞厅
[1576.58-1581.10] 当时北大的室内体育馆
[1581.10-1581.90] 它是舞厅
[1581.90-1582.70] 到周末的时候
[1582.70-1583.74] 可以办学生舞
[1583.78-1584.34] 会
[1588.38-1589.98] 和舞会门票收入
[1589.98-1592.66] 就归学生会主席小团体来支配
[1592.82-1596.06] 所以他前期投资1800万
[1596.06-1597.38] 不是1800人民币
[1597.38-1598.86] 会选成功之后
[1599.30-1602.86] 他光周末的门票钱
[1603.78-1606.02] 他进行门票制度改革
[1607.18-1610.10] 成东盛和肖建华就是男生收票
[1610.14-1610.62] 5票
[1610.62-1611.54] 大概5毛钱
[1611.54-1611.94] 1块钱
[1612.22-1613.02] 我忘了价格了
[1613.02-1613.74] 女生免费
[1613.78-1615.34] 因为女生是稀缺资源
[1615.34-1618.54] 所以肖建华就有挣了很多钱
[1618.54-1619.78] 他每个星期都能挣1000
[1619.98-1622.06] 所以老肖那是有钱的人
[1622.06-1625.98] 人家那个时代大学生彼此之间都在做生意
[1626.98-1629.38] 互相之间串的厉害
[1629.38-1630.66] 彼此之间认识
[1630.66-1633.50] 所以小辈想知道化学系的事
[1633.50-1636.46] 很容易没有不透风的墙
[1636.46-1638.62] 所以宿舍里的关系
[1638.78-1639.70] 谁有动机
[1639.70-1640.94] 他们吵过几次架
[1641.42-1642.38] 他们吵架的时候
[1642.38-1644.70] 甚至拿洗脚盆装了水
[1644.70-1646.42] 泼到了对方的床单上
[1646.42-1648.82] 女生小辈都可以知道
[1648.94-1650.26] 这些信息大家都可以知道
[1650.54-1651.46] 没有不透风的墙
[1651.46-1653.14] 因为男女之间谈恋爱
[1653.14-1655.22] 女孩会告诉他男朋友所有的秘密的
[1655.90-1659.94] 所以我们想知道这些数据和信息
[1659.94-1662.62] 是比公安局刑警支队
[1662.62-1665.78] 刑警队分开审理的速度还要快
[1665.78-1667.50] 信息还要缜密和真实的
[1667.50-1670.06] 所以贝智诚知道了这些信息之后
[1670.06-1672.10] 他当然知道是他中毒了
[1672.10-1675.90] 所以他就在网上问大家是不是他中毒
[1675.90-1678.78] 有意的往他中毒那方面去引导
[1678.78-1680.62] 正是因为这个行为
[1680.62-1682.18] 被方舟子抓住了弱点
[1682.70-1683.98] 方舟子说就是你干的
[1683.98-1687.86] 要不然你发的比如说发了一千封国际邮件
[1687.86-1689.98] 人家认为他中毒的只有30封
[1689.98-1692.02] 大约970封认为不是他中毒
[1692.02-1693.70] 你为什么只公布这30封
[1694.62-1696.38] 那就是你知道是他中毒吗
[1696.38-1698.10] 这话说的没错
[1698.10-1699.82] 贝智诚可能确实知道他中毒
[1699.82-1700.90] 贝智诚知道他中毒
[1700.90-1701.94] 不是因为是贝智诚
[1702.10-1702.70] 下的毒
[1702.70-1704.98] 而是因为贝智诚通过同学的关系
[1704.98-1707.78] 通过宿舍女生之间的关系
[1707.78-1708.90] 很快就知道了
[1708.90-1710.86] 那女生嚼舌根的有的是
[1711.50-1714.34] 所以但是被方舟子这么一搅
[1714.34-1716.90] 你看今天大家看今天
[1716.90-1720.14] 方舟子又开始说朱令去世的这件事
[1720.14-1722.42] 方舟子到今天还有铁粉
[1722.42-1723.86] 认为是贝智诚下的毒
[1723.86-1725.50] 而且为数非常多
[1725.50-1727.94] 大家知道民意当一半的人都说
[1727.94-1730.54] 是福尔摩斯是杀人凶手的时候
[1730.54-1731.86] 那福尔摩斯真的就
[1732.10-1733.62] 只能不干这事了
[1733.62-1734.98] 只能不再查下去了
[1734.98-1735.78] 否则的话
[1735.78-1737.34] 你跳进黄河都洗不清
[1737.34-1739.14] 这事已经过去这么多年了
[1739.14-1741.46] 所以这个就是朱令案的真实
[1741.46-1742.58] 我亲历的
[1742.58-1745.30] 我说的所有的话都可以负责
[1745.30-1748.62] 因为我就是朱令同一个时代的人
[1748.62-1750.26] 我跟朱令之间的物理距离
[1750.26-1752.58] 就是眼睛对眼睛就这么近
[1752.58-1755.26] 我跟朱令之间只隔了一个孩子
[1755.26-1756.98] 就是他的一个女同学
[1756.98-1758.50] 就隔了这么一个孩子
[1758.50-1761.30] 所以有什么秘密
[1761.30-1761.62] 呀
[1761.62-1762.06] 在我们
[1762.10-1762.86] 眼里没有秘密
[1762.86-1764.98] 但是我们为什么不说出来
[1764.98-1766.54] 被制成说了
[1766.54-1767.78] 操他们什么下场
[1768.14-1770.06] 现在被制成变成偷犊子了
[1770.06-1771.46] 然后孙维在哪
[1771.46-1774.82] 完全没有受到任何的波折
[1774.82-1776.34] 而且孙维急贼
[1776.34-1777.14] 他就跑了
[1777.14-1779.02] 隐姓埋名跑了
[1779.02-1780.74] 但是我相信
[1780.74-1781.66] 是不是你干的
[1781.66-1783.26] 是不是你们三个女生干的
[1783.26-1785.02] 那全世界都知道
[1785.02-1786.02] 那儿也知道
[1786.02-1788.50] 迟早有一天你们会接受审判
[1788.50-1789.94] 人世间审判不了
[1789.94-1791.62] 是因为你们祖上的阴秘太强了
[1791.62-1793.78] 孙岳奇
[1793.78-1796.86] 孙祈月给你们搭建的保护伞
[1796.86-1799.38] 正好在其实早10年
[1799.38-1799.94] 晚10年
[1799.94-1801.46] 孙祈月没几把鸟用
[1801.46-1802.50] 胡锦涛时代
[1802.50-1803.30] 习近平时代
[1803.30-1805.06] 一点鸟用都没有
[1805.06-1807.46] 但是恰恰就在正确的时空
[1807.46-1809.26] 忽然出现了这样的保护伞
[1809.26-1809.94] 护住你们
[1809.94-1811.18] 而且你们又很聪明
[1811.18-1814.02] 及时的办了移民跑了
[1814.02-1815.34] 公安再想抓你们
[1815.34-1819.22] 也没有不是部署督办大案
[1819.22-1821.14] 亲自皇上批下来的预办案
[1821.14-1823.02] 预办案子推动不了了
[1823.02-1825.70] 所以你们在人世间逃过了这么一劫
[1826.42-1828.02] 但是这条人命
[1828.94-1830.62] 巨大的雷
[1830.62-1832.38] 实际上是挂在你们三个身上的
[1832.58-1834.58] 你们三个不会有好下场的
[1834.82-1837.66] 所以咱们朱令这个事
[1837.98-1838.90] 我就说完了
[1839.06-1840.58] 然后我的观众朋友里边
[1840.58-1842.10] 有朱令身边的人
[1842.30-1843.14] 给我写了信
[1843.14-1844.30] 也是朱令这个事
[1844.30-1845.62] 让我说一说
[1847.02-1847.90] 他也在国外
[1847.90-1849.22] 因为他们清华这一届
[1849.22-1850.94] 基本上北大的都在国外
[1851.14-1855.38] 他是原住朱令基金会的一个发起人
[1855.38-1858.26] 这个同学应该我们也都是同龄人
[1858.26-1859.14] 比我大一岁
[1859.30-1860.18] 他应该是92级的
[1860.18-1861.58] 或者比我大两岁
[1862.34-1865.86] 这个事其实非常简单
[1866.66-1867.94] 来龙去脉
[1867.94-1869.06] 没有什么复杂的
[1869.06-1871.06] 就是小孩之间内斗
[1871.06-1874.10] 然后把事弄大了
[1874.54-1877.34] 没有控制好节奏
[1877.94-1880.66] 如果要是老百姓的孩子
[1880.66-1881.10] 就是马家
[1881.10-1882.98] 马家绝马家绝的下场
[1883.26-1885.26] 那就是官宦的子弟
[1885.26-1886.42] 那就是孙维
[1886.74-1889.42] 所以就是这么一个状态
[1889.90-1890.94] 我相信
[1891.06-1892.98] 冥冥之中一切自有天意
[1893.18-1894.26] 我玩生意玩这么多年
[1894.26-1897.50] 一切之间自有轮回报应
[1897.50-1899.70] 不是不报是时机未到
[1899.70-1903.70] 或者我们肉眼凡胎看不见原因
[1904.30-1905.98] 有可能是往后时机未到
[1905.98-1907.94] 有可能往前是还有其他原因
[1907.94-1908.78] 我们看不见
[1909.30-1911.06] 总之不会这事
[1911.10-1911.94] 不了了之的
[1911.94-1915.66] 猪令的事我们就今天就说完了
[1915.66-1916.94] 好了
[1916.94-1918.46] 接着给大家念信了
[1918.46-1922.78] 隔壁老王除了不偷各位的老婆
[1922.78-1925.42] 可以扮演大家知心大哥的
[1925.42-1928.10] 或者小老弟的角色
[1928.10-1930.06] 用我的肉眼凡胎
[1930.06-1932.46] 回答大家的问题
[1932.46-1933.78] 感受大家的疑惑
[1933.78-1934.98] 抛砖引玉
[1934.98-1936.70] 让大家清醒一整天
[1936.70-1939.58] 王老师您好
[1939.58-1941.34] 我现在想把天津的房子卖掉
[1941.34-1942.14] 去香港开户
[1942.14-1943.74] 把钱转过去可行吗
[1943.74-1945.22] 新加坡的机票太贵了
[1945.22-1946.14] 我财力也不宽裕
[1946.14-1946.94] 能省则省吧
[1946.94-1947.90] 别笑话我
[1947.90-1949.30] 孩子在天津读初三
[1949.30-1950.50] 过完年马上中考了
[1950.50-1952.82] 房子也就能卖个200万人民币
[1952.82-1953.46] 朋友笑话
[1953.46-1954.58] 这点钱别折腾了
[1954.58-1955.78] 我有点懵
[1955.78-1958.42] 另外我浅薄的金融知识理解为
[1958.42-1960.26] 现在美元进入降息周期
[1960.26-1961.78] 是否需要再等等换美元
[1961.78-1963.42] 祝王老师身体健康
[1963.42-1964.30] 开心快乐
[1964.30-1964.98] 好
[1965.70-1966.86] 天津好同学
[1967.18-1968.06] 你就算了
[1968.06-1968.86] 你朋友说的对
[1968.86-1970.02] 你这不200万人民币
[1970.02-1970.90] 你折腾个啥
[1970.90-1971.50] 呀
[1971.50-1971.98] 看老王呢
[1971.98-1973.46] 频道清醒一整天
[1973.46-1974.62] 清醒一辈子
[1974.62-1976.86] 不是指的是你马上就折腾
[1976.86-1980.02] 因为我们人还是有五弥六道
[1980.02-1981.58] 还是有六道轮回的
[1982.70-1983.50] 你看破红尘
[1983.50-1985.26] 你就真的能出家为僧
[1985.46-1986.06] 你吹牛逼
[1986.22-1987.26] 因为你又不是李淑彤
[1987.90-1989.34] 所以你就是看破红尘
[1989.34-1989.98] 放下一切
[1989.98-1992.66] 你也只能扮演人夫人妇
[1993.02-1994.26] 人子的角色
[1994.26-1996.02] 所以你就你这200万
[1996.02-1997.22] 就这么一套房子
[1997.22-1998.18] 你我看你这样子
[1998.18-1999.14] 连新加坡机票
[1999.14-2000.38] 你都舍不得买
[2000.38-2001.66] 你就别折腾了
[2001.66-2001.94] 你就
[2001.94-2002.26] 住着
[2002.38-2002.94] 你卖了房子
[2002.94-2003.82] 住哪去
[2004.38-2005.26] 像你这样的人
[2005.26-2006.74] 就像我当年在李佩玉
[2006.74-2008.06] 中国经营报开会
[2008.06-2009.10] 得罪他们一样
[2009.10-2009.98] 我不怕得罪你
[2009.98-2011.78] 就你这点钱不配理财
[2011.78-2012.26] 明白吧
[2012.26-2013.18] 你别理财了
[2013.94-2015.26] 你就好好的住着
[2015.26-2016.82] 把你的日子过好
[2016.82-2017.98] 共产党再折腾
[2017.98-2019.02] 也影响不了你
[2019.02-2020.58] 天津是个水路码头
[2020.58-2021.94] 冻天伏地
[2021.94-2023.90] 200万还能跌到哪去
[2024.10-2025.42] 人民币马上就要毛了
[2025.42-2026.26] 印那么多
[2026.26-2027.62] 所以你的绝对数字
[2027.62-2029.38] 也不会跌到多少的
[2030.06-2030.98] 你就好好过日子
[2031.14-2031.86] 你又卖房子
[2031.86-2032.34] 又折腾
[2032.34-2033.62] 又换美金的
[2033.62-2035.62] 然后你那点小财库
[2035.62-2037.82] 你那点心理小承受能力
[2037.82-2039.62] 你再有个三长两短的
[2039.62-2040.22] 有个波动
[2040.22-2040.98] 你再扛不住
[2041.22-2042.14] 你就得不偿失
[2042.14-2042.94] 别折腾了
[2044.06-2044.86] 老王您好
[2044.86-2046.02] 是您忠实粉丝
[2046.02-2047.78] 从翟副主席引流过来的
[2047.78-2049.98] 自我介绍和您同岁独子
[2049.98-2051.26] 老婆小我几岁
[2051.26-2051.82] 两个儿子
[2051.82-2053.38] 8岁一个11岁一个
[2053.38-2054.74] 一线城市大学毕业后
[2054.74-2056.18] 在银行工作一年多
[2056.18-2057.46] 考了托福后
[2057.46-2059.98] 99-01年在多伦多读硕士
[2059.98-2061.30] 做过各种工作
[2061.30-2061.66] 包括
[2061.66-2063.06] 但不限于装修
[2063.26-2064.98] 扩幅拆房子里边的结构
[2064.98-2066.54] 车道重新铺水泥
[2066.58-2067.86] 院子里挖游泳池
[2067.86-2068.46] 挖渔池
[2068.46-2069.38] 搬家导游
[2069.38-2070.30] 国内小团
[2070.30-2072.26] 拉斯尼亚加拉大瀑布
[2072.26-2073.26] 赌场一日游
[2073.26-2074.62] 司机兼地陪
[2075.10-2076.10] 会说广东话
[2076.10-2076.58] 上海话
[2076.58-2077.34] 普通话
[2077.34-2080.06] 另外听得懂全国大部分的方言
[2080.30-2081.22] 仓库卸货
[2081.22-2081.94] 日本料理
[2081.94-2083.30] 做和食服务员
[2083.30-2085.22] 粤菜大酒楼厨房
[2085.22-2086.10] 从打砸水台
[2086.10-2086.46] 砧板
[2086.46-2087.58] 抓马一切
[2087.58-2088.82] 直到油炉
[2088.86-2091.10] 粤菜大酒楼的buzzball起台
[2091.10-2091.62] 起台
[2091.66-2095.90] 卖649和super7的那种便利店的员工
[2095.90-2096.86] 我去大哥
[2096.86-2099.34] 你是你他妈是超人吗
[2099.34-2100.38] 你我操
[2100.38-2101.30] 我都要跪下了
[2101.30-2102.34] 你是什么都会
[2103.86-2105.06] 为什么做这么多labor
[2105.06-2106.02] 因为我玩惯了
[2106.02-2106.90] 喜欢酒吧
[2106.90-2107.74] 卖酒
[2107.74-2110.14] 游戏机和去赌场小玩
[2110.14-2112.06] 但是拿爸妈的钱这么耍手
[2112.06-2112.82] 有负罪感的
[2112.82-2114.22] 所以自己辛苦挣来的钱
[2114.22-2115.18] 可以随便造
[2115.22-2116.70] 所以我当时留学的时候
[2116.70-2118.26] 就这么玩了
[2118.30-2120.18] 同一城市来的小留学生
[2120.18-2120.98] 就三个
[2120.98-2121.62] 我们副市长
[2121.62-2122.10] 的儿子
[2122.10-2124.14] 海关副馆长的儿子和屌丝的
[2124.14-2124.34] 我
[2124.34-2125.66] 你看这个哥们
[2125.66-2126.86] 我不知道这个哥们是谁
[2126.98-2127.70] 就我的同龄
[2127.70-2129.30] 是这个哥们就接地气
[2129.34-2130.30] 大家听明白了
[2130.30-2131.86] 他在多伦多留学的时候
[2131.86-2133.54] 他干了多少活
[2133.54-2134.26] 他他妈逼的
[2134.26-2135.62] 适应能力太强了
[2135.62-2137.46] 给他扔到阿拉斯加去
[2137.46-2138.58] 他都能得那100万
[2138.58-2139.26] 欢迎生存
[2139.26-2140.34] 他都能活下来
[2140.34-2141.22] 我毫不怀疑
[2141.22-2142.42] 我这个哥们去
[2142.86-2144.62] 给他扔到小灰人的飞船里
[2144.66-2146.34] 他都能在飞船里卖酒
[2146.38-2147.22] 发财
[2147.34-2150.02] 所以这个哥们就是打labor工的
[2150.22-2151.30] 我要
[2151.30-2151.82] 抓出来
[2151.82-2153.06] 他说是什么意思
[2153.34-2154.02] 你们不要忘了
[2154.02-2155.30] 他是我的同龄人
[2155.38-2157.06] 他他们在多伦多念书的时候
[2157.06-2158.18] 是20年以前
[2158.22-2160.14] 20年以前的加拿大
[2160.14-2162.14] 学前绝对不可能打工
[2162.14-2163.22] 不许你打工
[2163.54-2164.86] 抓住就遣返
[2165.78-2166.90] 他打了吗
[2167.30-2168.78] 显然他打了
[2168.82-2170.58] 而且他打得丰富左采
[2170.58-2171.74] 各行各业他都打了
[2171.74-2172.34] 这就叫
[2172.46-2174.50] 所以昨天那期我就讲
[2174.50-2176.50] 叫天无绝人之路
[2176.66-2178.22] 西方世界不是共产党
[2178.22-2178.94] 没有天王
[2178.94-2180.34] 没有到处验身份证
[2180.42-2181.26] 你只要
[2181.30-2183.42] 勤勉的想活下去
[2183.42-2185.42] 你被捉住去遣返的概率
[2185.42-2186.66] 几乎太低了
[2186.66-2188.94] 到处都是给你留下来的空间
[2188.94-2189.86] 所以美国加拿大
[2189.86-2191.70] 为什么就要说是人间天堂
[2192.82-2194.34] 它是上帝给人类留下来的
[2194.34-2195.78] 最后一方乐土
[2195.78-2197.18] 当你混不下去的时候
[2197.18-2198.34] 你来美国加拿大
[2198.46-2199.86] 你就都能活下去
[2199.86-2202.58] 而且两三代以后
[2202.58-2204.10] 就都变成这的主流了
[2205.34-2206.54] 这个就是道理
[2206.54-2208.78] 我在这接触有一些我的同龄人
[2208.78-2211.26] 当年的老知识分子
[2211.30-2212.42] 都偷着打工
[2212.42-2214.26] 我的一个上海朋友给我讲
[2214.26-2216.78] 当时今天他也人生非常成功
[2216.78-2218.82] 他说他90年代在这边打工的时候
[2218.82-2221.66] 他们晚上偷偷的去温哥华外海
[2221.66-2223.38] 就是海边抓螃蟹
[2223.38-2225.38] 买了个螃蟹笼子去抓螃蟹
[2225.90-2227.10] 想解蝉
[2227.46-2228.62] 上海人喜欢吃螃蟹
[2229.06-2230.58] 然后当然他们穷学生
[2230.58-2231.98] 肯定不买那个license
[2232.42-2234.38] 而且他们都是学生偷偷打工的
[2234.38-2235.82] 然后他们就把螃蟹笼子
[2235.82-2238.34] 扔在second narrow桥底下
[2238.34-2239.58] 那个时候螃蟹多
[2239.58-2241.14] 拽出来全是螃蟹
[2241.30-2241.74] 几个女生
[2241.74-2243.06] 几个男生一起干这个事
[2243.06-2244.30] 就被渔业警察
[2244.30-2246.66] 人家晚上有居民举报他们
[2246.66-2247.74] 就给他们抓住了
[2248.66-2251.02] 当时几个女生就哭得梨花带雨
[2251.02-2252.42] 就恨不得跳海
[2252.42-2253.50] 说他跟我讲
[2253.50-2254.58] 他讲那段时间的时候
[2254.58-2255.94] 他说那是我那个晚上
[2255.94-2258.10] 我人生最糟糕的晚上
[2258.10-2259.70] 因为一旦被渔业警察抓住了
[2259.70-2261.30] 我们是必须被遣返了
[2261.30-2262.94] 因为他会记录我们的身份
[2263.42-2264.30] 查我们的身份
[2264.30-2266.90] 然后马上就可以抓住我们了
[2266.90-2268.10] 因为他只有抓现行了
[2269.42-2271.26] 那几个女生给警察
[2271.26-2272.54] 跪着求警察
[2272.54-2274.06] 运气特别好
[2274.06-2275.42] 那天是个白人警察
[2275.42-2276.74] 他一个人当值
[2276.74-2278.02] 所有的警察出秦
[2278.02-2279.30] 都是两个人出秦
[2279.30-2280.54] 他趴荡
[2280.54-2281.86] 那天晚上闹肚子
[2281.86-2282.82] 临时走了
[2282.82-2283.54] 他一个人当值
[2283.54-2285.94] 那个白人小男孩跟他们是同龄人
[2285.94-2287.54] 说你们今天运气太好了
[2287.54-2288.70] 我什么都没看见
[2288.70-2290.14] 但是这一笼子螃蟹
[2290.14-2290.98] 你们不能拿走
[2290.98-2292.38] 我要把它们放掉
[2292.38-2293.62] 可以吗
[2293.62-2295.18] 笼子我没收了
[2295.18-2296.50] 他们磕头如捣蒜子
[2296.50-2297.50] 当然可以了
[2297.50-2298.58] 就走了
[2298.58-2300.82] 真实的留学生的经历
[2300.82-2304.90] 就是那一代中国留学生
[2304.90-2306.46] 他们经历的苦
[2306.46-2308.10] 怀揣2000加币
[2308.10-2310.10] 就来加拿大留学
[2310.10-2310.94] 打黑工
[2310.94-2312.30] 生存下来的苦
[2312.30-2315.38] 是你们今天这帮一个一个的
[2315.38-2316.06] 没有100万
[2316.06-2317.06] 都不来加拿大
[2317.06-2318.10] 我操都不敢来
[2318.10-2321.50] 你们这帮未富先朽
[2321.50-2323.26] 你们这帮现在这帮小孩
[2323.26-2324.42] 你们太令人失望了
[2324.42-2324.74] 你知道吗
[2324.74-2326.42] 我们太没有闯劲了
[2326.42-2328.50] 你们没有这样的闯劲
[2328.50-2330.78] 你们如何能在码头上立得住棍
[2330.78-2333.94] 你们一个一个的都他们只会玩跑车
[2333.94-2334.62] 那还行
[2334.62-2337.74] 你们来这儿就要重新投胎
[2337.74-2339.74] 就要有这样的敬业精神
[2339.74-2341.54] 这样的扎根精神
[2341.54-2342.54] 你才能扎下来
[2342.54-2344.46] 我这个同龄同龄龄人
[2344.46-2347.30] 就是被渔业警察90年代吓哭了的
[2347.30-2348.74] 这一辈子都不敢再去吊螃蟹
[2348.74-2350.42] 这上海的老哥
[2350.42-2351.62] 现在也有别墅
[2351.62-2352.50] 有公司
[2352.50-2355.10] 人家也是加拿大的正式公民
[2355.10-2356.54] 什么都有了
